"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","study_id","es_id","ni","author","transfer","test","allocation","comparison","baseline","age_group","mean_age_exp","mean_age_control","pop","year","precision","abs_yi","source","repo","branch","repo_license"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Gropper  et al. (2014) 2014",0.0800665503798561,0.0709629503603149,"from_dataset",25,295,57,"Gropper  et al. (2014)","Near","Ruff 2 & 7 Total Accuracy T-Score","Random","Non-Active",0.171850156912862,"adult","28 to 30","28 to 30","adults with adhd and learning disorders",2014,3.75391269746892,0.0800665503798561,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Gropper  et al. (2014) 2014",-0.0646130119538887,0.0709433379815783,"from_dataset",25,296,57,"Gropper  et al. (2014)","Far","Woodcock–Johnson Applied Problems Standard Score","Random","Non-Active",0.576766150823678,"adult","28 to 30","28 to 30","adults with adhd and learning disorders",2014,3.75443154865397,0.0646130119538887,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Gropper  et al. (2014) 2014",0.154015043706497,0.0711147923006499,"from_dataset",25,297,57,"Gropper  et al. (2014)","Far","WAIS-IV Arithmetic Standard Score","Random","Non-Active",0.38654756067513,"adult","28 to 30","28 to 30","adults with adhd and learning disorders",2014,3.74990294115351,0.154015043706497,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Gropper  et al. (2014) 2014",-0.141019668276842,0.0710811599598867,"from_dataset",25,298,57,"Gropper  et al. (2014)","Far","Nelson Denny Reading Comprehension Standard Score","Random","Non-Active",0.315615448048169,"adult","28 to 30","28 to 30","adults with adhd and learning disorders",2014,3.75078997717565,0.141019668276842,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Gropper  et al. (2014) 2014",1.46409342215945,0.109997802619902,"from_dataset",25,299,45,"Gropper  et al. (2014)","Near","CANTAB Spatial Span","Random","Non-Active",-0.0993173129361213,"adult","28 to 30","28 to 30","adults with adhd and learning disorders",2014,3.01514356145737,1.46409342215945,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Gropper  et al. (2014) 2014",0.59684943706406,0.0901384659722699,"from_dataset",25,300,45,"Gropper  et al. (2014)","Near","WAIS-IV Digit Span","Random","Non-Active",0.355427192858373,"adult","28 to 30","28 to 30","adults with adhd and learning disorders",2014,3.33077210364272,0.59684943706406,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Gropper  et al. (2014) 2014",-0.0472794620065039,0.0862052003834248,"from_dataset",25,301,45,"Gropper  et al. (2014)","Near","CANTAB Spatial WM between errors","Random","Non-Active",0.243453946152893,"adult","28 to 30","28 to 30","adults with adhd and learning disorders",2014,3.40591077993789,0.0472794620065039,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Gropper  et al. (2014) 2014",0.660405229687075,0.091026308381985,"from_dataset",25,302,45,"Gropper  et al. (2014)","Near","CANTAB Spatial WM Strategy Score","Random","Non-Active",-0.222516754361333,"adult","28 to 30","28 to 30","adults with adhd and learning disorders",2014,3.31448864081395,0.660405229687075,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Gropper  et al. (2014) 2014",-0.219847940066485,0.0867173978192454,"from_dataset",25,303,45,"Gropper  et al. (2014)","Near","PASAT Set A T-Score","Random","Non-Active",0.865899287409873,"adult","28 to 30","28 to 30","adults with adhd and learning disorders",2014,3.39583735508932,0.219847940066485,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Gropper  et al. (2014) 2014",0.130534499829848,0.0863696882514049,"from_dataset",25,304,45,"Gropper  et al. (2014)","Near","PASAT Set B T-Score","Random","Non-Active",0.480788561485093,"adult","28 to 30","28 to 30","adults with adhd and learning disorders",2014,3.40266601893923,0.130534499829848,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Gropper  et al. (2014) 2014",0.282593186766909,0.0870676844020854,"from_dataset",25,305,45,"Gropper  et al. (2014)","Near","Ruff 2 & 7 Total Speed T-Score","Random","Non-Active",0.160241388027046,"adult","28 to 30","28 to 30","adults with adhd and learning disorders",2014,3.38899948472869,0.282593186766909,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Gropper  et al. (2014) 2014",0.0228902742962267,0.0861861850181996,"from_dataset",25,306,45,"Gropper  et al. (2014)","Near","Ruff 2 & 7 Total Accuracy T-Score","Random","Non-Active",0.167615879523982,"adult","28 to 30","28 to 30","adults with adhd and learning disorders",2014,3.40628648438234,0.0228902742962267,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Gropper  et al. (2014) 2014",-0.0728873668207176,0.0862393917246963,"from_dataset",25,307,45,"Gropper  et al. (2014)","Far","Woodcock–Johnson Applied Problems Standard Score","Random","Non-Active",0.452252938706863,"adult","28 to 30","28 to 30","adults with adhd and learning disorders",2014,3.40523554208964,0.0728873668207176,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Gropper  et al. (2014) 2014",0.29266606216728,0.0871320678991679,"from_dataset",25,308,45,"Gropper  et al. (2014)","Far","WAIS-IV Arithmetic Standard Score","Random","Non-Active",0.310403399268327,"adult","28 to 30","28 to 30","adults with adhd and learning disorders",2014,3.38774715613259,0.29266606216728,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Gropper  et al. (2014) 2014",-0.236589985099943,0.08680230564478,"from_dataset",25,309,45,"Gropper  et al. (2014)","Far","Nelson Denny Reading Comprehension Standard Score","Random","Non-Active",0.0740968634653667,"adult","28 to 30","28 to 30","adults with adhd and learning disorders",2014,3.39417608752211,0.236589985099943,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hadwin & Richards (2016) 2016",0.812865787543244,0.133429057664876,"from_dataset",42,310,32,"Hadwin & Richards (2016)","Near","Backward digit span and backward block recall - Working Memory Test Battery for Children","Random","Non-Active",0.474537865160381,"children","11 to 14","11 to 14","children with elevated anxiety and low attentional control",2016,2.73763024699836,0.812865787543244,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hadwin & Richards (2016) 2016",0.700822124935932,0.130779071137398,"from_dataset",42,311,32,"Hadwin & Richards (2016)","Near","Backward digit span and backward block recall - Working Memory Test Battery for Children","Random","Non-Active",0.474537865160381,"children","11 to 14","11 to 14","children with elevated anxiety and low attentional control",2016,2.76522755421924,0.700822124935932,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hadwin & Richards (2016) 2016",0.439290316948074,0.12612007632122,"from_dataset",42,312,32,"Hadwin & Richards (2016)","Near","verbal and spatial n-back task","Random","Non-Active",-0.0389518507638686,"children","11 to 14","11 to 14","children with elevated anxiety and low attentional control",2016,2.81583943987076,0.439290316948074,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hadwin & Richards (2016) 2016",0.0988222880490739,0.123257417915766,"from_dataset",42,313,32,"Hadwin & Richards (2016)","Near","verbal and spatial n-back task","Random","Non-Active",-0.0389518507638686,"children","11 to 14","11 to 14","children with elevated anxiety and low attentional control",2016,2.84835074545104,0.0988222880490739,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hadwin & Richards (2016) 2016",1.16816638995594,0.144426900259632,"from_dataset",42,314,32,"Hadwin & Richards (2016)","Far","Stroop - RT - interference","Random","Non-Active",-0.635934638778269,"children","11 to 14","11 to 14","children with elevated anxiety and low attentional control",2016,2.63133386333849,1.16816638995594,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hadwin & Richards (2016) 2016",-0.166802528204136,0.123539562272016,"from_dataset",42,315,32,"Hadwin & Richards (2016)","Far","Stroop - RT - interference","Random","Non-Active",-0.635934638778269,"children","11 to 14","11 to 14","children with elevated anxiety and low attentional control",2016,2.84509630028884,0.166802528204136,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hanson (2013) 2013",-0.0785074014590633,0.159489917447494,"from_dataset",26,316,26,"Hanson (2013)","Near","AWMA Digit Recall","Random","Active",0.429173794642879,"children","12.25","12.25","ADHD children",2013,2.50399457355608,0.0785074014590633,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hanson (2013) 2013",0.718022162687396,0.169285925409541,"from_dataset",26,317,26,"Hanson (2013)","Near","AWMA Dot Matrix","Random","Active",0.0719251652691999,"children","12.25","12.25","ADHD children",2013,2.43046613403452,0.718022162687396,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hanson (2013) 2013",-0.0091851453376454,0.159373012732322,"from_dataset",26,318,26,"Hanson (2013)","Near","AWMA Listening Recall","Random","Active",0.0653766226973574,"children","12.25","12.25","ADHD children",2013,2.5049127814315,0.0091851453376454,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hanson (2013) 2013",-0.216866825976552,0.160275836834519,"from_dataset",26,319,26,"Hanson (2013)","Near","AWMA Spatial Recall","Random","Active",0.468546484544077,"children","12.25","12.25","ADHD children",2013,2.49784780708438,0.216866825976552,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hanson (2013) 2013",0.518020110614082,0.164531867888201,"from_dataset",26,320,26,"Hanson (2013)","Near","WISC-IV WMI","Random","Active",0.332301362165902,"children","12.25","12.25","ADHD children",2013,2.46532957624393,0.518020110614082,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hanson (2013) 2013",0.117812616709732,0.141385209175745,"from_dataset",26,321,28,"Hanson (2013)","Far","W-J Oral Language","Random","Active",0.325314838398487,"children","12.25","12.25","ADHD children",2013,2.65948785051149,0.117812616709732,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hanson (2013) 2013",0.290499680128228,0.142644320809648,"from_dataset",26,322,28,"Hanson (2013)","Far","GORT Comprehension (Reading Comprehension)","Random","Active",-0.405489136845651,"children","12.25","12.25","ADHD children",2013,2.64772427550184,0.290499680128228,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hanson (2013) 2013",-0.192695486110256,0.141800418777732,"from_dataset",26,323,28,"Hanson (2013)","Far","W-J Reading Comprehension","Random","Active",0.372544606479828,"children","12.25","12.25","ADHD children",2013,2.65559133726662,0.192695486110256,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hanson (2013) 2013",0.204945424267237,0.141887402287746,"from_dataset",26,324,28,"Hanson (2013)","Far","TOL Move Score","Random","Active",-0.624864183469221,"children","12.25","12.25","ADHD children",2013,2.65477721259772,0.204945424267237,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hanson (2013) 2013",0.363782937105621,0.143500534402052,"from_dataset",26,325,28,"Hanson (2013)","Far","TOL Execution Time","Random","Active",0.14975730910848,"children","12.25","12.25","ADHD children",2013,2.63981347134011,0.363782937105621,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hanson (2013) 2013",0.487320465772678,0.145378091741904,"from_dataset",26,326,28,"Hanson (2013)","Far","Children’s Color Trail Test (CCTT)","Random","Active",-0.526306103034493,"children","12.25","12.25","ADHD children",2013,2.62271148487693,0.487320465772678,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hardy et al. (2013) 2013",1.09383587964484,0.267238063560603,"from_dataset",22,327,17,"Hardy et al. (2013)","Near","WRAML2 - Finger Windows","Random","Active",-0.225201504632761,"children","8 to 16","8 to 16","cancer survivors children (WM deficits)",2013,1.93442030382335,1.09383587964484,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hardy et al. (2013) 2013",0.406789551986476,0.236914557913749,"from_dataset",22,328,17,"Hardy et al. (2013)","Near","WRAML2 - Number Letter","Random","Active",-0.127121734995774,"children","8 to 16","8 to 16","cancer survivors children (WM deficits)",2013,2.05449044587549,0.406789551986476,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hardy et al. (2013) 2013",-0.0466475513500329,0.232111565397325,"from_dataset",22,329,17,"Hardy et al. (2013)","Near","WRAML2 - Verbal Working Memory","Random","Active",0.0932951027000658,"children","8 to 16","8 to 16","cancer survivors children (WM deficits)",2013,2.0756379843962,0.0466475513500329,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hardy et al. (2013) 2013",0.432578499814984,0.237551217293067,"from_dataset",22,330,17,"Hardy et al. (2013)","Near","WRAML2 - Symbolic Working Memory","Random","Active",0.144192833271661,"children","8 to 16","8 to 16","cancer survivors children (WM deficits)",2013,2.05173548591161,0.432578499814984,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hardy et al. (2013) 2013",0.579089583341384,0.241910646323429,"from_dataset",22,331,17,"Hardy et al. (2013)","Near","WRAML2 - Finger Windows","Random","Active",-0.225201504632761,"children","8 to 16","8 to 16","cancer survivors children (WM deficits)",2013,2.03316445783462,0.579089583341384,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hardy et al. (2013) 2013",0.177970428994083,0.232979138325248,"from_dataset",22,332,17,"Hardy et al. (2013)","Near","WRAML2 - Number Letter","Random","Active",-0.127121734995774,"children","8 to 16","8 to 16","cancer survivors children (WM deficits)",2013,2.07176972627778,0.177970428994083,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hardy et al. (2013) 2013",-0.0466475513500329,0.232111565397325,"from_dataset",22,333,17,"Hardy et al. (2013)","Near","WRAML2 - Verbal Working Memory","Random","Active",0.0932951027000658,"children","8 to 16","8 to 16","cancer survivors children (WM deficits)",2013,2.0756379843962,0.0466475513500329,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hardy et al. (2013) 2013",0.778641299666971,0.249879397147329,"from_dataset",22,334,17,"Hardy et al. (2013)","Near","WRAML2 - Symbolic Working Memory","Random","Active",0.144192833271661,"children","8 to 16","8 to 16","cancer survivors children (WM deficits)",2013,2.00048258602146,0.778641299666971,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hayashi et al. (2016) 2016",0.36487060296896,0.100713168406633,"from_dataset",43,335,39,"Hayashi et al. (2016)","Far","Standard Progressive Matrices","Random","Non-Active",0.151229263072659,"adult","20 years and 2 months","20 years and 8 months","adults",2016,3.15106143497046,0.36487060296896,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hayashi et al. (2016) 2016",0.272163079273583,0.11745518491426,"from_dataset",43,336,33,"Hayashi et al. (2016)","Far","Standard Progressive Matrices","Random","Non-Active",0.150405912230136,"adult","20 years and 2 months","20 years and 8 months","adults",2016,2.91785632549956,0.272163079273583,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hayashi et al. (2016) 2016",-0.0505063949169426,0.0990390701888969,"from_dataset",43,337,39,"Hayashi et al. (2016)","Near","J-Recall Span Task - Span","Random","Non-Active",-0.121215347800662,"adult","20 years and 2 months","20 years and 8 months","adults",2016,3.17758167894957,0.0505063949169426,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hayashi et al. (2016) 2016",0.241136376421458,0.117213882040229,"from_dataset",43,338,33,"Hayashi et al. (2016)","Near","J-Recall Span Task - Span","Random","Non-Active",-0.120568188210729,"adult","20 years and 2 months","20 years and 8 months","adults",2016,2.92085821021495,0.241136376421458,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hayashi et al. (2016) 2016",0.217687074829932,0.0996139005301854,"from_dataset",43,339,39,"Hayashi et al. (2016)","Near","J-Recall Span Task - RT","Random","Non-Active",-0.405689548546692,"adult","20 years and 2 months","20 years and 8 months","adults",2016,3.16840016373914,0.217687074829932,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hayashi et al. (2016) 2016",0.187238236018724,0.116864054843165,"from_dataset",43,340,33,"Hayashi et al. (2016)","Near","J-Recall Span Task - RT","Random","Non-Active",-0.404040404040404,"adult","20 years and 2 months","20 years and 8 months","adults",2016,2.92522667111522,0.187238236018724,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hayashi et al. (2016) 2016",-0.2360050129829,0.0997204480123014,"from_dataset",43,341,39,"Hayashi et al. (2016)","Near","J-Recall Span Task - Words recalled","Random","Non-Active",-0.0786683376609668,"adult","20 years and 2 months","20 years and 8 months","adults",2016,3.16670705420696,0.2360050129829,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hayashi et al. (2016) 2016",0.104935968004321,0.11649971242428,"from_dataset",43,342,33,"Hayashi et al. (2016)","Near","J-Recall Span Task - Words recalled","Random","Non-Active",-0.078321773220616,"adult","20 years and 2 months","20 years and 8 months","adults",2016,2.92979729259282,0.104935968004321,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hayashi et al. (2016) 2016",-0.161795931087438,0.0993419807964474,"from_dataset",43,343,39,"Hayashi et al. (2016)","Near","J-Recall Span Task - Judgment","Random","Non-Active",-0.182557355872993,"adult","20 years and 2 months","20 years and 8 months","adults",2016,3.17273348670389,0.161795931087438,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hayashi et al. (2016) 2016",0.147556562801377,0.116662763664352,"from_dataset",43,344,33,"Hayashi et al. (2016)","Near","J-Recall Span Task - Judgment","Random","Non-Active",-0.181772577364015,"adult","20 years and 2 months","20 years and 8 months","adults",2016,2.92774919216323,0.147556562801377,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hayashi et al. (2016) 2016",0.466496590120064,0.101796354453847,"from_dataset",43,345,39,"Hayashi et al. (2016)","Near","E-Recall Span Task - Span","Random","Non-Active",-0.347391077748983,"adult","20 years and 2 months","20 years and 8 months","adults",2016,3.13425182467451,0.466496590120064,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hayashi et al. (2016) 2016",0.494729275115743,0.120041310883,"from_dataset",43,346,33,"Hayashi et al. (2016)","Near","E-Recall Span Task - Span","Random","Non-Active",-0.34631049258102,"adult","20 years and 2 months","20 years and 8 months","adults",2016,2.8862545815093,0.494729275115743,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hayashi et al. (2016) 2016",0.219533807059174,0.0996242521954916,"from_dataset",43,347,39,"Hayashi et al. (2016)","Near","E-Recall Span Task - RT","Random","Non-Active",-0.257713599591204,"adult","20 years and 2 months","20 years and 8 months","adults",2016,3.16823554985565,0.219533807059174,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hayashi et al. (2016) 2016",0.057258117736384,0.1163825447677,"from_dataset",43,348,33,"Hayashi et al. (2016)","Near","E-Recall Span Task - RT","Random","Non-Active",-0.257661529813726,"adult","20 years and 2 months","20 years and 8 months","adults",2016,2.93127170238886,0.057258117736384,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hayashi et al. (2016) 2016",0.208103985631214,0.0995615877902826,"from_dataset",43,349,39,"Hayashi et al. (2016)","Near","E-Recall Span Task - Words recalled","Random","Non-Active",-0.33661732412628,"adult","20 years and 2 months","20 years and 8 months","adults",2016,3.16923244218522,0.208103985631214,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hayashi et al. (2016) 2016",0.553925632267392,0.120981864677338,"from_dataset",43,350,33,"Hayashi et al. (2016)","Near","E-Recall Span Task - Words recalled","Random","Non-Active",-0.335999626941142,"adult","20 years and 2 months","20 years and 8 months","adults",2016,2.87501333258379,0.553925632267392,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hayashi et al. (2016) 2016",0.18726411628451,0.0994559542058239,"from_dataset",43,351,39,"Hayashi et al. (2016)","Near","E-Recall Span Task - Judgment","Random","Non-Active",-0.441468799023664,"adult","20 years and 2 months","20 years and 8 months","adults",2016,3.1709150389676,0.18726411628451,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hayashi et al. (2016) 2016",0.526796969471745,0.12053764408585,"from_dataset",43,352,33,"Hayashi et al. (2016)","Near","E-Recall Span Task - Judgment","Random","Non-Active",-0.439841700472403,"adult","20 years and 2 months","20 years and 8 months","adults",2016,2.88030614225502,0.526796969471745,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hayashi et al. (2016) 2016",0.132254142074646,0.0992306120115686,"from_dataset",43,353,39,"Hayashi et al. (2016)","Near","Japanese Digit Span forward","Random","Non-Active",0.330635355186617,"adult","20 years and 2 months","20 years and 8 months","adults",2016,3.17451340310382,0.132254142074646,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hayashi et al. (2016) 2016",0.0575880267449935,0.116383118840088,"from_dataset",43,354,33,"Hayashi et al. (2016)","Near","Japanese Digit Span forward","Random","Non-Active",0.329074438542819,"adult","20 years and 2 months","20 years and 8 months","adults",2016,2.93126447297174,0.0575880267449935,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hayashi et al. (2016) 2016",0.17902846052124,0.0994172790831161,"from_dataset",43,355,39,"Hayashi et al. (2016)","Near","Japanese Digit Span backward","Random","Non-Active",0.425192593737946,"adult","20 years and 2 months","20 years and 8 months","adults",2016,3.17153175069426,0.17902846052124,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hayashi et al. (2016) 2016",0.504735975492224,0.120192846478448,"from_dataset",43,356,33,"Hayashi et al. (2016)","Near","Japanese Digit Span backward","Random","Non-Active",0.423087508868483,"adult","20 years and 2 months","20 years and 8 months","adults",2016,2.88443455535006,0.504735975492224,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hayashi et al. (2016) 2016",0.952685022284839,0.110642376031953,"from_dataset",43,357,39,"Hayashi et al. (2016)","Near","English Digit Span forward","Random","Non-Active",0.010585389136498,"adult","20 years and 2 months","20 years and 8 months","adults",2016,3.00634801552296,0.952685022284839,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hayashi et al. (2016) 2016",0.337326903642218,0.118056953068823,"from_dataset",43,358,33,"Hayashi et al. (2016)","Near","English Digit Span forward","Random","Non-Active",0.0105414657388191,"adult","20 years and 2 months","20 years and 8 months","adults",2016,2.91041027411863,0.337326903642218,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hayashi et al. (2016) 2016",0.200724440950523,0.099522908717966,"from_dataset",43,359,39,"Hayashi et al. (2016)","Near","English Digit Span backward","Random","Non-Active",0.345692092748124,"adult","20 years and 2 months","20 years and 8 months","adults",2016,3.16984823539504,0.200724440950523,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hayashi et al. (2016) 2016",-0.0443691917346446,0.116362698299949,"from_dataset",43,360,33,"Hayashi et al. (2016)","Near","English Digit Span backward","Random","Non-Active",0.343861235943488,"adult","20 years and 2 months","20 years and 8 months","adults",2016,2.93152166612215,0.0443691917346446,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Hayashi et al. (2016) 2016",0.597018571993587,0.103575996847586,"from_dataset",43,361,39,"Hayashi et al. (2016)","Near","Corsi Tapping span forward","Random","Non-Active",-0.0413775247916348,"adult","20 years and 2 months","20 years and 8 months","adults",2016,3.10720880648814,0.597018571993587,"CRAN",NA,NA,"CRAN"
