"dataset_id","source_pkg","object","title","slab","yi","vi","measure","article","experiment","sample","pairing","stimuli","condition","gen_difficulty","manip_type","present_style","word_status","memory_test","memory_type","gen_constraint","learning_type","stimuli_relation","gen_mode","gen_task","attention","pacing","filler_task","age_grp","retention_delay"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",845,0.37,0.000938888888888889,"from_dataset",345,"3",1,482,10,"read",NA,"within","mixed","words","cued recall","item",NA,"intentional","rhyme","verbal/speaking","anagram","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",846,0.53,0.00108888888888889,"from_dataset",345,"3",1,483,10,"generate",NA,"within","mixed","words","cued recall","item","medium","intentional","rhyme","verbal/speaking","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",847,0.32,0.00045,"from_dataset",345,"3",1,483,10,"read",NA,"within","mixed","words","cued recall","item",NA,"intentional","rhyme","verbal/speaking","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",848,0.38,0.000355555555555556,"from_dataset",345,"3",2,484,10,"generate",NA,"within","mixed","words","cued recall","item","high","intentional","rhyme","verbal/speaking","anagram","full","timed","yes","older","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",849,0.26,0.000672222222222222,"from_dataset",345,"3",2,484,10,"read",NA,"within","mixed","words","cued recall","item",NA,"intentional","rhyme","verbal/speaking","anagram","full","timed","yes","older","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",850,0.25,2e-04,"from_dataset",345,"3",2,485,10,"generate",NA,"within","mixed","words","cued recall","item","medium","intentional","rhyme","verbal/speaking","word stem","full","timed","yes","older","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",851,0.25,0.000272222222222222,"from_dataset",345,"3",2,485,10,"read",NA,"within","mixed","words","cued recall","item",NA,"intentional","rhyme","verbal/speaking","word stem","full","timed","yes","older","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",852,0.42,0.00045,"from_dataset",345,"4",1,486,10,"generate",NA,"within","mixed","words","cued recall","item","high","intentional","rhyme","verbal/speaking","anagram","divided","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",853,0.21,0.000672222222222222,"from_dataset",345,"4",1,486,10,"read",NA,"within","mixed","words","cued recall","item",NA,"intentional","rhyme","verbal/speaking","anagram","divided","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",854,0.23,2.22222222222222e-05,"from_dataset",345,"4",1,487,10,"generate",NA,"within","mixed","words","cued recall","item","medium","intentional","rhyme","verbal/speaking","word stem","divided","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",855,0.19,0.000138888888888889,"from_dataset",345,"4",1,487,10,"read",NA,"within","mixed","words","cued recall","item",NA,"intentional","rhyme","verbal/speaking","word stem","divided","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",856,0.16,9e-05,"from_dataset",345,"5",1,488,10,"generate",NA,"within","mixed","words","free recall","item","high","intentional","rhyme","verbal/speaking","word stem","divided","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",857,0.155,9e-05,"from_dataset",345,"5",1,488,10,"read",NA,"within","mixed","words","free recall","item",NA,"intentional","rhyme","verbal/speaking","word stem","divided","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",858,0.41,0.00081,"from_dataset",345,"5",2,489,10,"generate",NA,"within","mixed","words","free recall","item","medium","intentional","semantic","verbal/speaking","word stem","divided","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",859,0.18,0.00025,"from_dataset",345,"5",2,489,10,"read",NA,"within","mixed","words","free recall","item",NA,"intentional","semantic","verbal/speaking","word stem","divided","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",860,0.1,0.00016,"from_dataset",345,"5",3,490,10,"generate",NA,"within","mixed","words","free recall","item","high","intentional","rhyme","verbal/speaking","word stem","divided","timed","yes","older","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",861,0.09,9e-05,"from_dataset",345,"5",3,490,10,"read",NA,"within","mixed","words","free recall","item",NA,"intentional","rhyme","verbal/speaking","word stem","divided","timed","yes","older","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",862,0.39,0.00064,"from_dataset",345,"5",4,491,10,"generate",NA,"within","mixed","words","free recall","item","medium","intentional","semantic","verbal/speaking","word stem","divided","timed","yes","older","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",863,0.11,0.00016,"from_dataset",345,"5",4,491,10,"read",NA,"within","mixed","words","free recall","item",NA,"intentional","semantic","verbal/speaking","word stem","divided","timed","yes","older","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",864,0.09,0.00016,"from_dataset",345,"5",5,492,10,"generate",NA,"within","mixed","words","free recall","item","high","intentional","rhyme","verbal/speaking","word stem","divided","timed","yes","older","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",865,0.07,4e-05,"from_dataset",345,"5",5,492,10,"read",NA,"within","mixed","words","free recall","item",NA,"intentional","rhyme","verbal/speaking","word stem","divided","timed","yes","older","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",866,0.33,0.00081,"from_dataset",345,"5",6,493,10,"generate",NA,"within","mixed","words","free recall","item","medium","intentional","semantic","verbal/speaking","word stem","divided","timed","yes","older","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",867,0.06,9e-05,"from_dataset",345,"5",6,493,10,"read",NA,"within","mixed","words","free recall","item",NA,"intentional","semantic","verbal/speaking","word stem","divided","timed","no","older","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",868,0.61,0.00075,"from_dataset",346,"1",1,315,12,"generate",NA,"within","mixed","words","free recall","item","medium","intentional","definitions","verbal/speaking",NA,"full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",869,0.38,0.000853333333333333,"from_dataset",346,"1",1,315,12,"read",NA,"within","mixed","words","free recall","item",NA,"intentional","definitions","verbal/speaking",NA,"full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",870,0.73,0.00108,"from_dataset",346,"1",1,316,12,"generate",NA,"within","mixed","words","recognition","source","medium","intentional","definitions","verbal/speaking",NA,"full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",871,0.53,0.00208333333333333,"from_dataset",346,"1",1,316,12,"read",NA,"within","mixed","words","recognition","source",NA,"intentional","definitions","verbal/speaking",NA,"full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",872,0.65,0.00035,"from_dataset",346,"2",1,317,12,"generate",NA,"within","mixed","words","free recall","item","medium","intentional","definitions","verbal/speaking",NA,"full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",873,0.31,0.00035,"from_dataset",346,"2",1,317,12,"read",NA,"within","mixed","words","free recall","item",NA,"intentional","definitions","verbal/speaking",NA,"full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",874,0.81,0.00035,"from_dataset",346,"2",1,318,12,"generate",NA,"within","mixed","words","recognition","source","medium","intentional","definitions","verbal/speaking",NA,"full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",875,0.54,0.00130178571428571,"from_dataset",346,"2",1,318,12,"read",NA,"within","mixed","words","recognition","source",NA,"intentional","definitions","verbal/speaking",NA,"full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",876,0.93,0.000113636363636364,"from_dataset",362,"1",1,494,50,"generate",NA,"within","mixed","words","recognition","item","medium","intentional","semantic","verbal/speaking","word fragment","full","self-paced","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",877,0.83,0.000222727272727273,"from_dataset",362,"1",1,494,50,"read",NA,"within","mixed","words","recognition","item",NA,"intentional","semantic","verbal/speaking","word fragment","full","self-paced","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",878,0.78,0.000290909090909091,"from_dataset",362,"1",1,495,50,"generate",NA,"within","mixed","words","recognition","source","medium","intentional","semantic","verbal/speaking","word fragment","full","self-paced","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",879,0.68,0.000654545454545455,"from_dataset",362,"1",1,495,50,"read",NA,"within","mixed","words","recognition","source",NA,"intentional","semantic","verbal/speaking","word fragment","full","self-paced","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",880,0.89,0.000640743033664728,"from_dataset",404,"1",1,496,20,"generate",NA,"between","pure","words","recognition","item","low","intentional",NA,"verbal/speaking","anagram","full","self-paced","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",881,0.74,0.001293813532715,"from_dataset",404,"1",2,496,20,"read",NA,"between","pure","words","recognition","item",NA,"intentional",NA,"verbal/speaking","anagram","full","self-paced","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",882,0.86,0.000718093763903156,"from_dataset",404,"2",1,497,20,"generate",NA,"between","pure","words","recognition","item","low","intentional",NA,"verbal/speaking","anagram","full","self-paced","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",883,0.7,0.00136804472884322,"from_dataset",404,"2",2,497,20,"read",NA,"between","pure","words","recognition","item",NA,"intentional",NA,"verbal/speaking","anagram","full","self-paced","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",884,0.84,0.000596783238609205,"from_dataset",434,"1",1,498,22,"generate",NA,"within","mixed","words","recognition","item","high","intentional","antonym","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",885,0.51,0.00117736218255749,"from_dataset",434,"1",1,498,22,"read",NA,"within","mixed","words","recognition","item",NA,"intentional","antonym","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",886,0.59,0.00120455531956865,"from_dataset",434,"1",1,499,22,"generate",NA,"within","mixed","words","recognition","font type","high","intentional","antonym","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",887,0.7,0.00102174433668025,"from_dataset",434,"1",1,499,22,"read",NA,"within","mixed","words","recognition","font type",NA,"intentional","antonym","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",888,0.73,0.00100597708546187,"from_dataset",434,"2a",1,500,24,"generate",NA,"within","mixed","words","recognition","item","high","intentional","rhyme","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",889,0.57,0.00129742396807054,"from_dataset",434,"2a",1,500,24,"read",NA,"within","mixed","words","recognition","item",NA,"intentional","rhyme","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",890,0.6,0.00128306289857587,"from_dataset",434,"2a",1,501,24,"generate",NA,"within","mixed","words","recognition","font color","high","intentional","rhyme","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",891,0.7,0.00109443331393804,"from_dataset",434,"2a",1,501,24,"read",NA,"within","mixed","words","recognition","font color",NA,"intentional","rhyme","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",892,0.79,0.000739020736315536,"from_dataset",434,"2b",1,502,24,"generate",NA,"within","mixed","words","recognition","item","high","intentional","rhyme","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",893,0.64,0.0011263223557932,"from_dataset",434,"2b",1,502,24,"read",NA,"within","mixed","words","recognition","item",NA,"intentional","rhyme","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",894,0.61,0.00116485323807538,"from_dataset",434,"2b",1,503,24,"generate",NA,"within","mixed","words","recognition","font type","high","intentional","rhyme","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",895,0.7,0.00100104357222735,"from_dataset",434,"2b",1,503,24,"read",NA,"within","mixed","words","recognition","font type",NA,"intentional","rhyme","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",896,0.83,0.000483926251449958,"from_dataset",434,"2c",1,504,24,"generate",NA,"within","mixed","words","recognition","item","high","intentional","rhyme","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",897,0.7,0.00078764380483765,"from_dataset",434,"2c",1,504,24,"read",NA,"within","mixed","words","recognition","item",NA,"intentional","rhyme","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",898,0.62,0.000908015231851382,"from_dataset",434,"2c",1,505,24,"generate",NA,"within","mixed","words","recognition","location","high","intentional","rhyme","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",899,0.63,0.000897891026993363,"from_dataset",434,"2c",1,505,24,"read",NA,"within","mixed","words","recognition","location",NA,"intentional","rhyme","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",900,0.84,0.000584692279248447,"from_dataset",434,"2d",1,506,24,"generate",NA,"within","mixed","words","recognition","item","high","intentional","rhyme","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",901,0.68,0.00104901347784796,"from_dataset",434,"2d",1,506,24,"read",NA,"within","mixed","words","recognition","item",NA,"intentional","rhyme","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",902,0.67,0.00107083681658361,"from_dataset",434,"2d",1,507,24,"generate",NA,"within","mixed","words","recognition","background color","high","intentional","rhyme","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",903,0.66,0.00109106588273634,"from_dataset",434,"2d",1,507,24,"read",NA,"within","mixed","words","recognition","background color",NA,"intentional","rhyme","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",904,0.71,0.000937107451252982,"from_dataset",434,"4a",1,508,20,"generate",NA,"within","mixed","non-words","recognition","item","high","intentional","rhyme","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",905,0.72,0.00091114812498967,"from_dataset",434,"4a",1,508,20,"read",NA,"within","mixed","non-words","recognition","item",NA,"intentional","rhyme","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",906,0.55,0.00113819791733907,"from_dataset",434,"4a",1,509,20,"generate",NA,"within","mixed","non-words","recognition","font color","high","intentional","rhyme","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",907,0.63,0.00109665247146399,"from_dataset",434,"4a",1,509,20,"read",NA,"within","mixed","non-words","recognition","font color",NA,"intentional","rhyme","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",908,0.62,0.00106493142111444,"from_dataset",434,"4b",1,510,20,"generate",NA,"within","mixed","non-words","recognition","item","high","intentional","rhyme","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",909,0.66,0.00100683050008629,"from_dataset",434,"4b",1,510,20,"read",NA,"within","mixed","non-words","recognition","item",NA,"intentional","rhyme","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",910,0.53,0.00108266138513266,"from_dataset",434,"4b",1,511,20,"generate",NA,"within","mixed","non-words","recognition","font type","high","intentional","rhyme","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",911,0.63,0.00105305762925621,"from_dataset",434,"4b",1,511,20,"read",NA,"within","mixed","non-words","recognition","font type",NA,"intentional","rhyme","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",912,0.63,0.000939247393972728,"from_dataset",434,"5",1,512,20,"generate",NA,"within","mixed","non-words","recognition","item","high","intentional","rhyme","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",913,0.66,0.000898016307090657,"from_dataset",434,"5",1,512,20,"read",NA,"within","mixed","non-words","recognition","item",NA,"intentional","rhyme","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",914,0.62,0.000949837914139504,"from_dataset",434,"5",1,513,20,"generate",NA,"within","mixed","non-words","recognition","location","high","intentional","rhyme","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",915,0.6,0.000965928257942499,"from_dataset",434,"5",1,513,20,"read",NA,"within","mixed","non-words","recognition","location",NA,"intentional","rhyme","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",916,0.86,0.000478397023738957,"from_dataset",434,"6a",1,514,25,"generate",NA,"within","mixed","words","recognition","item","medium","intentional",NA,"writing/typing","letter transposition","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",917,0.71,0.000887813511917755,"from_dataset",434,"6a",1,514,25,"read",NA,"within","mixed","words","recognition","item",NA,"intentional",NA,"writing/typing","letter transposition","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",918,0.64,0.00102545671635045,"from_dataset",434,"6a",1,515,25,"generate",NA,"within","mixed","words","recognition","font color","medium","intentional",NA,"writing/typing","letter transposition","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",919,0.62,0.00105068101105564,"from_dataset",434,"6a",1,515,25,"read",NA,"within","mixed","words","recognition","font color",NA,"intentional",NA,"writing/typing","letter transposition","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",920,0.85,0.00048854623409636,"from_dataset",434,"6b",1,516,16,"generate",NA,"within","mixed","words","recognition","item","medium","intentional",NA,"writing/typing","letter transposition","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",921,0.68,0.000923738120560559,"from_dataset",434,"6b",1,516,16,"read",NA,"within","mixed","words","recognition","item",NA,"intentional",NA,"writing/typing","letter transposition","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",922,0.67,0.000942955271086954,"from_dataset",434,"6b",1,517,16,"generate",NA,"within","mixed","words","recognition","font color","medium","intentional",NA,"writing/typing","letter transposition","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",923,0.66,0.000960768540356816,"from_dataset",434,"6b",1,517,16,"read",NA,"within","mixed","words","recognition","font color",NA,"intentional",NA,"writing/typing","letter transposition","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",924,0.81,0.000595904068992173,"from_dataset",434,"6b",1,518,16,"generate",NA,"within","mixed","non-words","recognition","item","medium","intentional",NA,"writing/typing","letter transposition","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",925,0.8,0.000623315116194121,"from_dataset",434,"6b",1,518,16,"read",NA,"within","mixed","non-words","recognition","item",NA,"intentional",NA,"writing/typing","letter transposition","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",926,0.57,0.0010449930256901,"from_dataset",434,"6b",1,519,16,"generate",NA,"within","mixed","non-words","recognition","font color","medium","intentional",NA,"writing/typing","letter transposition","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",927,0.58,0.00104307758666879,"from_dataset",434,"6b",1,519,16,"read",NA,"within","mixed","non-words","recognition","font color",NA,"intentional",NA,"writing/typing","letter transposition","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",928,0.91,0.000784,"from_dataset",442,"1",1,319,30,"generate",NA,"within","mixed","words","recognition","item","medium","intentional","category","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",929,0.73,0.0029506624,"from_dataset",442,"1",1,319,30,"read",NA,"within","mixed","words","recognition","item",NA,"intentional","category","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",930,0.65,0.00138579405412888,"from_dataset",442,"1",1,320,30,"generate",NA,"within","mixed","words","recognition","location","medium","intentional","category","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",931,0.6,0.00146570377119155,"from_dataset",442,"1",1,320,30,"read",NA,"within","mixed","words","recognition","location",NA,"intentional","category","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",932,0.59,0.00147391375987295,"from_dataset",442,"1",1,321,30,"generate",NA,"within","mixed","words","recognition","location","medium","intentional","category","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",933,0.59,0.00147391375987295,"from_dataset",442,"1",1,321,30,"read",NA,"within","mixed","words","recognition","location",NA,"intentional","category","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",934,0.66,0.00136265387938639,"from_dataset",442,"1",1,322,30,"generate",NA,"within","mixed","words","recognition","location","medium","intentional","category","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",935,0.57,0.00148210910388415,"from_dataset",442,"1",1,322,30,"read",NA,"within","mixed","words","recognition","location",NA,"intentional","category","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",936,0.6,0.00146570377119155,"from_dataset",442,"1",1,323,30,"generate",NA,"within","mixed","words","recognition","location","medium","intentional","category","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",937,0.56,0.00148204847428844,"from_dataset",442,"1",1,323,30,"read",NA,"within","mixed","words","recognition","location",NA,"intentional","category","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",938,0.76,0.00103861413222792,"from_dataset",442,"1",1,324,30,"generate",NA,"within","mixed","words","recognition","location","medium","intentional","category","covert/thinking","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",939,0.61,0.00145480837490616,"from_dataset",442,"1",1,324,30,"read",NA,"within","mixed","words","recognition","location",NA,"intentional","category","covert/thinking","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",940,0.81,0.000845168172401595,"from_dataset",442,"1",1,325,30,"generate",NA,"within","mixed","words","recognition","location","medium","intentional","category","covert/thinking","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",941,0.79,0.000922977694767403,"from_dataset",442,"1",1,325,30,"read",NA,"within","mixed","words","recognition","location",NA,"intentional","category","covert/thinking","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",942,0.79,0.000922977694767403,"from_dataset",442,"1",1,326,30,"generate",NA,"within","mixed","words","recognition","location","medium","intentional","category","covert/thinking","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",943,0.69,0.00128102875485033,"from_dataset",442,"1",1,326,30,"read",NA,"within","mixed","words","recognition","location",NA,"intentional","category","covert/thinking","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",944,0.81,0.000845168172401595,"from_dataset",442,"1",1,327,30,"generate",NA,"within","mixed","words","recognition","location","medium","intentional","category","covert/thinking","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",945,0.69,0.00128102875485033,"from_dataset",442,"1",1,327,30,"read",NA,"within","mixed","words","recognition","location",NA,"intentional","category","covert/thinking","word stem","full","timed","yes","younger","immediate"
