Species,Site,Regime,covariate,ID,var,Traits
PS,OKA,low,40.59,1034,neur.1.2,3.561
PS,OKA,low,40.59,1034,neur.1.3,3.616
PS,OKA,low,40.59,1034,neur.2.1,4.038
PS,OKA,low,40.59,1034,neur.2.2,3.719
PS,OKA,low,40.59,1034,neur.2.3,3.525
PS,OKA,low,40.59,1034,neur.3.1,3.071
PS,OKA,low,40.59,1034,neur.3.2,2.881
PS,OKA,low,40.59,1034,neur.3.3,2.5
PS,OKA,low,43.8,1035,area.1,0.554
PS,OKA,low,43.8,1035,area.2,0.532
PS,OKA,low,43.8,1035,area.3,0.462
PS,OKA,low,43.8,1035,dorsal.1,5.691
PS,OKA,low,43.8,1035,dorsal.2,5.045
PS,OKA,low,43.8,1035,dorsal.3,5.013
PS,OKA,low,43.8,1035,neur.1.1,3.961
PS,OKA,low,43.8,1035,neur.1.2,4.179
PS,OKA,low,43.8,1035,neur.1.3,4.073
PS,OKA,low,43.8,1035,neur.2.1,3.957
PS,OKA,low,43.8,1035,neur.2.2,4.296
PS,OKA,low,43.8,1035,neur.2.3,3.867
PS,OKA,low,43.8,1035,neur.3.1,3.274
PS,OKA,low,43.8,1035,neur.3.2,2.889
PS,OKA,low,43.8,1035,neur.3.3,2.932
PS,OKA,low,44.71,1037,area.1,0.492
PS,OKA,low,44.71,1037,area.2,0.472
PS,OKA,low,44.71,1037,area.3,0.369
PS,OKA,low,44.71,1037,dorsal.1,5.509
PS,OKA,low,44.71,1037,dorsal.2,5.09
PS,OKA,low,44.71,1037,dorsal.3,4.782
PS,OKA,low,44.71,1037,neur.1.1,3.814
PS,OKA,low,44.71,1037,neur.1.2,3.971
PS,OKA,low,44.71,1037,neur.1.3,4.174
PS,OKA,low,44.71,1037,neur.2.1,4.53
PS,OKA,low,44.71,1037,neur.2.2,4.248
PS,OKA,low,44.71,1037,neur.2.3,3.76
PS,OKA,low,44.71,1037,neur.3.1,2.577
PS,OKA,low,44.71,1037,neur.3.2,2.553
PS,OKA,low,44.71,1037,neur.3.3,2.677
LP,MSA,high,74.16,1038,area.1,0.819
LP,MSA,high,74.16,1038,area.2,0.969
LP,MSA,high,74.16,1038,area.3,0.639
LP,MSA,high,74.16,1038,dorsal.1,2.871
LP,MSA,high,74.16,1038,dorsal.2,2.469
LP,MSA,high,74.16,1038,dorsal.3,2.171
LP,MSA,high,74.16,1038,neur.1.1,2.6
LP,MSA,high,74.16,1038,neur.1.2,2.552
LP,MSA,high,74.16,1038,neur.1.3,2.799
LP,MSA,high,74.16,1038,neur.2.1,2.9
LP,MSA,high,74.16,1038,neur.2.2,2.909
LP,MSA,high,74.16,1038,neur.2.3,2.982
LP,MSA,high,74.16,1038,neur.3.1,2.816
LP,MSA,high,74.16,1038,neur.3.2,3.654
LP,MSA,high,74.16,1038,neur.3.3,3.364
LP,MSA,high,67.95,1039,area.1,0.811
LP,MSA,high,67.95,1039,area.2,0.864
LP,MSA,high,67.95,1039,area.3,0.626
LP,MSA,high,67.95,1039,dorsal.1,3.344
LP,MSA,high,67.95,1039,dorsal.2,3.218
LP,MSA,high,67.95,1039,dorsal.3,3.201
LP,MSA,high,67.95,1039,neur.1.1,2.211
LP,MSA,high,67.95,1039,neur.1.2,2.473
LP,MSA,high,67.95,1039,neur.1.3,2.273
LP,MSA,high,67.95,1039,neur.2.1,2.624
LP,MSA,high,67.95,1039,neur.2.2,2.86
LP,MSA,high,67.95,1039,neur.2.3,2.602
LP,MSA,high,67.95,1039,neur.3.1,2.806
LP,MSA,high,67.95,1039,neur.3.2,2.588
LP,MSA,high,67.95,1039,neur.3.3,2.795
LP,MSA,high,68.02,1040,area.1,0.788
LP,MSA,high,68.02,1040,area.2,0.878
LP,MSA,high,68.02,1040,area.3,0.702
LP,MSA,high,68.02,1040,dorsal.1,3.024
LP,MSA,high,68.02,1040,dorsal.2,2.845
LP,MSA,high,68.02,1040,dorsal.3,2.753
LP,MSA,high,68.02,1040,neur.1.1,2.18
LP,MSA,high,68.02,1040,neur.1.2,2.407
LP,MSA,high,68.02,1040,neur.1.3,2.702
LP,MSA,high,68.02,1040,neur.2.1,2.803
LP,MSA,high,68.02,1040,neur.2.2,2.865
LP,MSA,high,68.02,1040,neur.2.3,2.662
LP,MSA,high,68.02,1040,neur.3.1,2.498
LP,MSA,high,68.02,1040,neur.3.2,2.527
LP,MSA,high,68.02,1040,neur.3.3,1.998
LP,MSA,high,67.63,1041,area.1,0.667
LP,MSA,high,67.63,1041,area.2,0.773
LP,MSA,high,67.63,1041,area.3,0.542
LP,MSA,high,67.63,1041,dorsal.1,3.113
LP,MSA,high,67.63,1041,dorsal.2,2.511
LP,MSA,high,67.63,1041,dorsal.3,2.362
LP,MSA,high,67.63,1041,neur.1.1,2.345
LP,MSA,high,67.63,1041,neur.1.2,2.422
LP,MSA,high,67.63,1041,neur.1.3,2.397
LP,MSA,high,67.63,1041,neur.2.1,2.215
LP,MSA,high,67.63,1041,neur.2.2,2.653
LP,MSA,high,67.63,1041,neur.2.3,2.112
LP,MSA,high,67.63,1041,neur.3.1,2.861
LP,MSA,high,67.63,1041,neur.3.2,2.722
LP,MSA,high,67.63,1041,neur.3.3,3.184
YP,GRE,low,60.92,1042,area.1,0.574
YP,GRE,low,60.92,1042,area.2,0.813
YP,GRE,low,60.92,1042,area.3,0.582
YP,GRE,low,60.92,1042,dorsal.1,4.027
YP,GRE,low,60.92,1042,dorsal.2,3.779
YP,GRE,low,60.92,1042,dorsal.3,3.61
YP,GRE,low,60.92,1042,neur.1.1,2.028
YP,GRE,low,60.92,1042,neur.1.2,3.263
YP,GRE,low,60.92,1042,neur.1.3,3.304
YP,GRE,low,60.92,1042,neur.2.1,2.758
YP,GRE,low,60.92,1042,neur.2.2,2.539
YP,GRE,low,60.92,1042,neur.2.3,3.153
YP,GRE,low,60.92,1042,neur.3.1,2.481
YP,GRE,low,60.92,1042,neur.3.2,2.386
YP,GRE,low,60.92,1042,neur.3.3,2.45
YP,GRE,low,67.5,1043,area.1,0.728
YP,GRE,low,67.5,1043,area.2,0.998
YP,GRE,low,67.5,1043,area.3,0.673
YP,GRE,low,67.5,1043,dorsal.1,4.439
YP,GRE,low,67.5,1043,dorsal.2,3.829
YP,GRE,low,67.5,1043,dorsal.3,3.985
YP,GRE,low,67.5,1043,neur.1.1,2.79
YP,GRE,low,67.5,1043,neur.1.2,2.959
YP,GRE,low,67.5,1043,neur.1.3,3.63
YP,GRE,low,67.5,1043,neur.2.1,2.591
YP,GRE,low,67.5,1043,neur.2.2,3.071
YP,GRE,low,67.5,1043,neur.2.3,2.742
YP,GRE,low,67.5,1043,neur.3.1,2.99
YP,GRE,low,67.5,1043,neur.3.2,2.828
YP,GRE,low,67.5,1043,neur.3.3,2.755
YP,GRE,low,110.8,1044,area.1,1.858
YP,GRE,low,110.8,1044,area.2,2.42
YP,GRE,low,110.8,1044,area.3,1.811
YP,GRE,low,110.8,1044,dorsal.1,7.92
YP,GRE,low,110.8,1044,dorsal.2,7.444
YP,GRE,low,110.8,1044,dorsal.3,7.89
YP,GRE,low,110.8,1044,neur.1.1,6.894
YP,GRE,low,110.8,1044,neur.1.2,6.569
YP,GRE,low,110.8,1044,neur.1.3,7.114
YP,GRE,low,110.8,1044,neur.2.1,5.469
YP,GRE,low,110.8,1044,neur.2.2,5.151
YP,GRE,low,110.8,1044,neur.2.3,5.265
YP,GRE,low,110.8,1044,neur.3.1,5.13
YP,GRE,low,110.8,1044,neur.3.2,4.772
YP,GRE,low,110.8,1044,neur.3.3,4.934
YP,GRE,low,58.81,1045,area.1,0.586
YP,GRE,low,58.81,1045,area.2,0.852
YP,GRE,low,58.81,1045,area.3,0.721
YP,GRE,low,58.81,1045,dorsal.1,4.002
YP,GRE,low,58.81,1045,dorsal.2,4.053
YP,GRE,low,58.81,1045,dorsal.3,4.184
YP,GRE,low,58.81,1045,neur.1.1,3.012
YP,GRE,low,58.81,1045,neur.1.2,3.567
YP,GRE,low,58.81,1045,neur.1.3,3.251
YP,GRE,low,58.81,1045,neur.2.1,2.57
YP,GRE,low,58.81,1045,neur.2.2,3.055
YP,GRE,low,58.81,1045,neur.2.3,2.904
YP,GRE,low,58.81,1045,neur.3.1,2.523
YP,GRE,low,58.81,1045,neur.3.2,2.233
YP,GRE,low,58.81,1045,neur.3.3,2.182
YP,GRE,low,64.36,1046,area.1,0.75
YP,GRE,low,64.36,1046,area.2,0.732
YP,GRE,low,64.36,1046,area.3,0.615
YP,GRE,low,64.36,1046,dorsal.1,4.349
YP,GRE,low,64.36,1046,dorsal.2,4.109
YP,GRE,low,64.36,1046,dorsal.3,4.285
YP,GRE,low,64.36,1046,neur.1.1,3.371
YP,GRE,low,64.36,1046,neur.1.2,3.834
YP,GRE,low,64.36,1046,neur.1.3,3.675
YP,GRE,low,64.36,1046,neur.2.1,3.514
YP,GRE,low,64.36,1046,neur.2.2,3.126
YP,GRE,low,64.36,1046,neur.2.3,3.37
YP,GRE,low,64.36,1046,neur.3.1,2.947
YP,GRE,low,64.36,1046,neur.3.2,2.498
YP,GRE,low,64.36,1046,neur.3.3,2.778
YP,GRE,low,64.53,1047,area.1,0.79
YP,GRE,low,64.53,1047,area.2,0.882
YP,GRE,low,64.53,1047,area.3,0.656
YP,GRE,low,64.53,1047,dorsal.1,4.434
YP,GRE,low,64.53,1047,dorsal.2,4.098
YP,GRE,low,64.53,1047,dorsal.3,3.905
YP,GRE,low,64.53,1047,neur.1.1,2.853
YP,GRE,low,64.53,1047,neur.1.2,3.269
YP,GRE,low,64.53,1047,neur.1.3,3.332
YP,GRE,low,64.53,1047,neur.2.1,3.555
YP,GRE,low,64.53,1047,neur.2.2,3.305
YP,GRE,low,64.53,1047,neur.2.3,3.149
YP,GRE,low,64.53,1047,neur.3.1,2.548
YP,GRE,low,64.53,1047,neur.3.2,2.512
YP,GRE,low,64.53,1047,neur.3.3,2.718
YP,GRE,low,105.07,1048,area.1,2.083
YP,GRE,low,105.07,1048,area.2,2.207
YP,GRE,low,105.07,1048,area.3,2.095
YP,GRE,low,105.07,1048,dorsal.1,6.78
YP,GRE,low,105.07,1048,dorsal.2,7.252
YP,GRE,low,105.07,1048,dorsal.3,6.941
YP,GRE,low,105.07,1048,neur.1.1,5.477
YP,GRE,low,105.07,1048,neur.1.2,5.295
YP,GRE,low,105.07,1048,neur.1.3,5.926
YP,GRE,low,105.07,1048,neur.2.1,5.009
YP,GRE,low,105.07,1048,neur.2.2,5.037
YP,GRE,low,105.07,1048,neur.2.3,4.525
YP,GRE,low,105.07,1048,neur.3.1,4.565
YP,GRE,low,105.07,1048,neur.3.2,4.535
YP,GRE,low,105.07,1048,neur.3.3,4.04
YP,GRE,low,64.07,1049,area.1,0.821
YP,GRE,low,64.07,1049,area.2,0.784
YP,GRE,low,64.07,1049,area.3,0.753
YP,GRE,low,64.07,1049,dorsal.1,3.948
YP,GRE,low,64.07,1049,dorsal.2,3.712
YP,GRE,low,64.07,1049,dorsal.3,2.928
YP,GRE,low,64.07,1049,neur.1.1,2.856
YP,GRE,low,64.07,1049,neur.1.2,2.961
YP,GRE,low,64.07,1049,neur.1.3,3.052
YP,GRE,low,64.07,1049,neur.2.1,2.924
YP,GRE,low,64.07,1049,neur.2.2,2.928
YP,GRE,low,64.07,1049,neur.2.3,2.929
YP,GRE,low,64.07,1049,neur.3.1,2.102
YP,GRE,low,64.07,1049,neur.3.2,2.464
YP,GRE,low,64.07,1049,neur.3.3,1.354
YP,GRE,low,73.36,1050,area.1,1.114
YP,GRE,low,73.36,1050,area.2,1.298
YP,GRE,low,73.36,1050,area.3,0.843
YP,GRE,low,73.36,1050,dorsal.1,5.304
YP,GRE,low,73.36,1050,dorsal.2,5.247
YP,GRE,low,73.36,1050,dorsal.3,4.751
YP,GRE,low,73.36,1050,neur.1.1,3.705
YP,GRE,low,73.36,1050,neur.1.2,4.615
YP,GRE,low,73.36,1050,neur.1.3,3.911
YP,GRE,low,73.36,1050,neur.2.1,4.005
YP,GRE,low,73.36,1050,neur.2.2,3.869
YP,GRE,low,73.36,1050,neur.2.3,3.448
YP,GRE,low,73.36,1050,neur.3.1,2.792
YP,GRE,low,73.36,1050,neur.3.2,3.031
YP,GRE,low,73.36,1050,neur.3.3,2.805
YP,GRE,low,66.59,1051,area.1,0.864
YP,GRE,low,66.59,1051,area.2,0.94
YP,GRE,low,66.59,1051,area.3,0.771
YP,GRE,low,66.59,1051,dorsal.1,4.401
YP,GRE,low,66.59,1051,dorsal.2,4.396
YP,GRE,low,66.59,1051,dorsal.3,4.074
YP,GRE,low,66.59,1051,neur.1.1,2.851
YP,GRE,low,66.59,1051,neur.1.2,2.812
YP,GRE,low,66.59,1051,neur.1.3,3.202
YP,GRE,low,66.59,1051,neur.2.1,3.187
YP,GRE,low,66.59,1051,neur.2.2,3.33
YP,GRE,low,66.59,1051,neur.2.3,3.145
YP,GRE,low,66.59,1051,neur.3.1,2.836
YP,GRE,low,66.59,1051,neur.3.2,2.998
YP,GRE,low,66.59,1051,neur.3.3,2.885
PS,GRE,low,36.54,1052,area.1,0.362
PS,GRE,low,36.54,1052,area.2,0.416
PS,GRE,low,36.54,1052,area.3,0.332
PS,GRE,low,36.54,1052,dorsal.1,3.85
PS,GRE,low,36.54,1052,dorsal.2,3.256
PS,GRE,low,36.54,1052,dorsal.3,3.333
PS,GRE,low,36.54,1052,neur.1.1,2.393
PS,GRE,low,36.54,1052,neur.1.2,2.24
PS,GRE,low,36.54,1052,neur.1.3,2.257
PS,GRE,low,36.54,1052,neur.2.1,2.896
PS,GRE,low,36.54,1052,neur.2.2,2.882
PS,GRE,low,36.54,1052,neur.2.3,2.642
PS,GRE,low,36.54,1052,neur.3.1,1.809
PS,GRE,low,36.54,1052,neur.3.2,1.956
PS,GRE,low,36.54,1052,neur.3.3,1.835
PS,GRE,low,40.05,1053,area.1,0.5
PS,GRE,low,40.05,1053,area.2,0.409
PS,GRE,low,40.05,1053,area.3,0.351
PS,GRE,low,40.05,1053,dorsal.1,4.512
PS,GRE,low,40.05,1053,dorsal.2,3.643
PS,GRE,low,40.05,1053,dorsal.3,4.016
PS,GRE,low,40.05,1053,neur.1.1,3.075
PS,GRE,low,40.05,1053,neur.1.2,2.883
PS,GRE,low,40.05,1053,neur.1.3,2.934
PS,GRE,low,40.05,1053,neur.2.1,3.642
PS,GRE,low,40.05,1053,neur.2.2,3.475
PS,GRE,low,40.05,1053,neur.2.3,3.299
PS,GRE,low,40.05,1053,neur.3.1,2.323
PS,GRE,low,40.05,1053,neur.3.2,2.069
PS,GRE,low,40.05,1053,neur.3.3,2.148
PS,GRE,low,36.4,1054,area.1,0.479
PS,GRE,low,36.4,1054,area.2,0.391
PS,GRE,low,36.4,1054,area.3,0.341
PS,GRE,low,36.4,1054,dorsal.1,3.799
PS,GRE,low,36.4,1054,dorsal.2,3.31
PS,GRE,low,36.4,1054,dorsal.3,3.522
PS,GRE,low,36.4,1054,neur.1.1,2.804
PS,GRE,low,36.4,1054,neur.1.2,2.472
PS,GRE,low,36.4,1054,neur.1.3,2.19
PS,GRE,low,36.4,1054,neur.2.1,3.247
PS,GRE,low,36.4,1054,neur.2.2,3.117
PS,GRE,low,36.4,1054,neur.2.3,2.98
PS,GRE,low,36.4,1054,neur.3.1,2.103
PS,GRE,low,36.4,1054,neur.3.2,2.085
PS,GRE,low,36.4,1054,neur.3.3,2.183
PS,GRE,low,36.52,1055,area.1,0.35
PS,GRE,low,36.52,1055,area.2,0.36
PS,GRE,low,36.52,1055,area.3,0.31
PS,GRE,low,36.52,1055,dorsal.1,3.357
PS,GRE,low,36.52,1055,dorsal.2,2.729
PS,GRE,low,36.52,1055,dorsal.3,2.952
PS,GRE,low,36.52,1055,neur.1.1,1.9
PS,GRE,low,36.52,1055,neur.1.2,1.414
PS,GRE,low,36.52,1055,neur.1.3,1.67
PS,GRE,low,36.52,1055,neur.2.1,2.466
PS,GRE,low,36.52,1055,neur.2.2,2.807
PS,GRE,low,36.52,1055,neur.2.3,2.731
PS,GRE,low,36.52,1055,neur.3.1,1.815
PS,GRE,low,36.52,1055,neur.3.2,1.685
PS,GRE,low,36.52,1055,neur.3.3,1.979
PS,GRE,low,32.59,1056,area.1,0.356
PS,GRE,low,32.59,1056,area.2,0.345
PS,GRE,low,32.59,1056,area.3,0.276
PS,GRE,low,32.59,1056,dorsal.1,2.53
PS,GRE,low,32.59,1056,dorsal.2,2.826
PS,GRE,low,32.59,1056,dorsal.3,2.753
PS,GRE,low,32.59,1056,neur.1.1,2.078
PS,GRE,low,32.59,1056,neur.1.2,2.14
PS,GRE,low,32.59,1056,neur.1.3,1.813
PS,GRE,low,32.59,1056,neur.2.1,2.91
PS,GRE,low,32.59,1056,neur.2.2,3.028
PS,GRE,low,32.59,1056,neur.2.3,2.775
PS,GRE,low,32.59,1056,neur.3.1,1.649
PS,GRE,low,32.59,1056,neur.3.2,1.831
PS,GRE,low,32.59,1056,neur.3.3,1.423
PS,GRE,low,33.76,1057,area.1,0.399
PS,GRE,low,33.76,1057,area.2,0.354
PS,GRE,low,33.76,1057,area.3,0.265
PS,GRE,low,33.76,1057,dorsal.1,3.476
PS,GRE,low,33.76,1057,dorsal.2,3.112
PS,GRE,low,33.76,1057,dorsal.3,3.267
PS,GRE,low,33.76,1057,neur.1.1,2.707
PS,GRE,low,33.76,1057,neur.1.2,2.765
PS,GRE,low,33.76,1057,neur.1.3,2.194
PS,GRE,low,33.76,1057,neur.2.1,2.799
PS,GRE,low,33.76,1057,neur.2.2,2.782
PS,GRE,low,33.76,1057,neur.2.3,2.576
PS,GRE,low,33.76,1057,neur.3.1,1.96
PS,GRE,low,33.76,1057,neur.3.2,1.718
PS,GRE,low,33.76,1057,neur.3.3,1.602
PS,GRE,low,32.98,1058,area.1,0.295
PS,GRE,low,32.98,1058,area.2,0.305
PS,GRE,low,32.98,1058,area.3,0.267
PS,GRE,low,32.98,1058,dorsal.1,2.959
PS,GRE,low,32.98,1058,dorsal.2,2.713
PS,GRE,low,32.98,1058,dorsal.3,2.693
PS,GRE,low,32.98,1058,neur.1.1,1.939
PS,GRE,low,32.98,1058,neur.1.2,2.033
PS,GRE,low,32.98,1058,neur.1.3,1.766
PS,GRE,low,32.98,1058,neur.2.1,2.576
PS,GRE,low,32.98,1058,neur.2.2,2.675
PS,GRE,low,32.98,1058,neur.2.3,2.398
PS,GRE,low,32.98,1058,neur.3.1,1.596
PS,GRE,low,32.98,1058,neur.3.2,1.664
PS,GRE,low,32.98,1058,neur.3.3,1.539
PS,GRE,low,34.38,1059,area.1,0.415
PS,GRE,low,34.38,1059,area.2,0.344
PS,GRE,low,34.38,1059,area.3,0.323
PS,GRE,low,34.38,1059,dorsal.1,3.967
PS,GRE,low,34.38,1059,dorsal.2,3.371
PS,GRE,low,34.38,1059,dorsal.3,2.823
PS,GRE,low,34.38,1059,neur.1.1,2.75
PS,GRE,low,34.38,1059,neur.1.2,2.538
PS,GRE,low,34.38,1059,neur.1.3,2.514
PS,GRE,low,34.38,1059,neur.2.1,2.56
PS,GRE,low,34.38,1059,neur.2.2,2.708
PS,GRE,low,34.38,1059,neur.2.3,2.825
PS,GRE,low,34.38,1059,neur.3.1,1.882
PS,GRE,low,34.38,1059,neur.3.2,1.812
PS,GRE,low,34.38,1059,neur.3.3,2.319
PS,GRE,low,34.27,1060,area.1,0.355
PS,GRE,low,34.27,1060,area.2,0.306
PS,GRE,low,34.27,1060,area.3,0.247
PS,GRE,low,34.27,1060,dorsal.1,2.859
PS,GRE,low,34.27,1060,dorsal.2,2.876
PS,GRE,low,34.27,1060,dorsal.3,2.97
PS,GRE,low,34.27,1060,neur.1.1,2.351
PS,GRE,low,34.27,1060,neur.1.2,1.789
PS,GRE,low,34.27,1060,neur.1.3,2.027
PS,GRE,low,34.27,1060,neur.2.1,2.95
PS,GRE,low,34.27,1060,neur.2.2,2.759
PS,GRE,low,34.27,1060,neur.2.3,2.618
PS,GRE,low,34.27,1060,neur.3.1,1.947
PS,GRE,low,34.27,1060,neur.3.2,1.977
PS,GRE,low,34.27,1060,neur.3.3,2.012
PS,GRE,low,32.82,1061,area.1,0.394
PS,GRE,low,32.82,1061,area.2,0.321
PS,GRE,low,32.82,1061,area.3,0.297
PS,GRE,low,32.82,1061,dorsal.1,3.668
PS,GRE,low,32.82,1061,dorsal.2,3.439
PS,GRE,low,32.82,1061,dorsal.3,3.207
PS,GRE,low,32.82,1061,neur.1.1,2.553
PS,GRE,low,32.82,1061,neur.1.2,2.516
PS,GRE,low,32.82,1061,neur.1.3,2.529
PS,GRE,low,32.82,1061,neur.2.1,2.589
PS,GRE,low,32.82,1061,neur.2.2,2.468
PS,GRE,low,32.82,1061,neur.2.3,2.61
PS,GRE,low,32.82,1061,neur.3.1,1.976
PS,GRE,low,32.82,1061,neur.3.2,1.933
PS,GRE,low,32.82,1061,neur.3.3,1.651
