Study,Authors,Year (online),Year (print),Title,Journal,Pub year IF,2017 IF,Species,Climate (FishBase),Env cue/stimulus?,Cue/stimulus type,Behavioural metric,Life stage,|lnRR|,Raw RR,OA as Percent of Control,...18
a43,Pistevos et al,2015,2015,Ocean acidification and global warming impair shark hunting behaviour and growth,Sci Rep,5.228,4.122,Heterodontus portusjacksoni,Subtrop,Yes,Prey,Food consumption rate,Adult,0.1387,1.1488,87.049,NA
a43,Pistevos et al,2015,2015,Ocean acidification and global warming impair shark hunting behaviour and growth,Sci Rep,5.228,4.122,Heterodontus portusjacksoni,Subtrop,Yes,Prey,Search time to locate food,Adult,1.5964,4.9352,20.262,NA
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,Lates calcarifer,Trop,Yes,Auditory,"% time close to speaker, 13-15 days",Larvae,0.0121,1.0122,98.797,NA
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,Lates calcarifer,Trop,Yes,Auditory,"% time close to speaker, 16-18days",Larvae,0.612,1.8441,54.227,NA
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,Lates calcarifer,Trop,Yes,Auditory,"% time close to speaker, 19-21 days",Larvae,0.0684,1.0708,93.389,NA
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,Lates calcarifer,Trop,Yes,Auditory,"% time close to speaker, 22-24 days",Larvae,0.0397,1.0405,96.108,NA
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,Lates calcarifer,Trop,Yes,Auditory,"% time close to speaker, 25-28 days",Larvae,0.1116,1.1181,89.44,NA
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,Lates calcarifer,Trop,Yes,Auditory,"Swimming velocity, 13-15 days",Larvae,0.2504,1.2845,77.849,NA
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,Lates calcarifer,Trop,Yes,Auditory,"Swimming velocity, 16-18days",Larvae,0.2498,1.2838,77.896,NA
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,Lates calcarifer,Trop,Yes,Auditory,"Swimming velocity, 19-21 days",Larvae,0.0945,1.0991,90.983,NA
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,Lates calcarifer,Trop,Yes,Auditory,"Swimming velocity, 22-24 days",Larvae,0.1825,1.2002,83.318,NA
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,Lates calcarifer,Trop,Yes,Auditory,"Swimming velocity, 25-28 days",Larvae,0.0402,1.041,96.06,NA
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,Lates calcarifer,Trop,Yes,Shelter,% time in shelter,Larvae,0.2586,1.2951,77.213,NA
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,Lates calcarifer,Trop,Yes,Shelter,Time to emergence,Larvae,1.2548,3.5071,28.513,NA
a45,Duteil et al,2016,2016,European sea bass show behavioural resilience to near-future ocean acidification,R Soc Open Sci,2.243,2.504,Dicentrarchus labrax,Subtrop,Yes,Shelter,Boldness,Adult,0.1481,1.1596,86.234,NA
a46,Heuer et al,2016,2016,Altered brain ion gradients following compensation for elevated CO2 are linked to behavioural alterations in a coral reef fish,Sci Rep,4.259,4.122,Acanthochromis polyacanthus,Trop,Yes,Predator,% time in CAC,Adult,1.2462,3.4771,28.76,NA
a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification,Mar Biol,2.136,2.215,Atherina presbyter,Subtrop,Yes,Kin,"Swimming speed, 7 days",Larvae,0.288,1.3338,74.976,NA
a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification,Mar Biol,2.136,2.215,Atherina presbyter,Subtrop,Yes,Kin,"Swimming speed, 21 days",Larvae,0.0263,1.0266,97.404,NA
a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification,Mar Biol,2.136,2.215,Atherina presbyter,Subtrop,Yes,Kin,"Nearest neighbour distance, 7 days",Larvae,0.3175,1.3737,72.797,NA
a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification,Mar Biol,2.136,2.215,Atherina presbyter,Subtrop,Yes,Kin,"Nearest neighbour distance, 21 days",Larvae,0.0823,1.0858,92.1,NA
a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification,Mar Biol,2.136,2.215,Atherina presbyter,Subtrop,Yes,Kin,"Clark-Evans Index, 7 days",Larvae,0.34,1.4049,71.177,NA
a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification,Mar Biol,2.136,2.215,Atherina presbyter,Subtrop,Yes,Kin,"Clark-Evans Index, 21 days",Larvae,0.0526,1.054,94.876,NA
a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification,Mar Biol,2.136,2.215,Atherina presbyter,Subtrop,No,null,"Absolute lateralization, 7 days, Fig 4",Larvae,0.6034,1.8283,54.695,NA
a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification,Mar Biol,2.136,2.215,Atherina presbyter,Subtrop,No,null,"Absolute lateralization, 21 days, Fig 4",Larvae,0.3747,1.4546,68.75,NA
a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification,Mar Biol,2.136,2.215,Atherina presbyter,Subtrop,No,null,"Absolute lateralization, Run 1, sham, Fig 5",Larvae,0.2573,1.2934,77.314,NA
a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification,Mar Biol,2.136,2.215,Atherina presbyter,Subtrop,No,null,"Absolute lateralization, Run 2, sham, Fig 5",Larvae,0.4968,1.6435,60.847,NA
a48,Milazzo et al,2016,2016,Ocean acidification affects fish spawning but not paternity at CO2 seeps,Proc R Soc B,4.94,4.847,Symphodus ocellatus,Subtrop,Yes,Mate,Time spent courting,Adult,0.2893,1.3355,74.879,NA
a48,Milazzo et al,2016,2016,Ocean acidification affects fish spawning but not paternity at CO2 seeps,Proc R Soc B,4.94,4.847,Symphodus ocellatus,Subtrop,Yes,Mate,Number of chasing events per min,Adult,0.2742,1.3155,76.018,NA
a49,Munday et al,2016,2016,Effects of elevated CO2 on predator avoidance behaviour by reef fishes is not altered by experimental test water,PeerJ,2.177,2.118,Amphiprion percula,Trop,Yes,Predator,% time in predator cue,Larvae,2.1916,8.9495,11.174,NA
a49,Munday et al,2016,2016,Effects of elevated CO2 on predator avoidance behaviour by reef fishes is not altered by experimental test water,PeerJ,2.177,2.118,Pomacentrus amboinensis,Trop,Yes,Predator,Escape latency,Larvae,0.5232,1.6874,59.262,NA
a49,Munday et al,2016,2016,Effects of elevated CO2 on predator avoidance behaviour by reef fishes is not altered by experimental test water,PeerJ,2.177,2.118,Pomacentrus amboinensis,Trop,Yes,Predator,Escape speed,Larvae,0.1349,1.1444,87.38,NA
a49,Munday et al,2016,2016,Effects of elevated CO2 on predator avoidance behaviour by reef fishes is not altered by experimental test water,PeerJ,2.177,2.118,Pomacentrus amboinensis,Trop,Yes,Predator,Escape distance,Larvae,0.1054,1.1112,89.996,NA
a49,Munday et al,2016,2016,Effects of elevated CO2 on predator avoidance behaviour by reef fishes is not altered by experimental test water,PeerJ,2.177,2.118,Pomacentrus amboinensis,Trop,Yes,Predator,Maximum speed,Larvae,0.1397,1.1499,86.962,NA
a50,Munday et al,2015,2016,"Effects of elevated CO2 on early life history development of the yellowtail kingfish, Seriola lalandi, a large pelagic fish",ICES J Mar Sci,2.626,2.906,Seriola lalandi,Subtrop,No,null,"Number of line crosses, 880 uatm",Larvae,0.2231,1.2499,80.003,NA
a50,Munday et al,2015,2016,"Effects of elevated CO2 on early life history development of the yellowtail kingfish, Seriola lalandi, a large pelagic fish",ICES J Mar Sci,2.626,2.906,Seriola lalandi,Subtrop,No,null,"Number of line crosses, 1700 uatm",Larvae,0.1484,1.16,86.209,NA
a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish,Conserv Physiol,2.323,3.46,Chromis viridis,Subtrop,Yes,Kin,"Prop time spent w/ shoal, 750 uatm, familiar",Not provided,0.2974,1.3464,74.275,NA
a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish,Conserv Physiol,2.323,3.46,Chromis viridis,Subtrop,Yes,Kin,"Prop time spent w/ shoal, 1000 uatm, familiar",Not provided,0.2104,1.2342,81.026,NA
a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish,Conserv Physiol,2.323,3.46,Chromis viridis,Subtrop,Yes,Kin,"Prop time spent w/ shoal, 750 uatm, unfamiliar",Not provided,0.3538,1.4245,70.202,NA
a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish,Conserv Physiol,2.323,3.46,Chromis viridis,Subtrop,Yes,Kin,"Prop time spent w/ shoal, 1000 uatm, unfamiliar",Not provided,0.2743,1.3156,76.01,NA
a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish,Conserv Physiol,2.323,3.46,Chromis viridis,Subtrop,Yes,Kin,"Activity (shoal visits), 700 uatm",Not provided,0.0192,1.0194,98.098,NA
a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish,Conserv Physiol,2.323,3.46,Chromis viridis,Subtrop,Yes,Kin,"Activity (shoal visits), 1000 uatm",Not provided,0.0808,1.0842,92.238,NA
a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish,Conserv Physiol,2.323,3.46,Chromis viridis,Subtrop,Yes,Kin,"Activity (turns per min), alone, 750 uatm",Not provided,0.8034,2.2331,44.78,NA
a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish,Conserv Physiol,2.323,3.46,Chromis viridis,Subtrop,Yes,Kin,"Activity (turns per min), alone, 1000 uatm",Not provided,0.753,2.1234,47.095,NA
a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish,Conserv Physiol,2.323,3.46,Chromis viridis,Subtrop,Yes,Kin,"Activity (turns per min), group, 750 uatm",Not provided,0.0547,1.0562,94.677,NA
a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish,Conserv Physiol,2.323,3.46,Chromis viridis,Subtrop,Yes,Kin,"Activity (turns per min), group, 1000 uatm",Not provided,0.233,1.2624,79.215,NA
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification,Nat Clim Change,17.184,19.181,Gobius bucchichi,Subtrop,Yes,Mimicked threat,"Escape speed, bare",Not provided,0.0678,1.0702,93.445,NA
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification,Nat Clim Change,17.184,19.181,Gobius bucchichi,Subtrop,Yes,Mimicked threat,"Escape speed, turf algae",Not provided,0.2031,1.2252,81.62,NA
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification,Nat Clim Change,17.184,19.181,Gobius bucchichi,Subtrop,Yes,Mimicked threat,"Jump distance, bare",Not provided,0.123,1.1309,88.426,NA
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification,Nat Clim Change,17.184,19.181,Gobius bucchichi,Subtrop,Yes,Mimicked threat,"Jump distance, turf algae",Not provided,0.1033,1.1088,90.186,NA
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification,Nat Clim Change,17.184,19.181,Gobius bucchichi,Subtrop,Yes,Mimicked threat,"Startle distance, bare",Not provided,0.7482,2.1132,47.322,NA
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification,Nat Clim Change,17.184,19.181,Gobius bucchichi,Subtrop,Yes,Mimicked threat,"Startle distance, turf algae",Not provided,0.7829,2.1878,45.708,NA
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification,Nat Clim Change,17.184,19.181,Forsterygion lapillum,Temp,Yes,Mimicked threat,"Escape speed, bare",Not provided,0.2735,1.3146,76.071,NA
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification,Nat Clim Change,17.184,19.181,Forsterygion lapillum,Temp,Yes,Mimicked threat,"Escape speed, turf algae/rock",Not provided,0.5178,1.6783,59.583,NA
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification,Nat Clim Change,17.184,19.181,Forsterygion lapillum,Temp,Yes,Mimicked threat,"Jump distance, bare",Not provided,0.0112,1.0113,98.886,NA
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification,Nat Clim Change,17.184,19.181,Forsterygion lapillum,Temp,Yes,Mimicked threat,"Jump distance, turf algae/rock",Not provided,0.1777,1.1945,83.719,NA
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification,Nat Clim Change,17.184,19.181,Forsterygion lapillum,Temp,Yes,Mimicked threat,"Startle distance, bare",Not provided,0.4889,1.6305,61.33,NA
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification,Nat Clim Change,17.184,19.181,Forsterygion lapillum,Temp,Yes,Mimicked threat,"Startle distance, turf algae/rock",Not provided,0.1276,1.1361,88.021,NA
a53,Nasuchon et al,2016,2016,Escape responses of the Japanese anchovy Engraulis japonicus under elevated temperature and CO2 conditions,Fish Sci,0.839,0.794,Engraulis japonicus,Temp,Yes,Mimicked threat,Response latency,Adult,0.1473,1.1587,86.304,NA
a53,Nasuchon et al,2016,2016,Escape responses of the Japanese anchovy Engraulis japonicus under elevated temperature and CO2 conditions,Fish Sci,0.839,0.794,Engraulis japonicus,Temp,Yes,Mimicked threat,s1 duration,Adult,0.1153,1.1222,89.11,NA
a53,Nasuchon et al,2016,2016,Escape responses of the Japanese anchovy Engraulis japonicus under elevated temperature and CO2 conditions,Fish Sci,0.839,0.794,Engraulis japonicus,Temp,Yes,Mimicked threat,s2 duration,Adult,0.0139,1.014,98.62,NA
a53,Nasuchon et al,2016,2016,Escape responses of the Japanese anchovy Engraulis japonicus under elevated temperature and CO2 conditions,Fish Sci,0.839,0.794,Engraulis japonicus,Temp,Yes,Mimicked threat,Turning rate,Adult,0.2298,1.2583,79.469,NA
a53,Nasuchon et al,2016,2016,Escape responses of the Japanese anchovy Engraulis japonicus under elevated temperature and CO2 conditions,Fish Sci,0.839,0.794,Engraulis japonicus,Temp,Yes,Mimicked threat,Cumulative distance (D),Adult,0.0619,1.0639,93.998,NA
a53,Nasuchon et al,2016,2016,Escape responses of the Japanese anchovy Engraulis japonicus under elevated temperature and CO2 conditions,Fish Sci,0.839,0.794,Engraulis japonicus,Temp,Yes,Mimicked threat,Maximum velocity (Vmax),Adult,0.0932,1.0977,91.101,NA
a53,Nasuchon et al,2016,2016,Escape responses of the Japanese anchovy Engraulis japonicus under elevated temperature and CO2 conditions,Fish Sci,0.839,0.794,Engraulis japonicus,Temp,Yes,Mimicked threat,Maximum acceleration (Amax),Adult,0.4229,1.5264,65.514,NA
a54,Pimentel et al,2016,2016,"Foraging behaviour, swimming performance and malformations of early stages of commercially important fishes under ocean acidification and warming",Clim Change,3.496,3.537,Sparus aurata,Subtrop,Yes,Food,Time swimming,Larvae,0.3787,1.4604,68.475,NA
a54,Pimentel et al,2016,2016,"Foraging behaviour, swimming performance and malformations of early stages of commercially important fishes under ocean acidification and warming",Clim Change,3.496,3.537,Argyrosomus regius,Subtrop,Yes,Food,Time swimming,Larvae,0.2756,1.3173,75.912,NA
a54,Pimentel et al,2016,2016,"Foraging behaviour, swimming performance and malformations of early stages of commercially important fishes under ocean acidification and warming",Clim Change,3.496,3.537,Sparus aurata,Subtrop,Yes,Food,Attack %,Larvae,1.224,3.4008,29.405,NA
a54,Pimentel et al,2016,2016,"Foraging behaviour, swimming performance and malformations of early stages of commercially important fishes under ocean acidification and warming",Clim Change,3.496,3.537,Argyrosomus regius,Subtrop,Yes,Food,Attack %,Larvae,0.1865,1.205,82.986,NA
a54,Pimentel et al,2016,2016,"Foraging behaviour, swimming performance and malformations of early stages of commercially important fishes under ocean acidification and warming",Clim Change,3.496,3.537,Sparus aurata,Subtrop,Yes,Food,Capture %,Larvae,1.4429,4.233,23.624,NA
a54,Pimentel et al,2016,2016,"Foraging behaviour, swimming performance and malformations of early stages of commercially important fishes under ocean acidification and warming",Clim Change,3.496,3.537,Argyrosomus regius,Subtrop,Yes,Food,Capture %,Larvae,0.8237,2.2789,43.881,NA
a54,Pimentel et al,2016,2016,"Foraging behaviour, swimming performance and malformations of early stages of commercially important fishes under ocean acidification and warming",Clim Change,3.496,3.537,Sparus aurata,Subtrop,Yes,Food,Spin %,Larvae,0,1,100,NA
a54,Pimentel et al,2016,2016,"Foraging behaviour, swimming performance and malformations of early stages of commercially important fishes under ocean acidification and warming",Clim Change,3.496,3.537,Argyrosomus regius,Subtrop,Yes,Food,Spin %,Larvae,0,1,100,NA
a55,Rossi et al,2016,2016,Lost at sea: ocean acidification undermines larval fish orientation via altered hearing and marine soundscape modification,Biol Lett,3.089,3.345,Argyrosomus japonicus,Trop,Yes,Auditory,"% time in loud chamber sections, ctrl soundscape",Larvae,0.5521,1.7369,57.574,NA
a55,Rossi et al,2016,2016,Lost at sea: ocean acidification undermines larval fish orientation via altered hearing and marine soundscape modification,Biol Lett,3.089,3.345,Argyrosomus japonicus,Trop,Yes,Auditory,"% time in loud chamber sections, high co2 soundscapoe",Larvae,0.1345,1.144,87.415,NA
a55,Rossi et al,2016,2016,Lost at sea: ocean acidification undermines larval fish orientation via altered hearing and marine soundscape modification,Biol Lett,3.089,3.345,Argyrosomus japonicus,Trop,Yes,Auditory,"% time in loud chamber sections, ctrl-ctrl vs co2-co2",Larvae,0.3904,1.4776,67.679,NA
a56,Sampaio et al,2016,2016,"Habitat selection disruption and lateralization impairment of cryptic flatfish in a warm, acid, and contaminated ocean",Mar Biol,2.136,2.215,Solea senegalensis,Trop,No,null,Absolute lateralization,Juvenile,0.1693,1.1845,84.426,NA
a56,Sampaio et al,2016,2016,"Habitat selection disruption and lateralization impairment of cryptic flatfish in a warm, acid, and contaminated ocean",Mar Biol,2.136,2.215,Solea senegalensis,Trop,Yes,Habitat,Time in simple habitat,Juvenile,0.2845,1.3291,75.239,NA
a57,Silva et al,2016,2016,"Effects of ocean acidification on the swimming ability, development and biochemical responses of sand smelt larvae",Sci Tot Environ,4.9,4.61,Atherina presbyter,Subtrop,No,null,Swim speed,Larvae,0.0611,1.063,94.073,NA
a57,Silva et al,2016,2016,"Effects of ocean acidification on the swimming ability, development and biochemical responses of sand smelt larvae",Sci Tot Environ,4.9,4.61,Atherina presbyter,Subtrop,No,null,Swim speed,Larvae,0.0136,1.0137,98.649,NA
a58,Sundin & Jutfelt,2015,2016,9–28 d of exposure to elevated pCO2 reduces avoidance of predator odour but had no effect on behavioural lateralization or swimming activity in a temperate wrasse (Ctenolabrus rupestris),ICES J Mar Sci,2.626,2.906,Ctenolabrus rupestris,Temp,No,null,"Absolute lateralization, 9 days acclimation water",Juvenile,0.2666,1.3055,76.598,NA
a58,Sundin & Jutfelt,2015,2016,9–28 d of exposure to elevated pCO2 reduces avoidance of predator odour but had no effect on behavioural lateralization or swimming activity in a temperate wrasse (Ctenolabrus rupestris),ICES J Mar Sci,2.626,2.906,Ctenolabrus rupestris,Temp,No,null,"Absolute lateralization, 19 days, acclimation water",Juvenile,0.585,1.795,55.711,NA
a58,Sundin & Jutfelt,2015,2016,9–28 d of exposure to elevated pCO2 reduces avoidance of predator odour but had no effect on behavioural lateralization or swimming activity in a temperate wrasse (Ctenolabrus rupestris),ICES J Mar Sci,2.626,2.906,Ctenolabrus rupestris,Temp,No,null,"Absolute lateralization, 21 days, control water",Juvenile,0.1241,1.1321,88.329,NA
a58,Sundin & Jutfelt,2015,2016,9–28 d of exposure to elevated pCO2 reduces avoidance of predator odour but had no effect on behavioural lateralization or swimming activity in a temperate wrasse (Ctenolabrus rupestris),ICES J Mar Sci,2.626,2.906,Ctenolabrus rupestris,Temp,No,null,Prop time swimming,Juvenile,0.0158,1.0159,98.432,NA
a58,Sundin & Jutfelt,2015,2016,9–28 d of exposure to elevated pCO2 reduces avoidance of predator odour but had no effect on behavioural lateralization or swimming activity in a temperate wrasse (Ctenolabrus rupestris),ICES J Mar Sci,2.626,2.906,Ctenolabrus rupestris,Temp,No,null,Swimming distance,Juvenile,0.2482,1.2817,78.02,NA
a58,Sundin & Jutfelt,2015,2016,9–28 d of exposure to elevated pCO2 reduces avoidance of predator odour but had no effect on behavioural lateralization or swimming activity in a temperate wrasse (Ctenolabrus rupestris),ICES J Mar Sci,2.626,2.906,Ctenolabrus rupestris,Temp,Yes,Prey,% time in prey cue,Juvenile,0.1788,1.1958,83.627,NA
a58,Sundin & Jutfelt,2015,2016,9–28 d of exposure to elevated pCO2 reduces avoidance of predator odour but had no effect on behavioural lateralization or swimming activity in a temperate wrasse (Ctenolabrus rupestris),ICES J Mar Sci,2.626,2.906,Ctenolabrus rupestris,Temp,Yes,Predator,% time in predator cue,Juvenile,0.0021,1.0021,99.79,NA
a59,Allan et al,2017,2017,Warming has a greater effect than elevated CO2 on predator–prey interactions in coral reef fish,Proc R Soc B,4.847,4.847,Pomacentrus wardi,Trop,Yes,Predator,Apparent looming threshold,Larvae,0.9158,2.4988,40.02,NA
a59,Allan et al,2017,2017,Warming has a greater effect than elevated CO2 on predator–prey interactions in coral reef fish,Proc R Soc B,4.847,4.847,Pomacentrus wardi,Trop,Yes,Predator,Escape distance,Larvae,0.0264,1.0268,97.395,NA
a59,Allan et al,2017,2017,Warming has a greater effect than elevated CO2 on predator–prey interactions in coral reef fish,Proc R Soc B,4.847,4.847,Pomacentrus wardi,Trop,Yes,Predator,Escape speed,Larvae,0.2286,1.2568,79.565,NA
a59,Allan et al,2017,2017,Warming has a greater effect than elevated CO2 on predator–prey interactions in coral reef fish,Proc R Soc B,4.847,4.847,Pomacentrus wardi,Trop,Yes,Predator,Reaction distance,Larvae,0.076,1.079,92.682,NA
a59,Allan et al,2017,2017,Warming has a greater effect than elevated CO2 on predator–prey interactions in coral reef fish,Proc R Soc B,4.847,4.847,Pseudochromis fuscus,Trop,Yes,Prey,Attack rate,Larvae,0.2965,1.3451,74.342,NA
a59,Allan et al,2017,2017,Warming has a greater effect than elevated CO2 on predator–prey interactions in coral reef fish,Proc R Soc B,4.847,4.847,Pseudochromis fuscus,Trop,Yes,Prey,Predation rate,Larvae,2.7175,15.1424,6.604,NA
a60,Castro et al,2017,2017,Painted Goby Larvae under High-CO2 Fail to Recognize Reef Sounds,PloS One,2.766,2.766,Pomatoschistus pictus,Temp,Yes,Auditory,"% time in reef recording, Fig 3",Larvae,1.0504,2.8588,34.98,NA
a60,Castro et al,2017,2017,Painted Goby Larvae under High-CO2 Fail to Recognize Reef Sounds,PloS One,2.766,2.766,Pomatoschistus pictus,Temp,Yes,Auditory,"% time in reef recording, Fig 4",Larvae,0.5452,1.725,57.973,NA
a60,Castro et al,2017,2017,Painted Goby Larvae under High-CO2 Fail to Recognize Reef Sounds,PloS One,2.766,2.766,Pomatoschistus pictus,Temp,Yes,Auditory,"% time in offshore recording, Fig 5",Larvae,0.0251,1.0254,97.521,NA
a61,Cattano et al,2017,2017,Ocean acidification does not impair predator recognition but increases juvenile growth in a temperate wrasse off CO2 seeps,Mar Env Res,3.159,3.159,Symphodus ocellatus,Subtrop,Yes,Predator,"% time in predator cue, Fig 3",Larvae,0.2405,1.2719,78.623,NA
a61,Cattano et al,2017,2017,Ocean acidification does not impair predator recognition but increases juvenile growth in a temperate wrasse off CO2 seeps,Mar Env Res,3.159,3.159,Symphodus ocellatus,Subtrop,Yes,Predator,"prop time in predator cue, Fig 4",Larvae,0.012,1.0121,98.807,NA
a62,Ferrari et al,2017,2017,Predation in High CO2 Waters: Prey Fish from High-Risk Environments are Less Susceptible to Ocean Acidification,Integr Comp Biol,2.751,2.751,Pomacentrus amboinensis,Trop,Yes,Prey,"Feeding strikes, low risk",Juvenile,0.2231,1.2499,80.003,NA
a62,Ferrari et al,2017,2017,Predation in High CO2 Waters: Prey Fish from High-Risk Environments are Less Susceptible to Ocean Acidification,Integr Comp Biol,2.751,2.751,Pomacentrus amboinensis,Trop,Yes,Prey+ Predator,"Feeding strikes, high risk",Juvenile,0.1448,1.1558,86.52,NA
a62,Ferrari et al,2017,2017,Predation in High CO2 Waters: Prey Fish from High-Risk Environments are Less Susceptible to Ocean Acidification,Integr Comp Biol,2.751,2.751,Pomacentrus amboinensis,Trop,Yes,Prey,"Distance ventured, low risk",Juvenile,0.2995,1.3492,74.119,NA
a62,Ferrari et al,2017,2017,Predation in High CO2 Waters: Prey Fish from High-Risk Environments are Less Susceptible to Ocean Acidification,Integr Comp Biol,2.751,2.751,Pomacentrus amboinensis,Trop,Yes,Prey+ Predator,"Distance ventured, high risk",Juvenile,0.2435,1.2757,78.388,NA
a62,Ferrari et al,2017,2017,Predation in High CO2 Waters: Prey Fish from High-Risk Environments are Less Susceptible to Ocean Acidification,Integr Comp Biol,2.751,2.751,Pomacentrus amboinensis,Trop,Yes,Prey,"Boldness, low risk",Juvenile,0.0683,1.0707,93.398,NA
a62,Ferrari et al,2017,2017,Predation in High CO2 Waters: Prey Fish from High-Risk Environments are Less Susceptible to Ocean Acidification,Integr Comp Biol,2.751,2.751,Pomacentrus amboinensis,Trop,Yes,Prey+ Predator,"Boldness, high risk",Juvenile,0.139,1.1491,87.023,NA
a63,Goldenberg et al,2017,2017,Boosted food web productivity through ocean acidification collapses under warming,Glob Change Biol,8.997,8.997,Favonigobius lateralis,Temp,Yes,Prey,"Food search activity, absence",Adult,0.3119,1.366,73.205,NA
a63,Goldenberg et al,2017,2017,Boosted food web productivity through ocean acidification collapses under warming,Glob Change Biol,8.997,8.997,Favonigobius lateralis,Temp,Yes,Prey,"Food search activity, presence",Adult,0.8651,2.3752,42.101,NA
a63,Goldenberg et al,2017,2017,Boosted food web productivity through ocean acidification collapses under warming,Glob Change Biol,8.997,8.997,Favonigobius lateralis,Temp,Yes,Prey,Predation rate,Adult,0.1122,1.1187,89.387,NA
a64,Jarrold et al,2017,2017,Diel CO2 cycles reduce severity of behavioural abnormalities in coral reef fish under ocean acidification,Sci Rep,4.122,4.122,Acanthochromis polyacanthus,Trop,No,null,"Absolute lateralization, Fig 1, 1000 uatm",Juvenile,0.6217,1.8621,53.703,NA
