"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","study_id","sample_id","author","pub_year","pub_type","ed_level1","ed_level2","country","perc_white","age","perc_female","ei_construct","ei_stream","ei_measure","subject","humanities","achievement_type","precision","abs_yi","source","repo","branch","repo_license"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Jaeger, Sample 2 NA",0.373822563651048,0.0246680524749146,"from_dataset",102,111,"Jaeger, Sample 2",2003,0,2,2,"USA",71,26.31,62,8,3,3.1,4,0,0,6.36696654958565,0.373822563651048,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Jaeger, Sample 2 NA",0.441757880534143,0.0215927827411645,"from_dataset",102,111,"Jaeger, Sample 2",2003,0,2,2,"USA",71,26.31,62,9,3,3.1,4,0,0,6.80527520069446,0.441757880534143,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Jaeger, Sample 2 NA",0.566291919870944,0.0153822259653335,"from_dataset",102,111,"Jaeger, Sample 2",2003,0,2,2,"USA",71,26.31,62,5,3,3.1,4,0,0,8.06288390494572,0.566291919870944,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Jaeger, Sample 2 NA",0.7044975164426,0.00845656052172692,"from_dataset",102,111,"Jaeger, Sample 2",2003,0,2,2,"USA",71,26.31,62,0,3,3.1,4,0,0,10.8743453001042,0.7044975164426,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Jaeger, Sample 2 NA",0.716627397841864,0.00788763020021836,"from_dataset",102,111,"Jaeger, Sample 2",2003,0,2,2,"USA",71,26.31,62,7,3,3.1,4,0,0,11.2596976655639,0.716627397841864,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Johnson NA",-0.0431073726709584,0.00905715419926768,"from_dataset",105,114,"Johnson",2008,1,2,2,"USA",45.9,34.12,66.7,2,1,1.1,0,0,0,10.5076142093476,0.0431073726709584,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Johnson NA",0.0106002975419609,0.00908886618191119,"from_dataset",105,114,"Johnson",2008,1,2,2,"USA",45.9,34.12,66.7,1,1,1.1,0,0,0,10.4892671219214,0.0106002975419609,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Johnson NA",0.0107200229868924,0.00908881977655157,"from_dataset",105,114,"Johnson",2008,1,2,2,"USA",45.9,34.12,66.7,4,1,1.1,0,0,0,10.4892938997431,0.0107200229868924,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Johnson NA",0.136306458001705,0.00875623904540618,"from_dataset",105,114,"Johnson",2008,1,2,2,"USA",45.9,34.12,66.7,3,1,1.1,0,0,0,10.6866403877214,0.136306458001705,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Jones NA",0.45059712599727,0.0171661836787868,"from_dataset",107,116,"Jones",2014,1,1,1,"USA",NA,17.5,73.68,0,1,1.1,0,0,0,7.63243514058379,0.45059712599727,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Jordan, McRorie & Ewing NA",-0.309896002338361,0.00961355010502216,"from_dataset",108,117,"Jordan, McRorie & Ewing",2010,0,1,1,"Ireland",NA,12,43,7,3,3.1,3,0,0,10.1990120036429,0.309896002338361,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Jordan, McRorie & Ewing NA",-0.304010042398402,0.00969056039878785,"from_dataset",108,117,"Jordan, McRorie & Ewing",2010,0,1,1,"Ireland",NA,12,43,7,3,3.1,0,0,0,10.1584057049152,0.304010042398402,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Jordan, McRorie & Ewing NA",-0.165317446489964,0.0111304377049012,"from_dataset",108,117,"Jordan, McRorie & Ewing",2010,0,1,1,"Ireland",NA,12,43,7,3,3.1,2,0,0,9.47859306076354,0.165317446489964,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Jordan, McRorie & Ewing NA",-0.106713798870504,0.0114982825064031,"from_dataset",108,117,"Jordan, McRorie & Ewing",2010,0,1,1,"Ireland",NA,12,43,5,3,3.1,3,0,0,9.32574449564325,0.106713798870504,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Jordan, McRorie & Ewing NA",-0.0848790645283912,0.0115957999175293,"from_dataset",108,117,"Jordan, McRorie & Ewing",2010,0,1,1,"Ireland",NA,12,43,5,3,3.1,1,0,0,9.28644826142962,0.0848790645283912,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Jordan, McRorie & Ewing NA",-0.0750665971917149,0.0116324913544665,"from_dataset",108,117,"Jordan, McRorie & Ewing",2010,0,1,1,"Ireland",NA,12,43,5,3,3.1,0,0,0,9.27179094375951,0.0750665971917149,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Jordan, McRorie & Ewing NA",-0.0217405679865918,0.0117535872800875,"from_dataset",108,117,"Jordan, McRorie & Ewing",2010,0,1,1,"Ireland",NA,12,43,5,3,3.1,2,0,0,9.22390415677417,0.0217405679865918,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Jordan, McRorie & Ewing NA",0.0319275919940275,0.0117407329041933,"from_dataset",108,117,"Jordan, McRorie & Ewing",2010,0,1,1,"Ireland",NA,12,43,0,3,3.1,3,0,0,9.22895218471509,0.0319275919940275,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Jordan, McRorie & Ewing NA",0.0689645655457434,0.0116530635057986,"from_dataset",108,117,"Jordan, McRorie & Ewing",2010,0,1,1,"Ireland",NA,12,43,0,3,3.1,0,0,0,9.26360318508866,0.0689645655457434,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Jordan, McRorie & Ewing NA",0.0860473466885999,0.0115911356427271,"from_dataset",108,117,"Jordan, McRorie & Ewing",2010,0,1,1,"Ireland",NA,12,43,6,3,3.1,1,0,0,9.288316507622,0.0860473466885999,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Jordan, McRorie & Ewing NA",0.0970629391705623,0.0115440744818282,"from_dataset",108,117,"Jordan, McRorie & Ewing",2010,0,1,1,"Ireland",NA,12,43,0,3,3.1,2,0,0,9.30722986307324,0.0970629391705623,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Jordan, McRorie & Ewing NA",0.185710894871245,0.0109672045435336,"from_dataset",108,117,"Jordan, McRorie & Ewing",2010,0,1,1,"Ireland",NA,12,43,6,3,3.1,2,0,0,9.5488710445989,0.185710894871245,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Jordan, McRorie & Ewing NA",0.274549607724457,0.0100579622512759,"from_dataset",108,117,"Jordan, McRorie & Ewing",2010,0,1,1,"Ireland",NA,12,43,6,3,3.1,0,0,0,9.97114425474354,0.274549607724457,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Jordan, McRorie & Ewing NA",0.289262320837609,0.00987830280684726,"from_dataset",108,117,"Jordan, McRorie & Ewing",2010,0,1,1,"Ireland",NA,12,43,7,3,3.1,1,0,0,10.0614096723498,0.289262320837609,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Jordan, McRorie & Ewing NA",0.302243211696554,0.00971344799623489,"from_dataset",108,117,"Jordan, McRorie & Ewing",2010,0,1,1,"Ireland",NA,12,43,6,3,3.1,3,0,0,10.146430625531,0.302243211696554,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Jordan, McRorie & Ewing NA",0.314282707618659,0.00955539985238283,"from_dataset",108,117,"Jordan, McRorie & Ewing",2010,0,1,1,"Ireland",NA,12,43,0,3,3.1,1,0,0,10.2299984388439,0.314282707618659,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Jordan, McRorie & Ewing NA",0.391129851354802,0.00844045344249937,"from_dataset",108,117,"Jordan, McRorie & Ewing",2010,0,1,1,"Ireland",NA,12,43,8,3,3.1,3,0,0,10.884716215584,0.391129851354802,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Jordan, McRorie & Ewing NA",0.412045396575979,0.00810897540127763,"from_dataset",108,117,"Jordan, McRorie & Ewing",2010,0,1,1,"Ireland",NA,12,43,8,3,3.1,2,0,0,11.1049602543893,0.412045396575979,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Jordan, McRorie & Ewing NA",0.427319025911867,0.00786047324959573,"from_dataset",108,117,"Jordan, McRorie & Ewing",2010,0,1,1,"Ireland",NA,12,43,8,3,3.1,0,0,0,11.2791313174568,0.427319025911867,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Jordan, McRorie & Ewing NA",0.630584227503863,0.00426872734954886,"from_dataset",108,117,"Jordan, McRorie & Ewing",2010,0,1,1,"Ireland",NA,12,43,8,3,3.1,1,0,0,15.3056152425499,0.630584227503863,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Kaliska NA",0.0510844519760918,0.0059213545693785,"from_dataset",110,119,"Kaliska",2015,0,1,1,"Slovak Republic",NA,17.5,NA,NA,3,3.2,1,0,0,12.9953944541235,0.0510844519760918,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Kaliska NA",0.153265361311766,0.00567601935044386,"from_dataset",110,119,"Kaliska",2015,0,1,1,"Slovak Republic",NA,17.5,NA,NA,3,3.2,1,0,0,13.2732742046486,0.153265361311766,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Kaliska NA",0.217145199806358,0.00540428118494468,"from_dataset",110,119,"Kaliska",2015,0,1,1,"Slovak Republic",NA,17.5,NA,NA,3,3.2,1,0,0,13.6028851516615,0.217145199806358,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Kaliska NA",0.217145199806358,0.00540428118494468,"from_dataset",110,119,"Kaliska",2015,0,1,1,"Slovak Republic",NA,17.5,NA,0,3,3.2,1,0,0,13.6028851516615,0.217145199806358,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Kaliska NA",0.229923372985196,0.00533967361720195,"from_dataset",110,119,"Kaliska",2015,0,1,1,"Slovak Republic",NA,17.5,NA,NA,3,3.2,2,0,0,13.6849320080723,0.229923372985196,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Kaliska NA",0.242702391007141,0.00527179067321066,"from_dataset",110,119,"Kaliska",2015,0,1,1,"Slovak Republic",NA,17.5,NA,NA,3,3.2,2,0,0,13.7727581488271,0.242702391007141,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Kaliska NA",0.281044984581771,0.00504920396572419,"from_dataset",110,119,"Kaliska",2015,0,1,1,"Slovak Republic",NA,17.5,NA,NA,3,3.2,2,0,0,14.0730601104195,0.281044984581771,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Kaliska NA",0.293827852511757,0.00496895288726865,"from_dataset",110,119,"Kaliska",2015,0,1,1,"Slovak Republic",NA,17.5,NA,NA,3,3.2,1,0,0,14.1862484144809,0.293827852511757,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Kaliska NA",0.33218312602854,0.00471121963959138,"from_dataset",110,119,"Kaliska",2015,0,1,1,"Slovak Republic",NA,17.5,NA,NA,3,3.2,2,0,0,14.569120124059,0.33218312602854,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Kaliska NA",0.370549394482749,0.00442999681300048,"from_dataset",110,119,"Kaliska",2015,0,1,1,"Slovak Republic",NA,17.5,NA,0,3,3.2,2,0,0,15.0244399798241,0.370549394482749,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Khajehpour NA",0.385515441581861,0.00242422820658269,"from_dataset",113,122,"Khajehpour",2011,3,1,1,"Iran",NA,16.5,50,0,2,2.2,0,0,0,20.3101555690215,0.385515441581861,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Killen NA",0.703708155629511,0.00566261826914552,"from_dataset",114,123,"Killen",2016,1,1,1,"USA",39.1304347826087,12.5,28,0,3,3.1,0,0,0,13.2889711051544,0.703708155629511,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Kracher NA",0.0165456978271056,0.00925419032140213,"from_dataset",115,125,"Kracher",2009,1,2,2,"USA",93.6,36.52,95.4,0,3,3.1,0,0,0,10.3951506230598,0.0165456978271056,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Kumar, Manjunath & Sowmya NA",0.342421944020248,0.00391579216452834,"from_dataset",116,126,"Kumar, Manjunath & Sowmya",2016,0,2,2,"India",NA,23.51,65.5,0,3,NA,0,1,1,15.9804933777763,0.342421944020248,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Kumar, Mehta & Maheshwari NA",0.0889896726971097,0.00219203650207322,"from_dataset",117,127,"Kumar, Mehta & Maheshwari",2013,0,1,1,"India",NA,15.2,0,0,3,NA,0,1,1,21.3587636062613,0.0889896726971097,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Kvapil NA",-0.178991972386092,0.00397012792021912,"from_dataset",118,128,"Kvapil",2007,1,1,1,"USA",19.8,14,44.7,1,1,1.1,0,0,0,15.8707609371945,0.178991972386092,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Kvapil NA",-0.109160931724262,0.00413690582891626,"from_dataset",118,128,"Kvapil",2007,1,1,1,"USA",19.8,14,44.7,1,1,1.1,1,0,0,15.5475578904757,0.109160931724262,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Kvapil NA",-0.0425602332834378,0.00422195141593017,"from_dataset",118,128,"Kvapil",2007,1,1,1,"USA",19.8,14,44.7,1,1,1.1,2,0,0,15.3901688390732,0.0425602332834378,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Kvapil NA",-0.0262014536988738,0.00423147219895166,"from_dataset",118,128,"Kvapil",2007,1,1,1,"USA",19.8,14,44.7,1,1,1.1,2,1,1,15.372845202639,0.0262014536988738,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Kvapil NA",0.0574977136210288,0.00420931760765774,"from_dataset",118,128,"Kvapil",2007,1,1,1,"USA",19.8,14,44.7,1,1,1.1,1,1,1,15.4132474926801,0.0574977136210288,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Kvapil NA",0.318819147631404,0.00341966330570654,"from_dataset",118,128,"Kvapil",2007,1,1,1,"USA",19.8,14,44.7,2,1,1.1,2,0,0,17.1004809815474,0.318819147631404,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Kvapil NA",0.21725638254953,0.00384672542448602,"from_dataset",118,128,"Kvapil",2007,1,1,1,"USA",19.8,14,44.7,0,1,1.1,2,0,0,16.1233174950443,0.21725638254953,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Kvapil NA",0.667155754011455,0.00130473542901484,"from_dataset",118,128,"Kvapil",2007,1,1,1,"USA",19.8,14,44.7,4,1,1.1,2,0,0,27.6846331014111,0.667155754011455,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Kvapil NA",0.631312433415992,0.00153277805338726,"from_dataset",118,128,"Kvapil",2007,1,1,1,"USA",19.8,14,44.7,4,1,1.1,2,1,1,25.5423212781152,0.631312433415992,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Kvapil NA",0.646275429379147,0.00143688974741004,"from_dataset",118,128,"Kvapil",2007,1,1,1,"USA",19.8,14,44.7,4,1,1.1,0,0,0,26.3808191696345,0.646275429379147,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Kvapil NA",0.5119312724735,0.00230735309695852,"from_dataset",118,128,"Kvapil",2007,1,1,1,"USA",19.8,14,44.7,3,1,1.1,2,0,0,20.8181900974915,0.5119312724735,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Kvapil NA",0.557903444652552,0.00201003367909679,"from_dataset",118,128,"Kvapil",2007,1,1,1,"USA",19.8,14,44.7,2,1,1.1,0,0,0,22.3047999710122,0.557903444652552,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Kvapil NA",0.603975507591067,0.00170973008530221,"from_dataset",118,128,"Kvapil",2007,1,1,1,"USA",19.8,14,44.7,2,1,1.1,2,1,1,24.1844504411656,0.603975507591067,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Kvapil NA",0.647947728697913,0.00142622867045053,"from_dataset",118,128,"Kvapil",2007,1,1,1,"USA",19.8,14,44.7,2,1,1.1,1,0,0,26.4792340737499,0.647947728697913,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Kvapil NA",0.295439464820225,0.00352987129340594,"from_dataset",118,128,"Kvapil",2007,1,1,1,"USA",19.8,14,44.7,0,1,1.1,0,0,0,16.8314125430074,0.295439464820225,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Kvapil NA",0.323881063719498,0.0033949402604316,"from_dataset",118,128,"Kvapil",2007,1,1,1,"USA",19.8,14,44.7,0,1,1.1,2,1,1,17.1626336301169,0.323881063719498,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Kvapil NA",0.370961107169168,0.00315132549087101,"from_dataset",118,128,"Kvapil",2007,1,1,1,"USA",19.8,14,44.7,0,1,1.1,1,0,0,17.8136686081729,0.370961107169168,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Kvapil NA",0.697519626105464,0.00111715133199546,"from_dataset",118,128,"Kvapil",2007,1,1,1,"USA",19.8,14,44.7,2,1,1.1,1,1,1,29.9187879819737,0.697519626105464,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Kvapil NA",0.683906775618667,0.00120047870089848,"from_dataset",118,128,"Kvapil",2007,1,1,1,"USA",19.8,14,44.7,3,1,1.1,2,1,1,28.8617573046677,0.683906775618667,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Kvapil NA",0.716094717242539,0.00100581348345404,"from_dataset",118,128,"Kvapil",2007,1,1,1,"USA",19.8,14,44.7,3,1,1.1,1,1,1,31.5312562038927,0.716094717242539,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Kvapil NA",0.401547384755103,0.00298100775698052,"from_dataset",118,128,"Kvapil",2007,1,1,1,"USA",19.8,14,44.7,0,1,1.1,1,1,1,18.3154859921124,0.401547384755103,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Kvapil NA",0.703403068352362,0.00108157379194119,"from_dataset",118,128,"Kvapil",2007,1,1,1,"USA",19.8,14,44.7,3,1,1.1,0,0,0,30.4068843573148,0.703403068352362,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Lanciano & Curci NA",0.466370732157547,0.00695799604994488,"from_dataset",121,131,"Lanciano & Curci",2014,0,2,2,"Italy",NA,19.21,61.8,3,1,1.1,0,0,0,11.9883085214047,0.466370732157547,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Lanciano & Curci NA",0.535283021806742,0.00578457293531871,"from_dataset",121,131,"Lanciano & Curci",2014,0,2,2,"Italy",NA,19.21,61.8,2,1,1.1,0,0,0,13.14814089617,0.535283021806742,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Lanciano & Curci NA",0.686276951037995,0.00318029927207862,"from_dataset",121,131,"Lanciano & Curci",2014,0,2,2,"Italy",NA,19.21,61.8,4,1,1.1,0,0,0,17.7323381714026,0.686276951037995,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Lasser NA",0.150354928414911,0.015163457929677,"from_dataset",122,132,"Lasser",1997,1,2,2,"USA",NA,21.33267,75,0,3,NA,0,0,0,8.12083851776225,0.150354928414911,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Lawrence & Deepa NA",0.182355530958953,0.0023423526780903,"from_dataset",123,133,"Lawrence & Deepa",2013,0,1,1,"India",NA,15.74664,44.25,0,3,3.2,0,1,1,20.662071365275,0.182355530958953,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Leddy, Moineau, Puddester & Wood, Cohort 1 NA",-0.0622987115193443,0.00298871326581904,"from_dataset",124,134,"Leddy, Moineau, Puddester & Wood, Cohort 1",2011,0,2,2,"USA",NA,26.31,58,0,1,1.1,0,0,0,18.2918602358728,0.0622987115193443,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Leddy, Moineau, Puddester & Wood, Cohort 2 NA",-0.199835142127205,0.00283608173233611,"from_dataset",124,135,"Leddy, Moineau, Puddester & Wood, Cohort 2",2011,0,2,2,"USA",NA,26.31,57,0,1,1.1,0,0,0,18.7776235750301,0.199835142127205,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Lewis NA",0.0948003908441077,0.0178564825456642,"from_dataset",125,136,"Lewis",2004,1,2,2,"USA",NA,25.68,82,0,1,1.1,0,0,0,7.48345313430708,0.0948003908441077,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Lewis NA",-0.125911760545694,0.00756674843110592,"from_dataset",125,137,"Lewis",2004,1,2,2,"USA",0,21.58,72.1,0,2,2.2,0,0,0,11.4959628668005,0.125911760545694,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Libbrecht, Lievens, Carette, & Côté NA",0.10510107751571,0.00267221187527534,"from_dataset",126,138,"Libbrecht, Lievens, Carette, & Côté",2014,0,2,2,"Europe",NA,20,61,3,1,1.4,0,0,0,19.3448138585415,0.10510107751571,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Libbrecht, Lievens, Carette, & Côté NA",0.127414447771801,0.00264424774341219,"from_dataset",126,138,"Libbrecht, Lievens, Carette, & Côté",2014,0,2,2,"Europe",NA,20,61,NA,1,NA,0,0,0,19.4468349744817,0.127414447771801,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Libbrecht, Lievens, Carette, & Côté NA",0.140693375965909,0.00262514364792,"from_dataset",126,138,"Libbrecht, Lievens, Carette, & Côté",2014,0,2,2,"Europe",NA,20,61,4,1,1.5,0,0,0,19.5174674389237,0.140693375965909,"CRAN",NA,NA,"CRAN"
