article,experiment,sample,id,pairing,yi,vi,ni,stimuli,condition,gen_difficulty,manip_type,present_style,word_status,memory_test,memory_type,gen_constraint,learning_type,stimuli_relation,gen_mode,gen_task,attention,pacing,filler_task,age_grp,retention_delay
308,1,1,766,443,0.704,0.0013579724313759949,28,10,generate,NA,within,NA,non-words,recognition,item,medium,NA,NA,writing/typing,letter transposition,full,timed,yes,younger,immediate
308,1,1,767,443,0.707,0.0013472958652008522,28,10,read,NA,within,NA,non-words,recognition,item,NA,NA,NA,writing/typing,letter transposition,full,timed,yes,younger,immediate
308,2,1,768,444,0.071,2.249816725130897e-4,9,10,generate,NA,within,NA,non-words,free recall,item,medium,NA,NA,verbal/speaking,letter transposition,full,timed,yes,younger,immediate
308,2,1,769,444,0.136,3.9500781816296225e-4,9,10,read,NA,within,NA,non-words,free recall,item,NA,NA,NA,verbal/speaking,letter transposition,full,timed,yes,younger,immediate
308,2,1,770,445,0.656,0.0020575551754772018,9,10,generate,NA,within,NA,non-words,recognition,item,medium,NA,NA,verbal/speaking,letter transposition,full,timed,yes,younger,immediate
308,2,1,771,445,0.778,0.0014538481761147608,9,10,read,NA,within,NA,non-words,recognition,item,NA,NA,NA,verbal/speaking,letter transposition,full,timed,yes,younger,immediate
344,1,1,772,446,0.85,5.202271725838161e-4,32,22,generate,NA,within,mixed,words,recognition,item,high,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
344,1,1,773,446,0.64,0.001056131181863904,32,22,read,NA,within,mixed,words,recognition,item,NA,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
344,1,1,774,447,0.58,0.0011107184250472102,32,22,generate,NA,within,mixed,words,recognition,font color,high,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
344,1,1,775,447,0.66,0.0010230718535407318,32,22,read,NA,within,mixed,words,recognition,font color,NA,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
344,2,1,776,448,0.81,6.345468807397359e-4,32,22,generate,NA,within,mixed,words,recognition,item,high,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
344,2,1,777,448,0.51,0.0010816231776431822,32,22,read,NA,within,mixed,words,recognition,item,NA,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
344,2,1,778,449,0.64,0.001056131181863904,32,22,generate,NA,within,mixed,words,recognition,location,high,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
344,2,1,779,449,0.62,0.001082110010374081,32,22,read,NA,within,mixed,words,recognition,location,NA,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
344,3,1,780,450,0.84,5.770552450084088e-4,24,44,generate,NA,between,mixed,words,recognition,item,high,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
344,3,2,781,450,0.77,7.905631207790839e-4,24,44,read,NA,between,mixed,words,recognition,item,NA,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
344,3,1,782,451,0.59,0.0011647360718102233,24,44,generate,NA,between,mixed,words,recognition,font color,high,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
344,3,2,783,451,0.69,0.0010123118736125533,24,44,read,NA,between,mixed,words,recognition,font color,NA,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
344,4,1,784,452,0.81,6.345468807397359e-4,32,22,generate,NA,between,mixed,words,recognition,item,high,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
344,4,2,785,452,0.74,8.357520132019245e-4,32,22,read,NA,between,mixed,words,recognition,item,NA,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
344,4,1,786,453,0.66,0.0010230718535407318,32,22,generate,NA,between,mixed,words,recognition,location,high,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
344,4,2,787,453,0.65,0.001040445349351506,32,22,read,NA,between,mixed,words,recognition,location,NA,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
344,5,1,788,454,0.76,7.797848752689145e-4,32,22,generate,NA,within,mixed,words,recognition,item,high,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
344,5,1,789,454,0.6,0.0011004410559560572,32,22,read,NA,within,mixed,words,recognition,item,NA,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
344,5,1,790,455,0.61,0.00109226086182065,32,22,generate,NA,within,mixed,words,recognition,font color,high,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
344,5,1,791,455,0.68,9.836401084044072e-4,32,22,read,NA,within,mixed,words,recognition,font color,NA,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
344,6,1,792,456,0.83,4.939334515576913e-4,40,22,generate,NA,within,mixed,words,recognition,item,high,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
344,6,1,793,456,0.61,9.354861222661628e-4,40,22,read,NA,within,mixed,words,recognition,item,NA,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
344,6,1,794,457,0.63,9.164586809595162e-4,40,22,generate,NA,within,mixed,words,recognition,background color,high,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
344,6,1,795,457,0.61,9.354861222661628e-4,40,22,read,NA,within,mixed,words,recognition,background color,NA,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
344,7,1,796,458,0.77,7.511067729250877e-4,32,22,generate,NA,within,mixed,words,recognition,cue word,high,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
344,7,1,797,458,0.64,0.001056131181863904,32,22,read,NA,within,mixed,words,recognition,cue word,NA,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
344,7,1,798,459,0.62,0.001082110010374081,32,22,generate,NA,within,mixed,words,recognition,font color,high,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
344,7,1,799,459,0.63,0.001070044680366783,32,22,read,NA,within,mixed,words,recognition,font color,NA,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
344,8,1,800,460,0.84,4.0950534783161806e-4,48,22,generate,NA,within,mixed,words,recognition,cue word,high,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
344,8,1,801,460,0.52,8.155367439298722e-4,48,22,read,NA,within,mixed,words,recognition,cue word,NA,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
344,8,1,802,461,0.53,8.217117143751732e-4,48,22,generate,NA,within,mixed,words,recognition,font color,high,incidental,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
344,8,1,803,461,0.56,8.311129436139328e-4,48,22,read,NA,within,mixed,words,recognition,font color,NA,incidental,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
344,9,1,804,462,0.86,3.6801545551936086e-4,48,22,generate,NA,within,mixed,words,recognition,cue word,high,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
344,9,1,805,462,0.6,8.219470529301783e-4,48,22,read,NA,within,mixed,words,recognition,cue word,NA,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
344,9,1,806,463,0.56,8.311129436139328e-4,48,22,generate,NA,within,mixed,words,recognition,font color,high,incidental,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
344,9,1,807,463,0.63,7.992432368555801e-4,48,22,read,NA,within,mixed,words,recognition,font color,NA,incidental,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
344,10a,1,808,464,0.89,3.542674697897646e-4,32,60,generate,NA,within,mixed,words,recognition,cue word,high,intentional,category,writing/typing,word stem,full,timed,yes,younger,immediate
344,10a,1,809,464,0.67,8.594489703083499e-4,32,60,read,NA,within,mixed,words,recognition,cue word,NA,intentional,category,writing/typing,word stem,full,timed,yes,younger,immediate
344,10a,1,810,465,0.623,9.232891489860815e-4,32,60,generate,NA,within,mixed,words,recognition,font color,high,incidental,category,writing/typing,word stem,full,timed,yes,younger,immediate
344,10a,1,811,465,0.7,8.034332160239228e-4,32,60,read,NA,within,mixed,words,recognition,font color,NA,incidental,category,writing/typing,word stem,full,timed,yes,younger,immediate
344,10b,1,812,466,0.92,2.3916124169421344e-4,48,30,generate,NA,within,mixed,words,recognition,item,high,intentional,category,covert/thinking,word stem,full,timed,yes,younger,immediate
344,10b,1,813,466,0.72,6.219469021353011e-4,48,30,read,NA,within,mixed,words,recognition,item,NA,intentional,category,covert/thinking,word stem,full,timed,yes,younger,immediate
344,10b,1,814,467,0.598,7.70812155478097e-4,48,30,generate,NA,within,mixed,words,recognition,font color,high,incidental,category,covert/thinking,word stem,full,timed,yes,younger,immediate
344,10b,1,815,467,0.66,7.157107975588316e-4,48,30,read,NA,within,mixed,words,recognition,font color,NA,incidental,category,covert/thinking,word stem,full,timed,yes,younger,immediate
344,11,1,816,468,0.95,1.824578897933261e-4,52,30,generate,NA,within,mixed,words,recognition,item,high,intentional,category,covert/thinking,word stem,full,timed,yes,younger,immediate
344,11,1,817,468,0.76,5.124355596985914e-4,52,30,read,NA,within,mixed,words,recognition,item,NA,intentional,category,covert/thinking,word stem,full,timed,yes,younger,immediate
344,11,1,818,469,0.622,7.096220956143458e-4,52,30,generate,NA,within,mixed,words,recognition,location,high,incidental,category,covert/thinking,word stem,full,timed,yes,younger,immediate
344,11,1,819,469,0.63,7.031797641588748e-4,52,30,read,NA,within,mixed,words,recognition,location,NA,incidental,category,covert/thinking,word stem,full,timed,yes,younger,immediate
345,1,1,820,470,0.37,0.0010000000000000002,10,10,generate,NA,within,mixed,words,free recall,item,high,intentional,rhyme,verbal/speaking,word stem,full,timed,yes,younger,immediate
345,1,1,821,470,0.26,8.1e-4,10,10,read,NA,within,mixed,words,free recall,item,NA,intentional,rhyme,verbal/speaking,word stem,full,timed,yes,younger,immediate
345,1,2,822,471,0.58,2.5000000000000006e-4,10,10,generate,NA,within,mixed,words,free recall,item,medium,intentional,semantic,verbal/speaking,word stem,full,timed,yes,younger,immediate
345,1,2,823,471,0.36,6.4e-4,10,10,read,NA,within,mixed,words,free recall,item,NA,intentional,semantic,verbal/speaking,word stem,full,timed,yes,younger,immediate
345,1,3,824,472,0.14,6.4e-4,10,10,generate,NA,within,mixed,words,free recall,item,high,intentional,rhyme,verbal/speaking,word stem,full,timed,yes,older,immediate
345,1,3,825,472,0.16,2.5000000000000006e-4,10,10,read,NA,within,mixed,words,free recall,item,NA,intentional,rhyme,verbal/speaking,word stem,full,timed,yes,older,immediate
345,1,4,826,473,0.43,4.900000000000001e-4,10,10,generate,NA,within,mixed,words,free recall,item,medium,intentional,semantic,verbal/speaking,word stem,full,timed,yes,older,immediate
345,1,4,827,473,0.25,0.0010000000000000002,10,10,read,NA,within,mixed,words,free recall,item,NA,intentional,semantic,verbal/speaking,word stem,full,timed,yes,older,immediate
345,1,5,828,474,0.13,6.4e-4,10,10,generate,NA,within,mixed,words,free recall,item,high,intentional,rhyme,verbal/speaking,word stem,full,timed,yes,older,immediate
345,1,5,829,474,0.14,1.6e-4,10,10,read,NA,within,mixed,words,free recall,item,NA,intentional,rhyme,verbal/speaking,word stem,full,timed,yes,older,immediate
345,1,6,830,475,0.35,4.900000000000001e-4,10,10,generate,NA,within,mixed,words,free recall,item,medium,intentional,semantic,verbal/speaking,word stem,full,timed,yes,older,immediate
345,1,6,831,475,0.15,8.999999999999999e-5,10,10,read,NA,within,mixed,words,free recall,item,NA,intentional,semantic,verbal/speaking,word stem,full,timed,yes,older,immediate
345,2,1,832,476,0.37,5.555555555555557e-4,18,10,generate,NA,within,mixed,words,free recall,item,medium,intentional,NA,verbal/speaking,anagram,full,timed,yes,younger,immediate
345,2,1,833,476,0.16,4.9999999999999996e-5,18,10,read,NA,within,mixed,words,free recall,item,NA,intentional,NA,verbal/speaking,anagram,full,timed,yes,younger,immediate
345,2,1,834,477,0.48,5.555555555555557e-4,18,10,generate,NA,within,mixed,words,free recall,item,medium,intentional,semantic,verbal/speaking,word stem,full,timed,yes,younger,immediate
345,2,1,835,477,0.29,4.5e-4,18,10,read,NA,within,mixed,words,free recall,item,NA,intentional,semantic,verbal/speaking,word stem,full,timed,yes,younger,immediate
345,2,2,836,478,0.15,4.05e-4,20,10,generate,NA,within,mixed,words,free recall,item,medium,intentional,NA,verbal/speaking,anagram,full,timed,yes,older,immediate
345,2,2,837,478,0.12,1.2500000000000003e-4,20,10,read,NA,within,mixed,words,free recall,item,NA,intentional,NA,verbal/speaking,anagram,full,timed,yes,older,immediate
345,2,2,838,479,0.39,2.4500000000000005e-4,20,10,generate,NA,within,mixed,words,free recall,item,medium,intentional,semantic,verbal/speaking,word stem,full,timed,yes,older,immediate
345,2,2,839,479,0.13,1.7999999999999998e-4,20,10,read,NA,within,mixed,words,free recall,item,NA,intentional,semantic,verbal/speaking,word stem,full,timed,yes,older,immediate
345,2,3,840,480,0.11,4.9999999999999996e-5,18,10,generate,NA,within,mixed,words,free recall,item,medium,intentional,NA,verbal/speaking,anagram,full,timed,yes,older,immediate
345,2,3,841,480,0.09,8.888888888888889e-5,18,10,read,NA,within,mixed,words,free recall,item,NA,intentional,NA,verbal/speaking,anagram,full,timed,yes,older,immediate
345,2,3,842,481,0.27,3.5555555555555557e-4,18,10,generate,NA,within,mixed,words,free recall,item,medium,intentional,semantic,verbal/speaking,word stem,full,timed,yes,older,immediate
345,2,3,843,481,0.09,8.888888888888889e-5,18,10,read,NA,within,mixed,words,free recall,item,NA,intentional,semantic,verbal/speaking,word stem,full,timed,yes,older,immediate
345,3,1,844,482,0.51,0.0014222222222222223,18,10,generate,NA,within,mixed,words,cued recall,item,high,intentional,rhyme,verbal/speaking,anagram,full,timed,yes,younger,immediate
345,3,1,845,482,0.37,9.38888888888889e-4,18,10,read,NA,within,mixed,words,cued recall,item,NA,intentional,rhyme,verbal/speaking,anagram,full,timed,yes,younger,immediate
345,3,1,846,483,0.53,0.001088888888888889,18,10,generate,NA,within,mixed,words,cued recall,item,medium,intentional,rhyme,verbal/speaking,word stem,full,timed,yes,younger,immediate
345,3,1,847,483,0.32,4.5e-4,18,10,read,NA,within,mixed,words,cued recall,item,NA,intentional,rhyme,verbal/speaking,word stem,full,timed,yes,younger,immediate
345,3,2,848,484,0.38,3.5555555555555557e-4,18,10,generate,NA,within,mixed,words,cued recall,item,high,intentional,rhyme,verbal/speaking,anagram,full,timed,yes,older,immediate
345,3,2,849,484,0.26,6.722222222222222e-4,18,10,read,NA,within,mixed,words,cued recall,item,NA,intentional,rhyme,verbal/speaking,anagram,full,timed,yes,older,immediate
345,3,2,850,485,0.25,1.9999999999999998e-4,18,10,generate,NA,within,mixed,words,cued recall,item,medium,intentional,rhyme,verbal/speaking,word stem,full,timed,yes,older,immediate
345,3,2,851,485,0.25,2.7222222222222226e-4,18,10,read,NA,within,mixed,words,cued recall,item,NA,intentional,rhyme,verbal/speaking,word stem,full,timed,yes,older,immediate
345,4,1,852,486,0.42,4.5e-4,18,10,generate,NA,within,mixed,words,cued recall,item,high,intentional,rhyme,verbal/speaking,anagram,divided,timed,yes,younger,immediate
345,4,1,853,486,0.21,6.722222222222222e-4,18,10,read,NA,within,mixed,words,cued recall,item,NA,intentional,rhyme,verbal/speaking,anagram,divided,timed,yes,younger,immediate
345,4,1,854,487,0.23,2.2222222222222223e-5,18,10,generate,NA,within,mixed,words,cued recall,item,medium,intentional,rhyme,verbal/speaking,word stem,divided,timed,yes,younger,immediate
345,4,1,855,487,0.19,1.3888888888888892e-4,18,10,read,NA,within,mixed,words,cued recall,item,NA,intentional,rhyme,verbal/speaking,word stem,divided,timed,yes,younger,immediate
345,5,1,856,488,0.16,8.999999999999999e-5,10,10,generate,NA,within,mixed,words,free recall,item,high,intentional,rhyme,verbal/speaking,word stem,divided,timed,yes,younger,immediate
345,5,1,857,488,0.155,8.999999999999999e-5,10,10,read,NA,within,mixed,words,free recall,item,NA,intentional,rhyme,verbal/speaking,word stem,divided,timed,yes,younger,immediate
345,5,2,858,489,0.41,8.1e-4,10,10,generate,NA,within,mixed,words,free recall,item,medium,intentional,semantic,verbal/speaking,word stem,divided,timed,yes,younger,immediate
345,5,2,859,489,0.18,2.5000000000000006e-4,10,10,read,NA,within,mixed,words,free recall,item,NA,intentional,semantic,verbal/speaking,word stem,divided,timed,yes,younger,immediate
345,5,3,860,490,0.1,1.6e-4,10,10,generate,NA,within,mixed,words,free recall,item,high,intentional,rhyme,verbal/speaking,word stem,divided,timed,yes,older,immediate
345,5,3,861,490,0.09,8.999999999999999e-5,10,10,read,NA,within,mixed,words,free recall,item,NA,intentional,rhyme,verbal/speaking,word stem,divided,timed,yes,older,immediate
345,5,4,862,491,0.39,6.4e-4,10,10,generate,NA,within,mixed,words,free recall,item,medium,intentional,semantic,verbal/speaking,word stem,divided,timed,yes,older,immediate
345,5,4,863,491,0.11,1.6e-4,10,10,read,NA,within,mixed,words,free recall,item,NA,intentional,semantic,verbal/speaking,word stem,divided,timed,yes,older,immediate
345,5,5,864,492,0.09,1.6e-4,10,10,generate,NA,within,mixed,words,free recall,item,high,intentional,rhyme,verbal/speaking,word stem,divided,timed,yes,older,immediate
345,5,5,865,492,0.07,4e-5,10,10,read,NA,within,mixed,words,free recall,item,NA,intentional,rhyme,verbal/speaking,word stem,divided,timed,yes,older,immediate
345,5,6,866,493,0.33,8.1e-4,10,10,generate,NA,within,mixed,words,free recall,item,medium,intentional,semantic,verbal/speaking,word stem,divided,timed,yes,older,immediate
345,5,6,867,493,0.06,8.999999999999999e-5,10,10,read,NA,within,mixed,words,free recall,item,NA,intentional,semantic,verbal/speaking,word stem,divided,timed,no,older,immediate
346,1,1,868,315,0.61,7.5e-4,30,12,generate,NA,within,mixed,words,free recall,item,medium,intentional,definitions,verbal/speaking,NA,full,timed,no,younger,immediate
346,1,1,869,315,0.38,8.533333333333333e-4,30,12,read,NA,within,mixed,words,free recall,item,NA,intentional,definitions,verbal/speaking,NA,full,timed,no,younger,immediate
346,1,1,870,316,0.73,0.00108,30,12,generate,NA,within,mixed,words,recognition,source,medium,intentional,definitions,verbal/speaking,NA,full,timed,no,younger,immediate
346,1,1,871,316,0.53,0.0020833333333333333,30,12,read,NA,within,mixed,words,recognition,source,NA,intentional,definitions,verbal/speaking,NA,full,timed,no,younger,immediate
346,2,1,872,317,0.65,3.5000000000000005e-4,56,12,generate,NA,within,mixed,words,free recall,item,medium,intentional,definitions,verbal/speaking,NA,full,timed,no,younger,immediate
346,2,1,873,317,0.31,3.5000000000000005e-4,56,12,read,NA,within,mixed,words,free recall,item,NA,intentional,definitions,verbal/speaking,NA,full,timed,no,younger,immediate
346,2,1,874,318,0.81,3.5000000000000005e-4,56,12,generate,NA,within,mixed,words,recognition,source,medium,intentional,definitions,verbal/speaking,NA,full,timed,no,younger,immediate
346,2,1,875,318,0.54,0.0013017857142857143,56,12,read,NA,within,mixed,words,recognition,source,NA,intentional,definitions,verbal/speaking,NA,full,timed,no,younger,immediate
362,1,1,876,494,0.93,1.1363636363636366e-4,22,50,generate,NA,within,mixed,words,recognition,item,medium,intentional,semantic,verbal/speaking,word fragment,full,self-paced,no,younger,immediate
362,1,1,877,494,0.83,2.2272727272727277e-4,22,50,read,NA,within,mixed,words,recognition,item,NA,intentional,semantic,verbal/speaking,word fragment,full,self-paced,no,younger,immediate
362,1,1,878,495,0.78,2.909090909090909e-4,22,50,generate,NA,within,mixed,words,recognition,source,medium,intentional,semantic,verbal/speaking,word fragment,full,self-paced,no,younger,immediate
362,1,1,879,495,0.68,6.545454545454545e-4,22,50,read,NA,within,mixed,words,recognition,source,NA,intentional,semantic,verbal/speaking,word fragment,full,self-paced,no,younger,immediate
404,1,1,880,496,0.89,6.40743033664728e-4,12,20,generate,NA,between,pure,words,recognition,item,low,intentional,NA,verbal/speaking,anagram,full,self-paced,yes,younger,immediate
404,1,2,881,496,0.74,0.0012938135327150006,12,20,read,NA,between,pure,words,recognition,item,NA,intentional,NA,verbal/speaking,anagram,full,self-paced,yes,younger,immediate
404,2,1,882,497,0.86,7.180937639031556e-4,16,20,generate,NA,between,pure,words,recognition,item,low,intentional,NA,verbal/speaking,anagram,full,self-paced,yes,younger,immediate
404,2,2,883,497,0.7,0.0013680447288432237,16,20,read,NA,between,pure,words,recognition,item,NA,intentional,NA,verbal/speaking,anagram,full,self-paced,yes,younger,immediate
434,1,1,884,498,0.84,5.967832386092053e-4,28,22,generate,NA,within,mixed,words,recognition,item,high,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
434,1,1,885,498,0.51,0.0011773621825574862,28,22,read,NA,within,mixed,words,recognition,item,NA,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
434,1,1,886,499,0.59,0.0012045553195686501,28,22,generate,NA,within,mixed,words,recognition,font type,high,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
434,1,1,887,499,0.7,0.001021744336680248,28,22,read,NA,within,mixed,words,recognition,font type,NA,intentional,antonym,writing/typing,word stem,full,timed,yes,younger,immediate
434,2a,1,888,500,0.73,0.0010059770854618677,24,24,generate,NA,within,mixed,words,recognition,item,high,intentional,rhyme,writing/typing,word stem,full,timed,yes,younger,immediate
434,2a,1,889,500,0.57,0.0012974239680705356,24,24,read,NA,within,mixed,words,recognition,item,NA,intentional,rhyme,writing/typing,word stem,full,timed,yes,younger,immediate
434,2a,1,890,501,0.6,0.0012830628985758665,24,24,generate,NA,within,mixed,words,recognition,font color,high,intentional,rhyme,writing/typing,word stem,full,timed,yes,younger,immediate
434,2a,1,891,501,0.7,0.001094433313938036,24,24,read,NA,within,mixed,words,recognition,font color,NA,intentional,rhyme,writing/typing,word stem,full,timed,yes,younger,immediate
434,2b,1,892,502,0.79,7.390207363155365e-4,28,24,generate,NA,within,mixed,words,recognition,item,high,intentional,rhyme,writing/typing,word stem,full,timed,yes,younger,immediate
434,2b,1,893,502,0.64,0.0011263223557932045,28,24,read,NA,within,mixed,words,recognition,item,NA,intentional,rhyme,writing/typing,word stem,full,timed,yes,younger,immediate
434,2b,1,894,503,0.61,0.0011648532380753832,28,24,generate,NA,within,mixed,words,recognition,font type,high,intentional,rhyme,writing/typing,word stem,full,timed,yes,younger,immediate
434,2b,1,895,503,0.7,0.0010010435722273509,28,24,read,NA,within,mixed,words,recognition,font type,NA,intentional,rhyme,writing/typing,word stem,full,timed,yes,younger,immediate
434,2c,1,896,504,0.83,4.8392625144995816e-4,40,24,generate,NA,within,mixed,words,recognition,item,high,intentional,rhyme,writing/typing,word stem,full,timed,yes,younger,immediate
434,2c,1,897,504,0.7,7.876438048376495e-4,40,24,read,NA,within,mixed,words,recognition,item,NA,intentional,rhyme,writing/typing,word stem,full,timed,yes,younger,immediate
434,2c,1,898,505,0.62,9.080152318513819e-4,40,24,generate,NA,within,mixed,words,recognition,location,high,intentional,rhyme,writing/typing,word stem,full,timed,yes,younger,immediate
434,2c,1,899,505,0.63,8.978910269933627e-4,40,24,read,NA,within,mixed,words,recognition,location,NA,intentional,rhyme,writing/typing,word stem,full,timed,yes,younger,immediate
434,2d,1,900,506,0.84,5.846922792484466e-4,28,24,generate,NA,within,mixed,words,recognition,item,high,intentional,rhyme,writing/typing,word stem,full,timed,yes,younger,immediate
434,2d,1,901,506,0.68,0.0010490134778479647,28,24,read,NA,within,mixed,words,recognition,item,NA,intentional,rhyme,writing/typing,word stem,full,timed,yes,younger,immediate
434,2d,1,902,507,0.67,0.0010708368165836095,28,24,generate,NA,within,mixed,words,recognition,background color,high,intentional,rhyme,writing/typing,word stem,full,timed,yes,younger,immediate
434,2d,1,903,507,0.66,0.0010910658827363426,28,24,read,NA,within,mixed,words,recognition,background color,NA,intentional,rhyme,writing/typing,word stem,full,timed,yes,younger,immediate
434,4a,1,904,508,0.71,9.371074512529823e-4,32,20,generate,NA,within,mixed,non-words,recognition,item,high,intentional,rhyme,writing/typing,word stem,full,timed,yes,younger,immediate
434,4a,1,905,508,0.72,9.111481249896704e-4,32,20,read,NA,within,mixed,non-words,recognition,item,NA,intentional,rhyme,writing/typing,word stem,full,timed,yes,younger,immediate
434,4a,1,906,509,0.55,0.001138197917339068,32,20,generate,NA,within,mixed,non-words,recognition,font color,high,intentional,rhyme,writing/typing,word stem,full,timed,yes,younger,immediate
434,4a,1,907,509,0.63,0.0010966524714639899,32,20,read,NA,within,mixed,non-words,recognition,font color,NA,intentional,rhyme,writing/typing,word stem,full,timed,yes,younger,immediate
434,4b,1,908,510,0.62,0.0010649314211144379,34,20,generate,NA,within,mixed,non-words,recognition,item,high,intentional,rhyme,writing/typing,word stem,full,timed,yes,younger,immediate
434,4b,1,909,510,0.66,0.001006830500086287,34,20,read,NA,within,mixed,non-words,recognition,item,NA,intentional,rhyme,writing/typing,word stem,full,timed,yes,younger,immediate
434,4b,1,910,511,0.53,0.0010826613851326631,34,20,generate,NA,within,mixed,non-words,recognition,font type,high,intentional,rhyme,writing/typing,word stem,full,timed,yes,younger,immediate
434,4b,1,911,511,0.63,0.0010530576292562103,34,20,read,NA,within,mixed,non-words,recognition,font type,NA,intentional,rhyme,writing/typing,word stem,full,timed,yes,younger,immediate
434,5,1,912,512,0.63,9.392473939727282e-4,40,20,generate,NA,within,mixed,non-words,recognition,item,high,intentional,rhyme,writing/typing,word stem,full,timed,yes,younger,immediate
434,5,1,913,512,0.66,8.980163070906571e-4,40,20,read,NA,within,mixed,non-words,recognition,item,NA,intentional,rhyme,writing/typing,word stem,full,timed,yes,younger,immediate
434,5,1,914,513,0.62,9.498379141395043e-4,40,20,generate,NA,within,mixed,non-words,recognition,location,high,intentional,rhyme,writing/typing,word stem,full,timed,yes,younger,immediate
434,5,1,915,513,0.6,9.659282579424985e-4,40,20,read,NA,within,mixed,non-words,recognition,location,NA,intentional,rhyme,writing/typing,word stem,full,timed,yes,younger,immediate
434,6a,1,916,514,0.86,4.78397023738957e-4,32,25,generate,NA,within,mixed,words,recognition,item,medium,intentional,NA,writing/typing,letter transposition,full,timed,yes,younger,immediate
434,6a,1,917,514,0.71,8.878135119177549e-4,32,25,read,NA,within,mixed,words,recognition,item,NA,intentional,NA,writing/typing,letter transposition,full,timed,yes,younger,immediate
434,6a,1,918,515,0.64,0.0010254567163504478,32,25,generate,NA,within,mixed,words,recognition,font color,medium,intentional,NA,writing/typing,letter transposition,full,timed,yes,younger,immediate
434,6a,1,919,515,0.62,0.0010506810110556392,32,25,read,NA,within,mixed,words,recognition,font color,NA,intentional,NA,writing/typing,letter transposition,full,timed,yes,younger,immediate
434,6b,1,920,516,0.85,4.885462340963596e-4,40,16,generate,NA,within,mixed,words,recognition,item,medium,intentional,NA,writing/typing,letter transposition,full,timed,yes,younger,immediate
434,6b,1,921,516,0.68,9.23738120560559e-4,40,16,read,NA,within,mixed,words,recognition,item,NA,intentional,NA,writing/typing,letter transposition,full,timed,yes,younger,immediate
434,6b,1,922,517,0.67,9.429552710869538e-4,40,16,generate,NA,within,mixed,words,recognition,font color,medium,intentional,NA,writing/typing,letter transposition,full,timed,yes,younger,immediate
434,6b,1,923,517,0.66,9.607685403568164e-4,40,16,read,NA,within,mixed,words,recognition,font color,NA,intentional,NA,writing/typing,letter transposition,full,timed,yes,younger,immediate
434,6b,1,924,518,0.81,5.959040689921733e-4,40,16,generate,NA,within,mixed,non-words,recognition,item,medium,intentional,NA,writing/typing,letter transposition,full,timed,yes,younger,immediate
434,6b,1,925,518,0.8,6.233151161941211e-4,40,16,read,NA,within,mixed,non-words,recognition,item,NA,intentional,NA,writing/typing,letter transposition,full,timed,yes,younger,immediate
434,6b,1,926,519,0.57,0.0010449930256900956,40,16,generate,NA,within,mixed,non-words,recognition,font color,medium,intentional,NA,writing/typing,letter transposition,full,timed,yes,younger,immediate
434,6b,1,927,519,0.58,0.0010430775866687879,40,16,read,NA,within,mixed,non-words,recognition,font color,NA,intentional,NA,writing/typing,letter transposition,full,timed,yes,younger,immediate
