studyID,siteID,serviceType,samplingYear,plantingType,fieldDist,flowerstripPlantSpecRich,flowerstripAge,propSemiNatural,propArable,ES
jaco01,jaco01.NBS28,pest control,2016,flowerstrip,50,5,9,NA,NA,-0.652584882266656
jaco01,jaco01.NBS28,pest control,2016,flowerstrip,100,5,9,NA,NA,-0.533853539652208
jaco01,jaco01.NBS28,pest control,2016,flowerstrip,150,5,9,NA,NA,-0.5140649825498
jaco01,jaco01.NBS29,pest control,2016,flowerstrip,10.5,4,9,NA,NA,0.821662621862741
jaco01,jaco01.NBS29,pest control,2016,flowerstrip,21,4,9,NA,NA,0.9915144036584089
jaco01,jaco01.NBS29,pest control,2016,flowerstrip,42,4,9,NA,NA,0.829907853988743
jaco01,jaco01.NBS29,pest control,2016,flowerstrip,64,4,9,NA,NA,0.552868054555031
jaco01,jaco01.NBS3,pest control,2016,flowerstrip,5.6,5,9,NA,NA,-0.7399843428022911
jaco01,jaco01.NBS3,pest control,2016,flowerstrip,12,5,9,NA,NA,-0.270006111620102
jaco01,jaco01.NBS3,pest control,2016,flowerstrip,23,5,9,NA,NA,0.0614522198452331
jaco01,jaco01.NBS3,pest control,2016,flowerstrip,33,5,9,NA,NA,0.232953048066102
jaco01,jaco01.NBS30,pest control,2016,flowerstrip,17.5,5,9,NA,NA,0.67324844359468
jaco01,jaco01.NBS30,pest control,2016,flowerstrip,35,5,9,NA,NA,0.354982483530952
jaco01,jaco01.NBS30,pest control,2016,flowerstrip,70,5,9,NA,NA,0.0647503126956337
jaco01,jaco01.NBS30,pest control,2016,flowerstrip,105,5,9,NA,NA,-0.256813740218496
jaco01,jaco01.NBS31,pest control,2016,flowerstrip,5.5,5,9,NA,NA,1.06407244636724
jaco01,jaco01.NBS31,pest control,2016,flowerstrip,12.3,5,9,NA,NA,0.638618468665467
jaco01,jaco01.NBS31,pest control,2016,flowerstrip,21,5,9,NA,NA,0.254390651593711
jaco01,jaco01.NBS31,pest control,2016,flowerstrip,34,5,9,NA,NA,0.134010262554062
jaco01,jaco01.NBS32,pest control,2016,flowerstrip,3,5,9,NA,NA,0.787032646933526
jaco01,jaco01.NBS32,pest control,2016,flowerstrip,4.5,5,9,NA,NA,0.831556900413944
jaco01,jaco01.NBS32,pest control,2016,flowerstrip,9,5,9,NA,NA,0.566060425956636
jaco01,jaco01.NBS32,pest control,2016,flowerstrip,13.5,5,9,NA,NA,0.592445168759848
jaco01,jaco01.NBS33,pest control,2016,flowerstrip,12.5,5,9,NA,NA,1.12508716409966
jaco01,jaco01.NBS33,pest control,2016,flowerstrip,25,5,9,NA,NA,0.923903500225182
jaco01,jaco01.NBS33,pest control,2016,flowerstrip,50,5,9,NA,NA,0.848047364665951
jaco01,jaco01.NBS33,pest control,2016,flowerstrip,75,5,9,NA,NA,0.86948496819356
jaco01,jaco01.NBS4,pest control,2016,flowerstrip,7.5,5,9,NA,NA,0.0185770127900149
jaco01,jaco01.NBS4,pest control,2016,flowerstrip,15,5,9,NA,NA,-0.519012121825402
jaco01,jaco01.NBS4,pest control,2016,flowerstrip,30,5,9,NA,NA,-0.807595246235519
jaco01,jaco01.NBS4,pest control,2016,flowerstrip,45,5,9,NA,NA,0.246145419467707
jaco01,jaco01.NBS5,pest control,2016,flowerstrip,6,5,9,NA,NA,0.246145419467707
jaco01,jaco01.NBS5,pest control,2016,flowerstrip,11.5,5,9,NA,NA,-0.263409925919298
jaco01,jaco01.NBS5,pest control,2016,flowerstrip,25,5,9,NA,NA,-0.603113489510636
jaco01,jaco01.NBS5,pest control,2016,flowerstrip,37.5,5,9,NA,NA,-0.9230284959995652
jaco01,jaco01.NBS6,pest control,2016,flowerstrip,5,5,9,NA,NA,0.818364529012339
jaco01,jaco01.NBS6,pest control,2016,flowerstrip,12,5,9,NA,NA,0.361578669231755
jaco01,jaco01.NBS6,pest control,2016,flowerstrip,20,5,9,NA,NA,0.119168844727255
jaco01,jaco01.NBS6,pest control,2016,flowerstrip,30,5,9,NA,NA,-0.0259472406904025
jaco01,jaco01.NBS7,pest control,2016,flowerstrip,7.3,5,9,NA,NA,0.289020626522924
jaco01,jaco01.NBS7,pest control,2016,flowerstrip,17,5,9,NA,NA,-0.123240979777242
jaco01,jaco01.NBS7,pest control,2016,flowerstrip,32,5,9,NA,NA,-0.309583225824917
jaco01,jaco01.NBS7,pest control,2016,flowerstrip,51,5,9,NA,NA,-0.674022485794265
jaco01,jaco01.NBS8,pest control,2016,flowerstrip,11,5,9,NA,NA,0.00868273423881167
jaco01,jaco01.NBS8,pest control,2016,flowerstrip,22,5,9,NA,NA,-0.0374905656668072
jaco01,jaco01.NBS8,pest control,2016,flowerstrip,44,5,9,NA,NA,-0.245270415242091
jaco01,jaco01.NBS8,pest control,2016,flowerstrip,66,5,9,NA,NA,-1.22975113108689
jaco01,jaco01.NBS9,pest control,2016,flowerstrip,10,5,9,NA,NA,-0.248568508092493
jaco01,jaco01.NBS9,pest control,2016,flowerstrip,21.5,5,9,NA,NA,-1.21490971326008
jaco01,jaco01.NBS9,pest control,2016,flowerstrip,42,5,9,NA,NA,-1.53647376617421
jaco01,jaco01.NBS9,pest control,2016,flowerstrip,64,5,9,NA,NA,-1.44907430563858
jons01,jons01.1,pest control,2008,control,1,NA,NA,0.026022641,0.093130747,-0.374778475580299
jons01,jons01.10,pest control,2008,flowerstrip,1,1,2,0.058617573,0.135932539,-0.629858991515045
jons01,jons01.11,pest control,2008,flowerstrip,1,1,2,0,0.207888971,-0.9333744438731861
jons01,jons01.12,pest control,2008,control,1,NA,NA,0,0.248261882,-0.803997735988467
jons01,jons01.14,pest control,2008,control,1,NA,NA,0.014648991,0.292502054,-0.217176306760963
jons01,jons01.15,pest control,2008,flowerstrip,1,1,2,0.113954846,0.440079976,2.7869543266954
jons01,jons01.16,pest control,2008,flowerstrip,1,1,2,0.010756468,0.137803533,0.988741877320631
jons01,jons01.17,pest control,2008,control,1,NA,NA,0.222195343,0.049457585,0.349774147701085
jons01,jons01.18,pest control,2008,control,1,NA,NA,0,0.18248821,-0.46906353138453494
jons01,jons01.19,pest control,2008,control,1,NA,NA,0,0.077907976,0.647714049501001
jons01,jons01.20,pest control,2008,control,1,NA,NA,4.16419e-6,0.218364227,-0.698300600463724
jons01,jons01.21,pest control,2008,flowerstrip,1,1,2,0.077179511,0.121672091,0.546836420927018
jons01,jons01.22,pest control,2008,flowerstrip,1,1,2,0,0.411760533,-1.00073825618906
jons01,jons01.23,pest control,2008,flowerstrip,1,1,2,0,0.475923572,-0.385039878396062
jons01,jons01.3,pest control,2008,flowerstrip,1,1,2,0.168902535,0.103590339,-0.977202657370707
jons01,jons01.4,pest control,2008,control,1,NA,NA,0.016443823,0.020255937,-0.010467757212752
jons01,jons01.5,pest control,2008,control,1,NA,NA,3.19204e-5,0.449314368,-0.452011438268277
jons01,jons01.6,pest control,2008,control,1,NA,NA,0.061503653,0.085068229,1.73783193756088
jons01,jons01.7,pest control,2008,flowerstrip,1,1,2,0.002412981,0.331913327,0.9769734159578741
jons01,jons01.8,pest control,2008,control,1,NA,NA,0.078284411,0.117791069,-1.14759047320965
jons01,jons01.9,pest control,2008,flowerstrip,1,1,2,0,0.144632299,0.0647743705488377
mcke01,mcke01.broo,pest control,2015,control,1,NA,NA,0.9,71.2,-0.712851428159131
mcke01,mcke01.broo,pest control,2015,flowerstrip,1,NA,28.5,4.9,73.5,-0.769204567401171
mcke01,mcke01.broo,pollination,2013,control,1,NA,NA,18.7,71.2,-0.644427387985629
mcke01,mcke01.broo,pollination,2013,flowerstrip,1,NA,2,3.7,73.5,-0.708076861659132
mcke01,mcke01.broo,pollination,2014,control,1,NA,NA,15.3,71.2,-1.03147556113285
mcke01,mcke01.broo,pollination,2014,flowerstrip,1,NA,14,14.5,73.5,-0.0837939730465777
mcke01,mcke01.broo,pollination,2015,control,1,NA,NA,0.9,71.2,-1.26703789407935
mcke01,mcke01.broo,pollination,2015,flowerstrip,1,NA,26,4.9,73.5,-1.23086401401745
mcke01,mcke01.cloc,pest control,2015,control,1,NA,NA,2,41.1,0.992539161433506
mcke01,mcke01.cloc,pest control,2015,flowerstrip,1,NA,28.5,0.1,49.3,0.60158869212387
mcke01,mcke01.cloc,pollination,2013,control,1,NA,NA,5.3,41.1,0.40990188983455
mcke01,mcke01.cloc,pollination,2013,flowerstrip,1,NA,2,16.1,49.3,-0.264416454073805
mcke01,mcke01.cloc,pollination,2014,control,1,NA,NA,23,41.1,-0.119985490682628
mcke01,mcke01.cloc,pollination,2014,flowerstrip,1,NA,14,26.2,49.3,-0.496645358131031
mcke01,mcke01.cloc,pollination,2015,control,1,NA,NA,2,41.1,0.432270258097872
mcke01,mcke01.cloc,pollination,2015,flowerstrip,1,NA,26,0.1,49.3,0.533035369285668
mcke01,mcke01.dunl,pest control,2015,control,1,NA,NA,0.5,60.9,1.13473885505726
mcke01,mcke01.dunl,pest control,2015,flowerstrip,1,NA,28.5,3.2,56.8,1.15491099976209
mcke01,mcke01.dunl,pollination,2013,control,1,NA,NA,0.7,60.9,0.48856817451444706
mcke01,mcke01.dunl,pollination,2013,flowerstrip,1,NA,2,4,56.8,0.690578343943819
mcke01,mcke01.dunl,pollination,2014,control,1,NA,NA,7.8,60.9,1.07969629393284
mcke01,mcke01.dunl,pollination,2014,flowerstrip,1,NA,14,15.5,56.8,-0.215155777737096
mcke01,mcke01.dunl,pollination,2015,control,1,NA,NA,0.5,60.9,1.07245207625324
mcke01,mcke01.dunl,pollination,2015,flowerstrip,1,NA,25,3.2,56.8,1.28704352945694
mcke01,mcke01.east,pollination,2013,control,1,NA,NA,5.7,53.7,-0.468496399500509
mcke01,mcke01.east,pollination,2013,flowerstrip,1,NA,2,16.6,48.7,0.316711377832295
mcke01,mcke01.east,pollination,2014,control,1,NA,NA,23.9,53.7,0.751699739144536
mcke01,mcke01.east,pollination,2014,flowerstrip,1,NA,14,30.3,48.7,0.657461922919702
mcke01,mcke01.east,pollination,2015,control,1,NA,NA,2.4,53.7,NA
mcke01,mcke01.east,pollination,2015,control,1,NA,NA,2.4,53.7,NA
mcke01,mcke01.east,pollination,2015,flowerstrip,1,NA,26,0.6,48.7,1.8004802197557
mcke01,mcke01.foxf,pest control,2015,control,1,NA,NA,2.5,47.2,1.25512100855547
mcke01,mcke01.foxf,pest control,2015,flowerstrip,1,NA,28.5,0.4,44.8,0.997973439577217
mcke01,mcke01.foxf,pollination,2013,control,1,NA,NA,0.7,47.2,-0.766436670957331
mcke01,mcke01.foxf,pollination,2013,flowerstrip,1,NA,2,18.9,44.8,0.571552764954444
mcke01,mcke01.foxf,pollination,2014,control,1,NA,NA,6.4,47.2,2.11436069838745
mcke01,mcke01.foxf,pollination,2014,flowerstrip,1,NA,14,18.5,44.8,NA
mcke01,mcke01.foxf,pollination,2015,control,1,NA,NA,2.5,47.2,0.332211356696251
mcke01,mcke01.foxf,pollination,2015,flowerstrip,1,NA,26,0.4,44.8,1.89510804711329
mcke01,mcke01.newi,pest control,2015,control,1,NA,NA,2.5,54,-0.916683809866497
mcke01,mcke01.newi,pest control,2015,flowerstrip,1,NA,28.5,1.4,51.7,-1.13382660233137
mcke01,mcke01.newi,pollination,2013,control,1,NA,NA,0,54,1.17585733029376
mcke01,mcke01.newi,pollination,2013,flowerstrip,1,NA,2,21.5,51.7,0.702157903695919
mcke01,mcke01.newi,pollination,2014,control,1,NA,NA,6,54,-0.637390148750233
mcke01,mcke01.newi,pollination,2014,flowerstrip,1,NA,14,19,51.7,0.642107945945491
mcke01,mcke01.newi,pollination,2015,control,1,NA,NA,2.5,54,0.145927408595981
mcke01,mcke01.newi,pollination,2015,flowerstrip,1,NA,26,1.4,51.7,-0.451332400891671
mcke01,mcke01.para,pest control,2015,control,1,NA,NA,3.2,91.9,-1.24806043674341
mcke01,mcke01.para,pest control,2015,flowerstrip,1,NA,28.5,2.1,87.2,-1.42101113732927
mcke01,mcke01.para,pollination,2013,control,1,NA,NA,11.6,91.9,-1.31073109778082
mcke01,mcke01.para,pollination,2013,flowerstrip,1,NA,2,2.8,87.2,-1.84603603577534
mcke01,mcke01.para,pollination,2014,control,1,NA,NA,25.2,91.9,-0.327751609725776
mcke01,mcke01.para,pollination,2014,flowerstrip,1,NA,14,24.7,87.2,0.211770086662619
mcke01,mcke01.para,pollination,2015,control,1,NA,NA,3.2,91.9,-0.7499859807389139
mcke01,mcke01.para,pollination,2015,flowerstrip,1,NA,26,2.1,87.2,-1.23717948581903
mcke01,mcke01.shel,pollination,2013,control,1,NA,NA,15.3,75.1,0.400602680271887
mcke01,mcke01.shel,pollination,2013,flowerstrip,1,NA,2,3.8,74.3,0.373652883299948
mcke01,mcke01.shel,pollination,2014,control,1,NA,NA,12.4,75.1,-1.23477359183959
mcke01,mcke01.shel,pollination,2014,flowerstrip,1,NA,14,17.5,74.3,-1.84779534537307
mcke01,mcke01.shel,pollination,2015,control,1,NA,NA,1.5,75.1,-1.14929359880031
mcke01,mcke01.shel,pollination,2015,flowerstrip,1,NA,26,4.1,74.3,-0.295764157273936
mcke01,mcke01.whea,pest control,2015,control,1,NA,NA,25.9,86.9,-0.400082613756812
mcke01,mcke01.whea,pest control,2015,flowerstrip,1,NA,28.5,2.9,86.9,-0.819757328654623
mcke01,mcke01.whea,pollination,2013,control,1,NA,NA,5.9,86.4,-1.87736596797526
mcke01,mcke01.whea,pollination,2014,control,1,NA,NA,23.5,86.4,-0.7876854780301631
mcke01,mcke01.whea,pollination,2014,flowerstrip,1,NA,14,1.7,86.9,0.311013207614317
mcke01,mcke01.whea,pollination,2015,control,1,NA,NA,25.9,86.9,-0.9976121526159412
mcke01,mcke01.whea,pollination,2015,flowerstrip,1,NA,26,2.9,86.9,-0.362937807591694
mcke01,mcke01.yock,pest control,2015,control,1,NA,NA,0.1,51.3,0.656779970241678
mcke01,mcke01.yock,pest control,2015,flowerstrip,1,NA,28.5,2.3,55.3,0.627825797491196
mcke01,mcke01.yock,pollination,2013,control,1,NA,NA,0.1,51.3,1.11488249095429
mcke01,mcke01.yock,pollination,2013,flowerstrip,1,NA,2,3.7,55.3,0.420418064990284
mcke01,mcke01.yock,pollination,2014,control,1,NA,NA,6,51.3,0.823796675162588
mcke01,mcke01.yock,pollination,2014,flowerstrip,1,NA,14,15.8,55.3,NA
mcke01,mcke01.yock,pollination,2015,control,1,NA,NA,0.1,51.3,0.8846642272817972
mcke01,mcke01.yock,pollination,2015,flowerstrip,1,NA,26,2.3,55.3,2.12565231456577
mora01,mora01.And,pollination,2010,hedgerow,0.5,NA,NA,NA,NA,0.156204839547357
mora01,mora01.And,pollination,2010,hedgerow,10,NA,NA,NA,NA,-0.305244500877393
mora01,mora01.And,pollination,2010,hedgerow,100,NA,NA,NA,NA,-0.137212027997733
mora01,mora01.And,pollination,2010,hedgerow,200,NA,NA,NA,NA,-0.0349037398353988
mora01,mora01.Anderson,pest control,2010,hedgerow,0.5,NA,NA,NA,NA,-0.629853229868218
mora01,mora01.Anderson,pest control,2010,hedgerow,10,NA,NA,NA,NA,1.25142685990116
mora01,mora01.Anderson,pest control,2010,hedgerow,100,NA,NA,NA,NA,-1.06162243366556
mora01,mora01.Anderson,pest control,2010,hedgerow,200,NA,NA,NA,NA,0.665454375047267
mora01,mora01.Barn,pest control,2009,control,0.5,NA,NA,NA,NA,-1.06162243366556
mora01,mora01.Barn,pest control,2009,control,10,NA,NA,NA,NA,-1.06162243366556
mora01,mora01.Barn,pest control,2009,control,100,NA,NA,NA,NA,0.233685171249926
mora01,mora01.Barn,pest control,2009,control,200,NA,NA,NA,NA,-0.413968631207817
mora01,mora01.Barn,pest control,2010,control,0.5,NA,NA,NA,NA,-1.06162243366556
mora01,mora01.Barn,pest control,2010,control,10,NA,NA,NA,NA,1.52899277616541
mora01,mora01.Barn,pest control,2010,control,100,NA,NA,NA,NA,-1.06162243366556
mora01,mora01.Barn,pest control,2010,control,200,NA,NA,NA,NA,0.78881700377843
mora01,mora01.Cemex,pollination,2010,control,0.5,NA,NA,NA,NA,-1.67897070961088
mora01,mora01.Cemex,pollination,2010,control,10,NA,NA,NA,NA,-1.59191844494331
mora01,mora01.Cemex,pollination,2010,control,100,NA,NA,NA,NA,-2.08384202174346
mora01,mora01.Cemex,pollination,2010,control,200,NA,NA,NA,NA,-1.42753934105468
mora01,mora01.CircleG,pest control,2009,control,0.5,NA,NA,NA,NA,-0.413968631207817
mora01,mora01.CircleG,pest control,2009,control,10,NA,NA,NA,NA,1.52899277616541
mora01,mora01.CircleG,pest control,2009,control,100,NA,NA,NA,NA,0.233685171249926
mora01,mora01.CircleG,pest control,2009,control,200,NA,NA,NA,NA,-1.06162243366556
mora01,mora01.Cotton,pollination,2011,control,0.5,NA,NA,NA,NA,-2.74250698011683
mora01,mora01.Cotton,pollination,2011,control,10,NA,NA,NA,NA,0.824719670369412
mora01,mora01.Cotton,pollination,2011,control,100,NA,NA,NA,NA,0.958015416316047
mora01,mora01.Cotton,pollination,2011,control,200,NA,NA,NA,NA,0.72251316573654
mora01,mora01.Fong,pest control,2009,hedgerow,0.5,NA,NA,53.7,36.8,1.09722357236807
mora01,mora01.Fong,pest control,2009,hedgerow,10,NA,NA,53.7,36.8,-0.342007098321016
mora01,mora01.Fong,pest control,2009,hedgerow,100,NA,NA,53.7,36.8,0.377608237023527
mora01,mora01.Fong,pest control,2009,hedgerow,200,NA,NA,53.7,36.8,-0.413968631207817
mora01,mora01.Fong,pest control,2010,hedgerow,0.5,NA,NA,53.7,36.8,-0.563427200507562
mora01,mora01.Fong,pest control,2010,hedgerow,10,NA,NA,53.7,36.8,0.233685171249926
mora01,mora01.Fong,pest control,2010,hedgerow,100,NA,NA,53.7,36.8,1.71403672250042
mora01,mora01.Fong,pest control,2010,hedgerow,200,NA,NA,53.7,36.8,-0.0652319673495649
mora01,mora01.Fong,pollination,2010,hedgerow,0.5,NA,NA,53.7,36.8,-0.59146972018808
mora01,mora01.Fong,pollination,2010,hedgerow,10,NA,NA,53.7,36.8,-0.842580225966585
mora01,mora01.Fong,pollination,2010,hedgerow,100,NA,NA,53.7,36.8,-1.67148807831266
mora01,mora01.Fong,pollination,2010,hedgerow,200,NA,NA,53.7,36.8,-1.81598625597998
mora01,mora01.Fong,pollination,2011,hedgerow,0.5,NA,NA,53.7,36.8,0.53821888348852
mora01,mora01.Fong,pollination,2011,hedgerow,10,NA,NA,53.7,36.8,0.189064321615954
mora01,mora01.Fong,pollination,2011,hedgerow,100,NA,NA,53.7,36.8,0.9714717623146231
mora01,mora01.Fong,pollination,2011,hedgerow,200,NA,NA,53.7,36.8,1.41016172703236
mora01,mora01.Harlan,pest control,2009,hedgerow,0.5,NA,NA,0.8,90.2,-0.299676782572355
mora01,mora01.Harlan,pest control,2009,hedgerow,10,NA,NA,0.8,90.2,1.09722357236807
mora01,mora01.Harlan,pest control,2009,hedgerow,100,NA,NA,0.8,90.2,-0.413968631207817
mora01,mora01.Harlan,pest control,2009,hedgerow,200,NA,NA,0.8,90.2,-1.06162243366556
mora01,mora01.Hatanaka,pest control,2009,control,0.5,NA,NA,4,89.8,-0.701814762755019
mora01,mora01.Hatanaka,pest control,2009,control,10,NA,NA,4,89.8,1.09722357236807
mora01,mora01.Hatanaka,pest control,2009,control,100,NA,NA,4,89.8,-0.413968631207817
mora01,mora01.Hatanaka,pest control,2009,control,200,NA,NA,4,89.8,-0.413968631207817
mora01,mora01.Joe,pest control,2009,control,0.5,NA,NA,NA,NA,-0.379881588291458
mora01,mora01.Joe,pest control,2009,control,10,NA,NA,NA,NA,-1.06162243366556
mora01,mora01.Joe,pest control,2009,control,100,NA,NA,NA,NA,-1.06162243366556
mora01,mora01.Joe,pest control,2009,control,200,NA,NA,NA,NA,-1.06162243366556
mora01,mora01.Joe,pest control,2010,control,0.5,NA,NA,NA,NA,-1.06162243366556
mora01,mora01.Joe,pest control,2010,control,10,NA,NA,NA,NA,0.326207141179164
mora01,mora01.Joe,pest control,2010,control,100,NA,NA,NA,NA,-0.629853229868218
mora01,mora01.Joe,pest control,2010,control,200,NA,NA,NA,NA,-0.629853229868218
mora01,mora01.Joe,pollination,2010,control,0.5,NA,NA,NA,NA,0.91632196947746
mora01,mora01.Joe,pollination,2010,control,10,NA,NA,NA,NA,0.90382824095653
mora01,mora01.Joe,pollination,2010,control,100,NA,NA,NA,NA,-0.0823963314185723
mora01,mora01.Joe,pollination,2010,control,200,NA,NA,NA,NA,0.581080378633259
mora01,mora01.Joe,pollination,2011,control,0.5,NA,NA,NA,NA,0.7410070455389449
mora01,mora01.Joe,pollination,2011,control,10,NA,NA,NA,NA,1.64224545223288
mora01,mora01.Joe,pollination,2011,control,100,NA,NA,NA,NA,0.428828368347021
mora01,mora01.Joe,pollination,2011,control,200,NA,NA,NA,NA,1.10882043897262
mora01,mora01.Joost,pest control,2010,control,0.5,NA,NA,NA,NA,-0.136402714943565
mora01,mora01.Joost,pest control,2010,control,10,NA,NA,NA,NA,-0.629853229868218
mora01,mora01.Joost,pest control,2010,control,100,NA,NA,NA,NA,-0.198084032547415
mora01,mora01.Joost,pest control,2010,control,200,NA,NA,NA,NA,-0.136402714943565
mora01,mora01.Joost,pollination,2010,control,0.5,NA,NA,NA,NA,0.504005227342004
mora01,mora01.Joost,pollination,2010,control,10,NA,NA,NA,NA,0.393568674609328
mora01,mora01.Joost,pollination,2010,control,100,NA,NA,NA,NA,0.145179780599471
mora01,mora01.Joost,pollination,2010,control,200,NA,NA,NA,NA,0.0974057231315673
mora01,mora01.Muller,pest control,2010,hedgerow,0.5,NA,NA,2.9,91.2,2.17664657862315
mora01,mora01.Muller,pest control,2010,hedgerow,10,NA,NA,2.9,91.2,-1.06162243366556
mora01,mora01.Muller,pest control,2010,hedgerow,100,NA,NA,2.9,91.2,-0.198084032547415
mora01,mora01.Muller,pest control,2010,hedgerow,200,NA,NA,2.9,91.2,0.665454375047267
mora01,mora01.Muller,pollination,2010,hedgerow,0.5,NA,NA,2.9,91.2,-0.202551317127494
mora01,mora01.Muller,pollination,2010,hedgerow,10,NA,NA,2.9,91.2,-0.903139096160717
mora01,mora01.Muller,pollination,2010,hedgerow,100,NA,NA,2.9,91.2,-0.792886987336704
mora01,mora01.Muller,pollination,2010,hedgerow,200,NA,NA,2.9,91.2,-0.00449804960057043
mora01,mora01.Muller,pollination,2011,hedgerow,0.5,NA,NA,2.9,91.2,-0.629626117288328
mora01,mora01.Muller,pollination,2011,hedgerow,10,NA,NA,2.9,91.2,-0.811886045268346
mora01,mora01.Muller,pollination,2011,hedgerow,100,NA,NA,2.9,91.2,1.80698953004741
mora01,mora01.Muller,pollination,2011,hedgerow,200,NA,NA,2.9,91.2,-1.21021433296636
mora01,mora01.North Joost,pollination,2011,control,0.5,NA,NA,NA,NA,-0.418616855380891
mora01,mora01.North Joost,pollination,2011,control,10,NA,NA,NA,NA,-0.184493048019394
mora01,mora01.North Joost,pollination,2011,control,100,NA,NA,NA,NA,1.03170111021695
mora01,mora01.North Joost,pollination,2011,control,200,NA,NA,NA,NA,0.372202298837519
mora01,mora01.Rominger,pest control,2009,hedgerow,0.5,NA,NA,3.7,87,0.377608237023527
mora01,mora01.Rominger,pest control,2009,hedgerow,10,NA,NA,3.7,87,3.47195418353864
mora01,mora01.Rominger,pest control,2009,hedgerow,100,NA,NA,3.7,87,1.52899277616541
mora01,mora01.Rominger,pest control,2009,hedgerow,200,NA,NA,3.7,87,0.881338973707668
mora01,mora01.Rominger,pest control,2010,hedgerow,0.5,NA,NA,3.7,87,-1.06162243366556
mora01,mora01.Rominger,pest control,2010,hedgerow,10,NA,NA,3.7,87,0.665454375047267
mora01,mora01.Rominger,pest control,2010,hedgerow,100,NA,NA,3.7,87,-0.629853229868218
mora01,mora01.Rominger,pest control,2010,hedgerow,200,NA,NA,3.7,87,-1.06162243366556
mora01,mora01.Rominger,pollination,2010,hedgerow,0.5,NA,NA,3.7,87,-0.194416663601454
mora01,mora01.Rominger,pollination,2010,hedgerow,10,NA,NA,3.7,87,1.1216039396999
mora01,mora01.Rominger,pollination,2010,hedgerow,100,NA,NA,3.7,87,-0.036701067613597
mora01,mora01.Rominger,pollination,2010,hedgerow,200,NA,NA,3.7,87,-0.0600095777367253
mora01,mora01.Rominger,pollination,2011,hedgerow,0.5,NA,NA,3.7,87,0.260746481492102
mora01,mora01.Rominger,pollination,2011,hedgerow,10,NA,NA,3.7,87,1.15938495728022
mora01,mora01.Rominger,pollination,2011,hedgerow,100,NA,NA,3.7,87,1.55463247831514
mora01,mora01.Rominger,pollination,2011,hedgerow,200,NA,NA,3.7,87,1.62002286871699
mora01,mora01.Tractor,pest control,2009,hedgerow,0.5,NA,NA,NA,NA,0.233685171249926
mora01,mora01.Tractor,pest control,2009,hedgerow,10,NA,NA,NA,NA,1.52899277616541
mora01,mora01.Tractor,pest control,2009,hedgerow,100,NA,NA,NA,NA,0.233685171249926
mora01,mora01.Tractor,pest control,2009,hedgerow,200,NA,NA,NA,NA,-0.413968631207817
mora01,mora01.Tractor,pollination,2011,hedgerow,0.5,NA,NA,NA,NA,0.7369329874952031
mora01,mora01.Tractor,pollination,2011,hedgerow,10,NA,NA,NA,NA,1.04819436081756
mora01,mora01.Tractor,pollination,2011,hedgerow,100,NA,NA,NA,NA,0.62057740660848
mora01,mora01.Tractor,pollination,2011,hedgerow,200,NA,NA,NA,NA,0.081350532232324
mora01,mora01.Triangle,pollination,2011,control,0.5,NA,NA,NA,NA,-1.43709313903402
mora01,mora01.Triangle,pollination,2011,control,10,NA,NA,NA,NA,-0.294593514143262
mora01,mora01.Triangle,pollination,2011,control,100,NA,NA,NA,NA,-1.69897044533891
mora01,mora01.Triangle,pollination,2011,control,200,NA,NA,NA,NA,-0.571146494473627
mora01,mora01.Zamora,pest control,2010,control,0.5,NA,NA,NA,NA,1.88225848954079
mora01,mora01.Zamora,pest control,2010,control,10,NA,NA,NA,NA,-1.06162243366556
mora01,mora01.Zamora,pest control,2010,control,100,NA,NA,NA,NA,-0.629853229868218
mora01,mora01.Zamora,pest control,2010,control,200,NA,NA,NA,NA,-0.198084032547415
mora01,mora01.Zamora,pollination,2010,control,0.5,NA,NA,NA,NA,-0.34113914949521
mora01,mora01.Zamora,pollination,2010,control,10,NA,NA,NA,NA,0.115740382279089
mora01,mora01.Zamora,pollination,2010,control,100,NA,NA,NA,NA,-0.0617697107647624
mora01,mora01.Zamora,pollination,2010,control,200,NA,NA,NA,NA,0.09706956909510249
pfis01,pfis01.10_Off,pollination,2014,hedgerow,2,NA,NA,6.33,90.8,-0.0948799476811424
pfis01,pfis01.10_Off,pollination,2014,hedgerow,10,NA,NA,6.33,90.8,-0.0289420915037943
pfis01,pfis01.10_Off,pollination,2014,hedgerow,18,NA,NA,6.33,90.8,-0.240277347347577
pfis01,pfis01.10_Off,pollination,2014,hedgerow,26,NA,NA,6.33,90.8,-0.13638836970776
pfis01,pfis01.11_Boeb1,pollination,2014,hedgerow,2,NA,NA,31.83,51.3,0.499036389951615
pfis01,pfis01.11_Boeb1,pollination,2014,hedgerow,10,NA,NA,31.83,51.3,0.789595344137936
pfis01,pfis01.11_Boeb1,pollination,2014,hedgerow,18,NA,NA,31.83,51.3,1.09740623622907
pfis01,pfis01.11_Boeb1,pollination,2014,hedgerow,26,NA,NA,31.83,51.3,0.374251696234096
pfis01,pfis01.13_Roem,pollination,2014,control,2,NA,NA,19.84,61.8,0.0694242219761255
pfis01,pfis01.13_Roem,pollination,2014,control,10,NA,NA,19.84,61.8,0.537950535601568
pfis01,pfis01.13_Roem,pollination,2014,control,18,NA,NA,19.84,61.8,-0.254082042193823
pfis01,pfis01.13_Roem,pollination,2014,control,26,NA,NA,19.84,61.8,-0.0596410277628877
