Author,year,animal,Amniotes,Environment,Reproductive Unit,N,Zr
"Masunaga, G., Matsuura, R., Yoshino, T. & Ota, H.",2003,Emydocephalus_ijimae,Y,Wild,Single,23,0.371153208
"de Oliveira, R. B., Pontes, G. M. F., Maciel, A. P., Gomes, L. R. & Di-Bernardo, M.",2011,Xenodon_dorbignyi,Y,Wild,Single,50,0.230437396
"Brown, G. & Shine, R.",2007,Tropidonophis_mairii,Y,Wild,Single,830,0.327749756
"Rollinson, N. & R. Brooks",2008,Chrysemys_picta,Y,Wild,Single,168,0.505206714
"Lardner, B. & Loman, J.",2003,Rana_temporaria,N,Captive,Single,39,1.021296596
"Milanovich, J. R., Trauth, S. E., Saugey, D. A. & Jordan, R. R.",2006,Plethodon_albagula,N,Wild,Single,48,0.076750348
"Jones, P.",Unp,Galaxias_anomalus,N,Wild,Single,25,0.75648181
"Jones, P.",Unp,Galaxias_D.,N,Wild,Single,8,0.799934231
"Jones, P.",Unp,Galaxias_depressiceps,N,Wild,Single,19,1.047929277
"Jones, P.",Unp,Galaxias_eldoni,N,Wild,Single,22,1.712880469
"Jones, P.",Unp,Galaxias_gollumoides,N,Wild,Single,18,0.770121337
"Jones, P.",Unp,Galaxias_pullus,N,Wild,Single,17,1.138771478
"Jones, P.",Unp,Galaxias_southern,N,Wild,Single,20,1.301076386
"Jones, P.",Unp,Galaxias_vulgaris,N,Wild,Single,15,0.496043635
"Lyapkov, S. M., Kornilova, M. B. & Severtsov, A. S.",2002,Rana_temporaria,N,Captive,Single,290,0.543986945
"Casas-Andreu, G., Barrios-Quiroz, G. & Macip-Rios, R.",2011,Crocodylus_moreletii,Y,Wild,Single,191,0.3319137
"Garcia-Marquez, M., Lopez-Jurado, L.F & Mateo, J.A.",1999,Gallotia_caesaris,Y,Wild,Single,15,0.632833187
"Niejalke, D. P.",2006,Ctenophorus_pictus,Y,Wild,Single,45,0.529519228
"Niejalke, D. P.",2006,Ctenophorus_pictus,Y,Wild,Single,45,1.087114147
"Bonach, K., Pina, C. I. & Verdade, L. M.",2006,Podocnemis_expansa,Y,Wild,Single,14,0.442367224
"Puzin, C., Acou, A., Bonte, D. and Petillon, J.",2011,Arctosa_fulvolineata,N,Wild,Single,30,1.009362098
"Puzin, C., Acou, A., Bonte, D. and Petillon, J.",2011,Pardosa_purbeckensis,N,Wild,Single,30,0.873240282
"Uller, T. & Olsson, M.",2009,Ctenophorus_fordi,Y,Captive,Single,178,0.194385672
