Study,LAT DD,LONG DD,Year,Species,Common name,Family,Sample_size_control,Sample_size_treatment,Stressor,control_level_stressor,treatment_level_stressor,Replicates,measurement,control_mean,control variance type,control_variance,treatment_mean,treatment variance type,treatment_variance,developmental_stage,duration expt,acclimatisation,notes,...25
"63. S. C. Talmage, C. J. Gobler, Effects of CO2 and the harmful alga Aureococcus anophagefferens on growth and survival of oyster and scallop larvae. Marine Ecology Progress Series 464, 121-U147 (2012).",-72.616104,40.921416,2012,Crassostrea virginica,Eastern oyster,Ostreidae,15,15,pH,8.1,7.6,4,diameter,374.6,sd,47.1,259.8,sd,22.6,juvenile,2 days,no,fig4,NA
"63. S. C. Talmage, C. J. Gobler, Effects of CO2 and the harmful alga Aureococcus anophagefferens on growth and survival of oyster and scallop larvae. Marine Ecology Progress Series 464, 121-U147 (2012).",-72.616104,40.921416,2012,Argopecten irradians,bay scallop,Pectinidae,15,15,pH,8.1,7.6,4,diameter,493.1,sd,4.6,192.1,sd,4.6,juvenile,2 days,no,fig6,NA
"64. C. Van Colen, E. Debusschere, U. Braeckman, D. Van Gansbeke, M. Vincx, The Early Life History of the Clam Macoma balthica in a High CO2 World. Plos One 7, (2012).",3.718089,51.395252,2012,Macoma balthica / Limecola balthica,Baltic tellin,Tellinidae,32,32,pH,8.1,7.5,3,shell size um,308.4,se,3.4,257.6,se,3.2,Egg/larva,19 days,no,text,NA
"65. A. Ventura, S. Schulz, S. Dupont, Maintained larval growth in mussel larvae exposed to acidified under-saturated seawater. Scientific Reports 6, (2016).",18.820431,59.576645,2016,Mytilus edulis,blue mussel,Mytilidae,48,55,pH,8.1,7.85,3,shell length um,146.1,se,0.5,154.6,se,8.2,Egg/larva,24 days,no,fig S1,NA
"68. W. M. Wang et al., Effects of elevated seawater pCO(2) on early development of scallop Argopecten irradias (Lamarck, 1819). Journal of Ocean University of China 15, 1073-1079 (2016).",120.412019,36.049434,2016,Argopecten irradians,bay scallop,Pectinidae,100,100,pH,8.3,7.6,1,shell height um,73.5,sd,4.4,64,sd,3,Egg/larva,48h,no,check spp spelling - assume irradias = irradians,NA
"69. M. M. White, D. C. McCorkle, L. S. Mullineaux, A. L. Cohen, Early Exposure of Bay Scallops (Argopecten irradians) to High CO2 Causes a Decrease in Larval Shell Growth. Plos One 8, (2013).",-70.459367,41.589173,2013,Argopecten irradians,bay scallop,Pectinidae,90,90,pH,7.93,7.39,6,shell length um,131.7,sd,9.3,116.8,sd,6.5,Egg/larva,7 days,no,fig2,NA
"7. M. Bressan et al., Does seawater acidification affect survival, growth and shell integrity in bivalve juveniles? Marine Environmental Research 99, 136-148 (2014).",12.273332,45.229451,2014,Mytilus galloprovincialis,Mediterranean mussel,Mytilidae,30,30,pH,8.21,7.4,3,shell length mm,12.67,sd,0.57,12.61,SD,0.23,juvenile,6 months,no,fig 4 and table 1,NA
"7. M. Bressan et al., Does seawater acidification affect survival, growth and shell integrity in bivalve juveniles? Marine Environmental Research 99, 136-148 (2014).",12.273332,45.229451,2014,Chamelea gallina,striped venus clam,Veneridae,30,30,pH,8.21,7.4,3,shell length mm,7.53,sd,0.04,7.24,sd,0.07,juvenile,6 months,no,fig 4 and table 1,NA
"70. M. M. White, L. S. Mullineaux, D. C. McCorkle, A. L. Cohen, Elevated pCO(2) exposure during fertilization of the bay scallop Argopecten irradians reduces larval survival but not subsequent shell size. Marine Ecology Progress Series 498, 173-U558 (2014).",-70.677003,41.535443,2014,Argopecten irradians,bay scallop,Pectinidae,375,375,pH,7.96,7.3,5,shell length um,136.6,sd,7.3,119.7,sd,5.3,Egg/larva,7 days,no,fig4,NA
"70. M. M. White, L. S. Mullineaux, D. C. McCorkle, A. L. Cohen, Elevated pCO(2) exposure during fertilization of the bay scallop Argopecten irradians reduces larval survival but not subsequent shell size. Marine Ecology Progress Series 498, 173-U558 (2014).",-70.677003,41.535443,2014,Argopecten irradians,bay scallop,Pectinidae,375,375,pH,7.96,7.3,5,shell length um,132.5,sd,1.2,112.4,sd,3.4,Egg/larva,7 days,no,fig4,NA
"72. H. M. Yuan, X. Xu, F. Yang, L. Q. Zhao, X. W. Yan, Impact of seawater acidification on shell property of the Manila clam Ruditapes philippinarum grown within and without sediment. Journal of Oceanology and Limnology 38, 236-248 (2020).",122.387122,39.150463,2020,Ruditapes philippinarum,Manila clam,Veneridae,30,30,pH,8,7.7,3,shell weight g/clam,3.3,sd,0.14,3.31,sd,0.1,Adult,140 days,2 weeks,fig5,NA
"73. L. Q. Zhao, S. Milano, E. O. Walliser, B. R. Schone, Bivalve shell formation in a naturally CO2-enriched habitat: Unraveling the resilience mechanisms from elemental signatures. Chemosphere 203, 132-138 (2018).",10.193139,54.40565,2018,Mya arenaria,Soft-shell clams,Myidae,6,6,pH,7.8,7.7,7,growth um/day,4.7,se,0.5,3.1,se,0.3,juvenile,3months,3 weeks,fig2,NA
"74. L. Q. Zhao, B. R. Schone, R. Mertz-Kraus, F. Yang, Insights from sodium into the impacts of elevated pCO(2) and temperature on bivalve shell formation. Journal of Experimental Marine Biology and Ecology 486, 148-154 (2017).",122.704712,39.015818,2017,Mytilus edulis,blue mussel,Mytilidae,5,5,pH,8.1,7.7,1,growth um/day,35.9,se,2.8,22.3,se,3.6,Adult,5 weeks,2weeks,fig2,NA
"74. L. Q. Zhao, B. R. Schone, R. Mertz-Kraus, F. Yang, Insights from sodium into the impacts of elevated pCO(2) and temperature on bivalve shell formation. Journal of Experimental Marine Biology and Ecology 486, 148-154 (2017).",122.704712,39.015818,2017,Mytilus edulis,blue mussel,Mytilidae,5,5,pH + temperature,8.1 and 16,7.7 and 22,1,growth um/day,35.9,se,2.8,24.8,se,6.2,Adult,5 weeks,2weeks,fig2,NA
"74. L. Q. Zhao, B. R. Schone, R. Mertz-Kraus, F. Yang, Insights from sodium into the impacts of elevated pCO(2) and temperature on bivalve shell formation. Journal of Experimental Marine Biology and Ecology 486, 148-154 (2017).",122.704712,39.015818,2017,Mytilus edulis,blue mussel,Mytilidae,5,5,temperature,16,22,1,growth um/day,35.9,se,2.8,38,se,2.5,Adult,5 weeks,2weeks,fig2,NA
"74. L. Q. Zhao, B. R. Schone, R. Mertz-Kraus, F. Yang, Insights from sodium into the impacts of elevated pCO(2) and temperature on bivalve shell formation. Journal of Experimental Marine Biology and Ecology 486, 148-154 (2017).",122.704712,39.015818,2017,Patinopecten yessoensis,Yesso scallop,Pectinidae,5,5,pH,8.1,7.7,1,growth um/day,33.8,se,3.9,27.4,se,4.1,Adult,5 weeks,2weeks,fig2,NA
"74. L. Q. Zhao, B. R. Schone, R. Mertz-Kraus, F. Yang, Insights from sodium into the impacts of elevated pCO(2) and temperature on bivalve shell formation. Journal of Experimental Marine Biology and Ecology 486, 148-154 (2017).",122.704712,39.015818,2017,Patinopecten yessoensis,Yesso scallop,Pectinidae,5,5,pH + temperature,8.1 and 16,7.7 and 22,1,growth um/day,33.8,se,3.9,16.7,se,5.7,Adult,5 weeks,2weeks,fig2,NA
"74. L. Q. Zhao, B. R. Schone, R. Mertz-Kraus, F. Yang, Insights from sodium into the impacts of elevated pCO(2) and temperature on bivalve shell formation. Journal of Experimental Marine Biology and Ecology 486, 148-154 (2017).",122.704712,39.015818,2017,Patinopecten yessoensis,Yesso scallop,Pectinidae,5,5,temperature,16,22,1,growth um/day,33.8,se,3.9,23,se,3.9,Adult,5 weeks,2weeks,fig2,NA
"8. C. H. Bylenga, V. J. Cummings, K. G. Ryan, High resolution microscopy reveals significant impacts of ocean acidification and warming on larval shell development in Laternula elliptica. Plos One 12, (2017).",165.583467,-77.569136,2017,Laternula elliptica,Antarctic soft-shell clam,Laternulidae,10,10,pH,temp -1.6       pH 7.98,temp -1.6 pH 7.65,3,shell height ?m,178.1,se,0.17,173.93,se,4.25,Egg/larva,45 days,no,fig 4,NA
"8. C. H. Bylenga, V. J. Cummings, K. G. Ryan, High resolution microscopy reveals significant impacts of ocean acidification and warming on larval shell development in Laternula elliptica. Plos One 12, (2017).",165.583467,-77.569136,2017,Laternula elliptica,Antarctic soft-shell clam,Laternulidae,10,10,pH + temperature,temp -1.6       pH 7.98,temp 0.4 pH 7.65,3,shell height ?m,178.1,se,0.17,172.94,se,2.1,Egg/larva,45 days,no,fig 4,NA
"8. C. H. Bylenga, V. J. Cummings, K. G. Ryan, High resolution microscopy reveals significant impacts of ocean acidification and warming on larval shell development in Laternula elliptica. Plos One 12, (2017).",165.583467,-77.569136,2017,Laternula elliptica,Antarctic soft-shell clam,Laternulidae,10,10,temperature,temp -1.6       pH 7.98,temp 0.4 pH 7.98,3,shell height ?m,178.1,se,0.17,174.71,se,0.77,Egg/larva,45 days,no,fig 4,NA
"Asplund, M.E., Baden, S.P., Russ, S., Ellis, R.P., Gong, N. and Hernroth, B.E., 2014. Ocean acidification and host–pathogen interactions: blue mussels, M ytilus edulis, encountering Vibrio tubiashii. Environmental Microbiology, 16(4), pp.1029-1039.","58.269605, 11.386283",NA,2014,Mytilus edulis,NA,Mytilidae,39,39,pH,7.95,7.56,NA,Length,1.25,NA,0.12,0.78,NA,0.11,NA,NA,NA,"Data from figure 2, pg 1033",NA
"Baker, S.M. and Mann, R., 1992. Effects of hypoxia and anoxia on larval settlement, juvenile growth, and juvenile survival of the oyster Crassostrea virginica. The Biological Bulletin, 182(2), pp.265-269.",-76.500472,37.247368,1992,Crassostrea virginica,NA,Ostreidae,30,25,O2,NA,NA,NA,NA,1.967,NA,0.974,1.275,NA,1,juvenile,NA,NA,fig3,NA
"Basso, L., Hendriks, I.E. and Duarte, C.M., 2015. Juvenile pen shells (Pinna nobilis) tolerate acidification but are vulnerable to warming. Estuaries and Coasts, 38(6), pp.1976-1985.",3.1095,39.883076,2015,Pinna nobilis,NA,Pinnidae,91,91,pH,7.94pH  21.3oC,7.7pH 21.3oC,NA,Growth rate,0.04,NA,0.01,0.08,NA,0.02,juvenile,NA,NA,Data from figure 4,NA
"Basso, L., Hendriks, I.E. and Duarte, C.M., 2015. Juvenile pen shells (Pinna nobilis) tolerate acidification but are vulnerable to warming. Estuaries and Coasts, 38(6), pp.1976-1985.",3.1095,39.883076,2015,Pinna nobilis,NA,Pinnidae,91,91,pH + temperature,7.94pH  21.3oC,7.7pH 23.3oC,NA,Growth rate,0.04,NA,0.01,0.03,NA,0.01,juvenile,NA,NA,Data from figure 4,NA
"Basso, L., Hendriks, I.E. and Duarte, C.M., 2015. Juvenile pen shells (Pinna nobilis) tolerate acidification but are vulnerable to warming. Estuaries and Coasts, 38(6), pp.1976-1985.",3.1095,39.883076,2015,Pinna nobilis,NA,Pinnidae,91,91,pH + temperature,7.94pH  21.3oC,7.7pH 26.3oC,NA,Growth rate,0.04,NA,0.01,0.03,NA,0.01,juvenile,NA,NA,Data from figure 4,NA
"Basso, L., Hendriks, I.E. and Duarte, C.M., 2015. Juvenile pen shells (Pinna nobilis) tolerate acidification but are vulnerable to warming. Estuaries and Coasts, 38(6), pp.1976-1985.",3.1095,39.883076,2015,Pinna nobilis,NA,Pinnidae,91,91,pH + temperature,NA,NA,NA,NA,0.042917,NA,0.042188714,0.12375,NA,0.116432736,juvenile,NA,NA,fig 4,NA
"Basso, L., Hendriks, I.E. and Duarte, C.M., 2015. Juvenile pen shells (Pinna nobilis) tolerate acidification but are vulnerable to warming. Estuaries and Coasts, 38(6), pp.1976-1985.",3.1095,39.883076,2015,Pinna nobilis,NA,Pinnidae,91,91,temperature,7.94pH  21.3oC,7.92pH 23.3oC,NA,Growth rate,0.04,NA,0.01,0.12,NA,0.05,juvenile,NA,NA,Data from figure 4,NA
"Basso, L., Hendriks, I.E. and Duarte, C.M., 2015. Juvenile pen shells (Pinna nobilis) tolerate acidification but are vulnerable to warming. Estuaries and Coasts, 38(6), pp.1976-1985.",3.1095,39.883076,2015,Pinna nobilis,NA,Pinnidae,91,91,temperature,7.94pH  21.3oC,7.96pH 26.3oC,NA,Growth rate,0.04,NA,0.01,0.09,NA,0.02,juvenile,NA,NA,Data from figure 4,NA
"Basso, L., Hendriks, I.E. and Duarte, C.M., 2015. Juvenile pen shells (Pinna nobilis) tolerate acidification but are vulnerable to warming. Estuaries and Coasts, 38(6), pp.1976-1985.",3.1095,39.883076,2015,Pinna nobilis,NA,Pinnidae,91,91,temperature,NA,NA,NA,NA,0.042917,NA,0.042188714,0.032917,NA,0.03154544,juvenile,NA,NA,fig 4,NA
"Bechmann, R.K., Taban, I.C., Westerlund, S., Godal, B.F., Arnberg, M., Vingen, S., Ingvarsdottir, A. and Baussant, T., 2011. Effects of ocean acidification on early life stages of shrimp (Pandalus borealis) and mussel (Mytilus edulis). Journal of Toxicology and Environmental Health, Part A, 74(7-9), pp.424-438.",5.985468,58.930363,2011,Mytilus edulis,NA,Mytilidae,102,139,pH,8.06,7.62,NA,Mean area,0.135,NA,0.046,0.097,NA,0.043,Egg/larva,NA,NA,"Data from table 2, pg 432",NA
"Cheng, B.S., Bible, J.M., Chang, A.L., Ferner, M.C., Wasson, K., Zabin, C.J., Latta, M., Deck, A., Todgham, A.E. and Grosholz, E.D., 2015. Testing local and global stressor impacts on a coastal foundation species using an ecologically realistic framework. Global change biology, 21(7), pp.2488-2499.",-122.409389,37.893641,2015,Ostrea lurida,NA,Ostreidae,12,12,O2,NA,NA,NA,NA,0.282904,NA,0.006648,0.1693,NA,0.004719,juvenile,NA,NA,fig2,NA
"Duarte, C., Navarro, J.M., Acuña, K., Torres, R., Manríquez, P.H., Lardies, M.A., Vargas, C.A., Lagos, N.A. and Aguilera, V., 2014. Combined effects of temperature and ocean acidification on the juvenile individuals of the mussel Mytilus chilensis. Journal of Sea Research, 85, pp.308-314.",-73.039605,-41.665927,2014,Mytilus chilensis,NA,Mytilidae,10,10,pH,NA,NA,NA,NA,1.2853,NA,0.3497,0.849693,NA,0.177907,juvenile,NA,NA,fig 4,NA
"Duarte, C., Navarro, J.M., Acuña, K., Torres, R., Manríquez, P.H., Lardies, M.A., Vargas, C.A., Lagos, N.A. and Aguilera, V., 2014. Combined effects of temperature and ocean acidification on the juvenile individuals of the mussel Mytilus chilensis. Journal of Sea Research, 85, pp.308-314.",-73.039605,-41.665927,2014,Mytilus chilensis,NA,Mytilidae,10,10,pH + temperature,NA,NA,NA,NA,1.2853,NA,0.3497,0.8865,NA,0.263797,juvenile,NA,NA,fig 4,NA
"Duarte, C., Navarro, J.M., Acuña, K., Torres, R., Manríquez, P.H., Lardies, M.A., Vargas, C.A., Lagos, N.A. and Aguilera, V., 2014. Combined effects of temperature and ocean acidification on the juvenile individuals of the mussel Mytilus chilensis. Journal of Sea Research, 85, pp.308-314.",-73.039605,-41.665927,2014,Mytilus chilensis,NA,Mytilidae,10,10,temperature,NA,NA,NA,NA,1.2853,NA,0.3497,1.38957,NA,0.29448,juvenile,NA,NA,fig 4,NA
"Fernández-Reiriz, M.J., Range, P., Álvarez-Salgado, X.A. and Labarta, U., 2011. Physiological energetics of juvenile clams Ruditapes decussatus in a high CO2 coastal ocean. Marine Ecology Progress Series, 433, pp.97-105.",-7.62817,37.115722,2011,Ruditapes decussatus,NA,Veneridae,15,15,pH,8.13,7.84,NA,Dry weight,41.55,NA,4.75,39.91,NA,5.79,juvenile,NA,NA,Data from table 2,NA
"Fernández-Reiriz, M.J., Range, P., Álvarez-Salgado, X.A., Espinosa, J. and Labarta, U., 2012. Tolerance of juvenile Mytilus galloprovincialis to experimental seawater acidification. Marine Ecology Progress Series, 454, pp.65-74.",-8.183816,43.417572,2012,Mytilus galloprovincialis,NA,Mytilidae,15,15,pH,8.03,7.74,NA,Dry weight,36.3,NA,2,38.8,NA,3.5,juvenile,NA,NA,Data from table 2,NA
"Fitzer, S.C., Cusack, M., Phoenix, V.R. and Kamenos, N.A., 2014. Ocean acidification reduces the crystallographic control in juvenile mussel shells. Journal of structural biology, 188(1), pp.39-45.",-4.926468,56.268278,2014,Mytilus edulis,NA,Mytilidae,2,2,pH,7.7pH 9.4oC,7.3,NA,Length,5.9,NA,0.3,2.92,NA,0.19,juvenile,NA,NA,Data from supplementary table 1,NA
"Fitzer, S.C., Cusack, M., Phoenix, V.R. and Kamenos, N.A., 2014. Ocean acidification reduces the crystallographic control in juvenile mussel shells. Journal of structural biology, 188(1), pp.39-45.",-4.926468,56.268278,2014,Mytilus edulis,NA,Mytilidae,2,2,temperature,7.7pH 9.4oC,7.7pH 11.58oC,NA,Length,5.9,NA,0.3,3.53,NA,0.03,juvenile,NA,NA,Data from supplementary table 1,NA
"Fitzer, S.C., Phoenix, V.R., Cusack, M. and Kamenos, N.A., 2014. Ocean acidification impacts mussel control on biomineralisation. Scientific reports, 4(1), pp.1-7.",-4.926468,56.268278,2014,Mytilus edulis,NA,Mytilidae,4,4,pH,7.7pH 9.4oC,7.3,NA,Shell growth,6.64,NA,2.64,4.92,NA,0.5,juvenile,NA,NA,Data from figure 4a,NA
"Fitzer, S.C., Phoenix, V.R., Cusack, M. and Kamenos, N.A., 2014. Ocean acidification impacts mussel control on biomineralisation. Scientific reports, 4(1), pp.1-7.",-4.926468,56.268278,2014,Mytilus edulis,NA,Mytilidae,4,4,temperature,7.7pH 9.4oC,7.7pH 11.58oC,NA,Shell growth,6.64,NA,2.64,5.5,NA,0.64,juvenile,NA,NA,Data from figure 4a,NA
"Gazeau, F., Alliouane, S., Bock, C., Bramanti, L., López Correa, M., Gentile, M., Hirse, T., Pörtner, H.O. and Ziveri, P., 2014. Impact of ocean acidification and warming on the Mediterranean mussel (Mytilus galloprovincialis). Frontiers in Marine Science, 1, p.62.",0.840693,40.741273,2014,Mytilus galloprovincialis,NA,Mytilidae,3,3,pH,8.01pH 18.2oC,7.71pH 18.2oC,NA,Shell length,1.08,NA,0.18,1.05,NA,0.07,NA,NA,NA,Data from figure 3,NA
"Gazeau, F., Alliouane, S., Bock, C., Bramanti, L., López Correa, M., Gentile, M., Hirse, T., Pörtner, H.O. and Ziveri, P., 2014. Impact of ocean acidification and warming on the Mediterranean mussel (Mytilus galloprovincialis). Frontiers in Marine Science, 1, p.62.",0.840693,40.741273,2014,Mytilus galloprovincialis,NA,Mytilidae,3,3,pH + temperature,8.01pH 18.2oC,7.72pH 20.9oC,NA,Shell length,1.08,NA,0.18,0.93,NA,0.16,NA,NA,NA,Data from figure 3,NA
"Gazeau, F., Alliouane, S., Bock, C., Bramanti, L., López Correa, M., Gentile, M., Hirse, T., Pörtner, H.O. and Ziveri, P., 2014. Impact of ocean acidification and warming on the Mediterranean mussel (Mytilus galloprovincialis). Frontiers in Marine Science, 1, p.62.",0.840693,40.741273,2014,Mytilus galloprovincialis,NA,Mytilidae,3,3,temperature,8.01pH 18.2oC,8.01pH 20.8oC,NA,Shell length,1.08,NA,0.18,0.97,NA,0.2,NA,NA,NA,Data from figure 3,NA
"Gazeau, F., Gattuso, J.P., Dawber, C., Pronker, A.E., Peene, F., Peene, J., Heip, C.H.R. and Middelburg, J.J., 2010. Effect of ocean acidification on the early life stages of the blue mussel Mytilus edulis. Biogeosciences, 7(7), pp.2051-2060.",4.066279,51.496222,2010,Mytilus edulis,NA,Mytilidae,3,3,pH,8.03,7.78,NA,Average shell length,206.3,NA,4.7,194.4,NA,1e-4,Egg/larva,NA,NA,"Data from figure 2b, pg 2055",NA
"Gestoso, I., Arenas, F. and Olabarria, C., 2016. Ecological interactions modulate responses of two intertidal mussel species to changes in temperature and pH. Journal of Experimental Marine Biology and Ecology, 474, pp.116-125.",-8.829743,42.221575,2016,Mytilus galloprovincialis,NA,Mytilidae,14,14,pH,7.98pH 16oC,7.62pH 16oC,NA,mm,0.52,NA,0.07,0.2,NA,0.14,juvenile,NA,NA,Data from table 3 monospecific clump,NA
"Gestoso, I., Arenas, F. and Olabarria, C., 2016. Ecological interactions modulate responses of two intertidal mussel species to changes in temperature and pH. Journal of Experimental Marine Biology and Ecology, 474, pp.116-125.",-8.829743,42.221575,2016,Mytilus galloprovincialis,NA,Mytilidae,14,14,pH,7.98pH 16oC,7.62pH 16oC,NA,mm,0.54,NA,0.07,0.33,NA,0.05,juvenile,NA,NA,"Data from table 3, mixed clump",NA
"Gestoso, I., Arenas, F. and Olabarria, C., 2016. Ecological interactions modulate responses of two intertidal mussel species to changes in temperature and pH. Journal of Experimental Marine Biology and Ecology, 474, pp.116-125.",-8.829743,42.221575,2016,Mytilus galloprovincialis,NA,Mytilidae,14,14,pH + temperature,7.98pH 16oC,7.73pH 21oC,NA,mm,0.52,NA,0.07,0.21,NA,0.08,juvenile,NA,NA,Data from table 3 monospecific clump,NA
"Gestoso, I., Arenas, F. and Olabarria, C., 2016. Ecological interactions modulate responses of two intertidal mussel species to changes in temperature and pH. Journal of Experimental Marine Biology and Ecology, 474, pp.116-125.",-8.829743,42.221575,2016,Mytilus galloprovincialis,NA,Mytilidae,14,14,pH + temperature,7.98pH 16oC,7.73pH 21oC,NA,mm,0.54,NA,0.07,0.33,NA,0.04,juvenile,NA,NA,"Data from table 3, mixed clump",NA
"Gestoso, I., Arenas, F. and Olabarria, C., 2016. Ecological interactions modulate responses of two intertidal mussel species to changes in temperature and pH. Journal of Experimental Marine Biology and Ecology, 474, pp.116-125.",-8.829743,42.221575,2016,Mytilus galloprovincialis,NA,Mytilidae,14,14,temperature,7.98pH 16oC,8.01pH 21oC,NA,mm,0.52,NA,0.07,0.35,NA,0.03,juvenile,NA,NA,Data from table 3 monospecific clump,NA
"Gestoso, I., Arenas, F. and Olabarria, C., 2016. Ecological interactions modulate responses of two intertidal mussel species to changes in temperature and pH. Journal of Experimental Marine Biology and Ecology, 474, pp.116-125.",-8.829743,42.221575,2016,Mytilus galloprovincialis,NA,Mytilidae,14,14,temperature,7.98pH 16oC,8.01pH 21oC,NA,mm,0.54,NA,0.07,0.45,NA,0.04,juvenile,NA,NA,"Data from table 3, mixed clump",NA
"Gestoso, I., Arenas, F. and Olabarria, C., 2016. Ecological interactions modulate responses of two intertidal mussel species to changes in temperature and pH. Journal of Experimental Marine Biology and Ecology, 474, pp.116-125.",-8.829743,42.221575,2016,Xenostrobus securis,NA,Mytilidae,14,14,pH,7.98pH 16oC,7.62pH 16oC,NA,mm,0.14,NA,0.02,0.12,NA,0.02,juvenile,NA,NA,Data from table 3 monospecific clump,NA
"Gestoso, I., Arenas, F. and Olabarria, C., 2016. Ecological interactions modulate responses of two intertidal mussel species to changes in temperature and pH. Journal of Experimental Marine Biology and Ecology, 474, pp.116-125.",-8.829743,42.221575,2016,Xenostrobus securis,NA,Mytilidae,14,14,pH,7.98pH 16oC,7.62pH 16oC,NA,mm,0.15,NA,0.02,0.21,NA,0.09,juvenile,NA,NA,"Data from table 3, mixed clump",NA
"Gestoso, I., Arenas, F. and Olabarria, C., 2016. Ecological interactions modulate responses of two intertidal mussel species to changes in temperature and pH. Journal of Experimental Marine Biology and Ecology, 474, pp.116-125.",-8.829743,42.221575,2016,Xenostrobus securis,NA,Mytilidae,14,14,pH + temperature,7.98pH 16oC,7.73pH 21oC,NA,mm,0.14,NA,0.02,0.21,NA,0.14,juvenile,NA,NA,Data from table 3 monospecific clump,NA
"Gestoso, I., Arenas, F. and Olabarria, C., 2016. Ecological interactions modulate responses of two intertidal mussel species to changes in temperature and pH. Journal of Experimental Marine Biology and Ecology, 474, pp.116-125.",-8.829743,42.221575,2016,Xenostrobus securis,NA,Mytilidae,14,14,pH + temperature,7.98pH 16oC,7.73pH 21oC,NA,mm,0.15,NA,0.02,0.28,NA,0.15,juvenile,NA,NA,"Data from table 3, mixed clump",NA
"Gestoso, I., Arenas, F. and Olabarria, C., 2016. Ecological interactions modulate responses of two intertidal mussel species to changes in temperature and pH. Journal of Experimental Marine Biology and Ecology, 474, pp.116-125.",-8.829743,42.221575,2016,Xenostrobus securis,NA,Mytilidae,14,14,temperature,7.98pH 16oC,8.01pH 21oC,NA,mm,0.14,NA,0.02,0.18,NA,0.05,juvenile,NA,NA,Data from table 3 monospecific clump,NA
"Gestoso, I., Arenas, F. and Olabarria, C., 2016. Ecological interactions modulate responses of two intertidal mussel species to changes in temperature and pH. Journal of Experimental Marine Biology and Ecology, 474, pp.116-125.",-8.829743,42.221575,2016,Xenostrobus securis,NA,Mytilidae,14,14,temperature,7.98pH 16oC,8.01pH 21oC,NA,mm,0.15,NA,0.02,0.27,NA,0.14,juvenile,NA,NA,"Data from table 3, mixed clump",NA
"Jansson, A., Norkko, J. and Norkko, A., 2013. Effects of reduced pH on Macoma balthica larvae from a system with naturally fluctuating pH-dynamics. PLoS One, 8(6), p.e68198.",23.249438,59.845822,2013,Macoma balthica,NA,Tellinidae,105,105,pH,8.1pH,7.7pH,NA,um,234,NA,18,214,NA,31,Egg/larva,NA,NA,Data from results text,NA
"Lemasson, A.J., Hall-Spencer, J.M., Fletcher, S., Provstgaard-Morys, S. and Knights, A.M., 2018. Indications of future performance of native and non-native adult oysters under acidification and warming. Marine environmental research, 142, pp.178-189.",-4.141004,50.360879,2018,Magallana gigas,NA,Ostreidae,4,4,pH,8pH 16.5oC,7.84pH 16.6oC,NA,Mean condition index,3.42,NA,0.54,3.55,NA,0.15,Adult,NA,NA,Data from figure 5,NA
"Lemasson, A.J., Hall-Spencer, J.M., Fletcher, S., Provstgaard-Morys, S. and Knights, A.M., 2018. Indications of future performance of native and non-native adult oysters under acidification and warming. Marine environmental research, 142, pp.178-189.",-4.141004,50.360879,2018,Magallana gigas,NA,Ostreidae,4,4,pH + temperature,8pH 16.5oC,7.9pH 20.2oC,NA,Mean condition index,3.42,NA,0.54,1.97,NA,0.24,Adult,NA,NA,Data from figure 5,NA
"Lemasson, A.J., Hall-Spencer, J.M., Fletcher, S., Provstgaard-Morys, S. and Knights, A.M., 2018. Indications of future performance of native and non-native adult oysters under acidification and warming. Marine environmental research, 142, pp.178-189.",-4.141004,50.360879,2018,Magallana gigas,NA,Ostreidae,4,4,temperature,8pH 16.5oC,8pH 19.8oC,NA,Mean condition index,3.42,NA,0.54,2.55,NA,0.23,Adult,NA,NA,Data from figure 5,NA
"Lemasson, A.J., Hall-Spencer, J.M., Fletcher, S., Provstgaard-Morys, S. and Knights, A.M., 2018. Indications of future performance of native and non-native adult oysters under acidification and warming. Marine environmental research, 142, pp.178-189.",-4.141004,50.360879,2018,Ostrea edulis,NA,Ostreidae,4,4,pH,8pH 16.5oC,7.72pH 16.6oC,NA,Mean condition index,2.32,NA,0.33,2.3,NA,0.23,Adult,NA,NA,Data from figure 5,NA
"Lemasson, A.J., Hall-Spencer, J.M., Fletcher, S., Provstgaard-Morys, S. and Knights, A.M., 2018. Indications of future performance of native and non-native adult oysters under acidification and warming. Marine environmental research, 142, pp.178-189.",-4.141004,50.360879,2018,Ostrea edulis,NA,Ostreidae,4,4,pH + temperature,8pH 16.5oC,7.7pH 19.8oC,NA,Mean condition index,2.32,NA,0.33,2.72,NA,0.37,Adult,NA,NA,Data from figure 5,NA
"Lemasson, A.J., Hall-Spencer, J.M., Fletcher, S., Provstgaard-Morys, S. and Knights, A.M., 2018. Indications of future performance of native and non-native adult oysters under acidification and warming. Marine environmental research, 142, pp.178-189.",-4.141004,50.360879,2018,Ostrea edulis,NA,Ostreidae,4,4,temperature,8pH 16.5oC,8pH 19.8oC,NA,Mean condition index,2.32,NA,0.33,3.43,NA,0.82,Adult,NA,NA,Data from figure 5,NA
"Mackenzie, C.L., Lynch, S.A., Culloty, S.C. and Malham, S.K., 2014. Future oceanic warming and acidification alter immune response and disease status in a commercial shellfish species, Mytilus edulis L. PLoS One, 9(6), p.e99712.",-4.097099,53.242137,2014,Mytilus edulis,NA,Mytilidae,20,20,pH,7.99pH 12.14oC,7.65pH 12.18oC,NA,condition index,4.09,NA,0.25,3.8,NA,0.18,NA,NA,NA,Data from figure 2,NA
