"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","author","te","sete","treat1","treat2","treat1long","treat2long","versus","year","precision","abs_yi","source","repo","branch","repo_license"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Carrell, 2008 2008",-1.014,0.031329,"te","Carrell, 2008",-1.014,0.177,"tel","cau","Telephone","Care As Usual","tel vs cau",2008,5.64971751412429,1.014,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Schulker, 2009 2009",-1.306,0.070225,"te","Schulker, 2009",-1.306,0.265,"tel","cau","Telephone","Care As Usual","tel vs cau",2009,3.77358490566038,1.306,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Walker, 1990 1990",-0.688,0.0625,"te","Walker, 1990",-0.688,0.25,"tel","cau","Telephone","Care As Usual","tel vs cau",1990,4,0.688,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Wagner, 1994 1994",-0.424,0.031684,"te","Wagner, 1994",-0.424,0.178,"ush","wlc","Unguided Self-Help","Waitlist","ush vs wlc",1994,5.61797752808989,0.424,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Huebner, 1997 1997",-0.549,0.066564,"te","Huebner, 1997",-0.549,0.258,"ush","wlc","Unguided Self-Help","Waitlist","ush vs wlc",1997,3.87596899224806,0.549,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Mcmanus, 1987 1987",-0.547,0.063001,"te","Mcmanus, 1987",-0.547,0.251,"ush","wlc","Unguided Self-Help","Waitlist","ush vs wlc",1987,3.98406374501992,0.547,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Oberholser, 2008 2008",-0.651,0.057121,"te","Oberholser, 2008",-0.651,0.239,"ush","wlc","Unguided Self-Help","Waitlist","ush vs wlc",2008,4.18410041841004,0.651,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Mai, 2003 2003",-0.524,0.065025,"te","Mai, 2003",-0.524,0.255,"ush","wlc","Unguided Self-Help","Waitlist","ush vs wlc",2003,3.92156862745098,0.524,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Ralph, 1989 1989",-0.377,0.175561,"te","Ralph, 1989",-0.377,0.419,"ush","wlc","Unguided Self-Help","Waitlist","ush vs wlc",1989,2.38663484486874,0.377,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Roberts, 2017 2017",-0.465,0.020449,"te","Roberts, 2017",-0.465,0.143,"ush","wlc","Unguided Self-Help","Waitlist","ush vs wlc",2017,6.99300699300699,0.465,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Thompson, 2003 2003",-0.608,0.060516,"te","Thompson, 2003",-0.608,0.246,"ush","wlc","Unguided Self-Help","Waitlist","ush vs wlc",2003,4.0650406504065,0.608,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Hassan, 2011 2011",-0.636,0.025281,"te","Hassan, 2011",-0.636,0.159,"ush","wlc","Unguided Self-Help","Waitlist","ush vs wlc",2011,6.28930817610063,0.636,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Woodard, 2013 2013",-0.505,0.264196,"te","Woodard, 2013",-0.505,0.514,"ush","wlc","Unguided Self-Help","Waitlist","ush vs wlc",2013,1.94552529182879,0.505,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Meraz, 2014 2014",-0.252,0.087025,"te","Meraz, 2014",-0.252,0.295,"ush","wlc","Unguided Self-Help","Waitlist","ush vs wlc",2014,3.38983050847458,0.252,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Lopez, 2011 2011",-0.318,0.011025,"te","Lopez, 2011",-0.318,0.105,"ush","cau","Unguided Self-Help","Care As Usual","ush vs cau",2011,9.52380952380952,0.318,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Villalobos-Valles, 2006 2006",0.058,0.1225,"te","Villalobos-Valles, 2006",0.058,0.35,"ush","cau","Unguided Self-Help","Care As Usual","ush vs cau",2006,2.85714285714286,0.058,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Godinez, 2005 2005",-0.014,0.299209,"te","Godinez, 2005",-0.014,0.547,"ush","cau","Unguided Self-Help","Care As Usual","ush vs cau",2005,1.82815356489945,0.014,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Quinonez Dominguez, 1993 1993",-0.156,0.126025,"te","Quinonez Dominguez, 1993",-0.156,0.355,"ush","cau","Unguided Self-Help","Care As Usual","ush vs cau",1993,2.8169014084507,0.156,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Ono, 1985 1985",-0.249,0.206116,"te","Ono, 1985",-0.249,0.454,"ush","cau","Unguided Self-Help","Care As Usual","ush vs cau",1985,2.20264317180617,0.249,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Durgan, 1998 1998",0.096,0.038025,"te","Durgan, 1998",0.096,0.195,"ush","cau","Unguided Self-Help","Care As Usual","ush vs cau",1998,5.12820512820513,0.096,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Nguyen, 1996 1996",-0.423,0.095481,"te","Nguyen, 1996",-0.423,0.309,"ush","cau","Unguided Self-Help","Care As Usual","ush vs cau",1996,3.23624595469256,0.423,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Maranto, 1997 1997",-0.231,0.060025,"te","Maranto, 1997",-0.231,0.245,"ush","cau","Unguided Self-Help","Care As Usual","ush vs cau",1997,4.08163265306122,0.231,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Duba, 1990 1990",0.062,0.059049,"te","Duba, 1990",0.062,0.243,"ush","cau","Unguided Self-Help","Care As Usual","ush vs cau",1990,4.11522633744856,0.062,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Breiman, 2001 2001",-0.664,0.264196,"te","Breiman, 2001",-0.664,0.514,"gsh","wlc","Guided Self-Help","Waitlist","Breiman, 2001",2001,1.94552529182879,0.664,"CRAN",NA,NA,"CRAN"
